"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,55,4,1
1,2,1,2,1,0,56,5,1
1,3,2,3,1,0,57,6,1
1,4,3,4,1,0,58,7,1
1,5,4,4.629,0.629,0,59,8,1
2,1,0,1,1,1,52,8,1
2,2,1,2,1,0,53,9,1
2,3,2,3,1,0,54,10,1
2,4,3,3.223,0.223,0,55,11,1
3,1,0,1,1,0,48,10,1
3,2,1,2,1,0,49,11,1
3,3,2,3,1,0,50,12,1
3,4,3,4,1,0,51,13,1
3,5,4,5,1,0,52,14,1
3,6,5,5.85,0.85,0,53,15,1
4,1,0,1,1,0,41,16,1
4,2,1,2,1,0,42,17,1
4,3,2,3,1,0,43,18,1
4,4,3,4,1,0,44,19,1
4,5,4,5,1,0,45,20,1
4,6,5,6,1,0,46,21,1
4,7,6,7,1,0,47,22,1
4,8,7,7.913,0.913,0,48,23,1
5,1,0,1,1,0,51,5,1
5,2,1,2,1,0,52,6,1
5,3,2,3,1,0,53,7,1
5,4,3,4,1,0,54,8,1
5,5,4,4.544,0.544,0,55,9,1
6,1,0,1,1,0,31,11,1
6,2,1,2,1,0,32,12,1
6,3,2,3,1,1,33,13,1
6,4,3,4,1,0,34,14,1
6,5,4,5,1,0,35,15,1
6,6,5,6,1,0,36,16,1
6,7,6,7,1,0,37,17,1
6,8,7,7.726,0.726,0,38,18,1
7,1,0,1,1,0,46,9,1
7,2,1,2,1,0,47,10,1
7,3,2,3,1,0,48,11,1
7,4,3,3.271,0.271,0,49,12,1
8,1,0,1,1,1,55,10,1
8,2,1,2,1,0,56,11,1
8,3,2,3,1,0,57,12,1
8,4,3,4,1,0,58,13,1
8,5,4,5,1,1,59,14,1
8,6,5,5.616,0.616,0,60,15,1
9,1,0,1,1,0,60,6,1
9,2,1,2,1,0,61,7,1
9,3,2,3,1,0,62,8,1
9,4,3,3.89,0.89,0,63,9,1
10,1,0,1,1,0,38,12,1
10,2,1,1.399,0.399,0,39,13,1
11,1,0,1,1,0,55,0,1
11,2,1,2,1,0,56,1,1
11,3,2,3,1,0,57,2,1
11,4,3,4,1,0,58,3,1
11,5,4,5,1,0,59,4,1
11,6,5,6,1,0,60,5,1
11,7,6,7,1,0,61,6,1
11,8,7,8,1,0,62,7,1
11,9,8,8.051,0.051,0,63,8,1
12,1,0,1,1,0,49,10,1
12,2,1,1.306,0.306,0,50,11,1
13,1,0,0.11,0.11,0,65,6,1
14,1,0,1,1,0,43,7,1
14,2,1,2,1,0,44,8,1
14,3,2,3,1,0,45,9,1
14,4,3,4,1,0,46,10,1
14,5,4,4.879,0.879,0,47,11,1
15,1,0,1,1,0,47,11,1
15,2,1,2,1,0,48,12,1
15,3,2,3,1,0,49,13,1
15,4,3,4,1,0,50,14,1
15,5,4,4.682,0.682,0,51,15,1
16,1,0,1,1,0,60,8,1
16,2,1,2,1,0,61,9,1
16,3,2,2.905,0.905,0,62,10,1
17,1,0,1,1,1,23,10,1
17,2,1,2,1,2,24,11,1
17,3,2,2.3,0.3,1,25,12,1
18,1,0,1,1,0,49,10,1
18,2,1,2,1,0,50,11,1
18,3,2,3,1,0,51,12,1
18,4,3,4,1,0,52,13,1
18,5,4,4.676,0.676,0,53,14,1
19,1,0,1,1,0,62,16,1
19,2,1,2,1,0,63,17,1
19,3,2,3,1,0,64,18,1
19,4,3,4,1,0,65,19,1
19,5,4,5,1,0,66,20,1
19,6,5,6,1,0,67,21,1
19,7,6,6.753,0.753,0,68,22,1
20,1,0,1,1,0,61,1,1
20,2,1,2,1,0,62,2,1
20,3,2,3,1,0,63,3,1
20,4,3,4,1,0,64,4,1
20,5,4,5,1,0,65,5,1
20,6,5,6,1,0,66,6,1
20,7,6,7,1,0,67,7,1
20,8,7,7.33,0.33,0,68,8,1
21,1,0,1,1,0,63,6,1
21,2,1,2,1,0,64,7,1
21,3,2,3,1,0,65,8,1
21,4,3,3.285,0.285,0,66,9,1
22,1,0,1,1,0,40,0,1
22,2,1,2,1,0,41,1,1
22,3,2,3,1,0,42,2,1
22,4,3,3.443,0.443,0,43,3,1
23,1,0,1,1,0,47,0,1
23,2,1,1.466,0.466,0,48,1,1
24,1,0,0.952,0.952,1,39,7,1
25,1,0,1,1,0,50,3,1
25,2,1,2,1,0,51,4,1
25,3,2,3,1,0,52,5,1
25,4,3,4,1,0,53,6,1
25,5,4,5,1,0,54,7,1
25,6,5,5.899,0.899,0,55,8,1
26,1,0,1,1,0,33,4,1
26,2,1,2,1,0,34,5,1
26,3,2,3,1,0,35,6,1
26,4,3,4,1,0,36,7,1
26,5,4,4.621,0.621,0,37,8,1
27,1,0,1,1,0,48,10,1
27,2,1,2,1,0,49,11,1
27,3,2,3,1,0,50,12,1
27,4,3,4,1,0,51,13,1
27,5,4,5,1,0,52,14,1
27,6,5,5.391,0.391,0,53,15,1
28,1,0,1,1,0,36,1,1
28,2,1,2,1,0,37,2,1
28,3,2,3,1,1,38,3,1
28,4,3,4,1,0,39,4,1
28,5,4,5,1,0,40,5,1
28,6,5,6,1,1,41,6,1
28,7,6,7,1,0,42,7,1
28,8,7,7.98,0.98,0,43,8,1
29,1,0,1,1,0,49,8,1
29,2,1,2,1,0,50,9,1
29,3,2,3,1,0,51,10,1
29,4,3,4,1,0,52,11,1
29,5,4,4.35,0.35,0,53,12,1
30,1,0,1,1,0,41,9,1
30,2,1,2,1,0,42,10,1
30,3,2,3,1,0,43,11,1
30,4,3,4,1,0,44,12,1
30,5,4,5,1,0,45,13,1
30,6,5,6,1,0,46,14,1
30,7,6,7,1,0,47,15,1
30,8,7,8,1,0,48,16,1
30,9,8,9,1,0,49,17,1
30,10,9,9.606,0.606,0,50,18,1
31,1,0,1,1,0,44,5,1
31,2,1,2,1,0,45,6,1
31,3,2,2.851,0.851,0,46,7,1
32,1,0,1,1,0,35,8,1
32,2,1,2,1,0,36,9,1
32,3,2,3,1,0,37,10,1
32,4,3,4,1,0,38,11,1
32,5,4,5,1,0,39,12,1
32,6,5,6,1,0,40,13,1
32,7,6,7,1,0,41,14,1
32,8,7,7.546,0.546,0,42,15,1
33,1,0,1,1,0,43,5,1
33,2,1,2,1,1,44,6,1
33,3,2,3,1,1,45,7,1
33,4,3,3.095,0.095,0,46,8,1
34,1,0,1,1,0,59,8,1
34,2,1,2,1,0,60,9,1
34,3,2,3,1,0,61,10,1
34,4,3,4,1,0,62,11,1
34,5,4,4.276,0.276,0,63,12,1
35,1,0,1,1,0,31,16,1
35,2,1,2,1,0,32,17,1
35,3,2,3,1,0,33,18,1
35,4,3,4,1,0,34,19,1
35,5,4,5,1,0,35,20,1
35,6,5,5.455,0.455,0,36,21,1
36,1,0,1,1,0,36,4,1
36,2,1,1.887,0.887,0,37,5,1
37,1,0,1,1,0,62,9,1
37,2,1,2,1,0,63,10,1
37,3,2,3,1,0,64,11,1
37,4,3,4,1,0,65,12,1
37,5,4,5,1,0,66,13,1
37,6,5,6,1,0,67,14,1
37,7,6,7,1,0,68,15,1
37,8,7,8,1,0,69,16,1
37,9,8,8.068,0.068,0,70,17,1
38,1,0,1,1,1,18,8,1
38,2,1,2,1,1,19,9,1
38,3,2,2.421,0.421,0,20,10,1
39,1,0,1,1,1,54,14,1
39,2,1,2,1,2,55,15,1
39,3,2,3,1,0,56,16,1
39,4,3,4,1,1,57,17,1
39,5,4,5,1,1,58,18,1
39,6,5,5.328,0.328,0,59,19,1
40,1,0,1,1,0,24,14,1
40,2,1,2,1,0,25,15,1
40,3,2,3,1,0,26,16,1
40,4,3,4,1,0,27,17,1
40,5,4,5,1,0,28,18,1
40,6,5,6,1,0,29,19,1
40,7,6,7,1,0,30,20,1
