"id_poliza","k","t_k","coste_k","anio"
2,1,0.0199,1091.09,1
6,1,2.0435,2934.23,3
8,1,0.8662,1591.58,1
8,2,4.4501,1366.77,5
17,1,0.5901,2716.08,1
17,2,1.4873,3458.74,2
17,3,1.5917,424.87,2
17,4,2.1365,2593.31,3
24,1,0.7508,2297.71,1
28,1,2.7687,413.82,3
28,2,5.5979,667.4,6
33,1,1.748,1244.36,2
33,2,2.3666,2353,3
38,1,0.5436,2342.41,1
38,2,1.725,2966.89,2
39,1,0.4433,1063.59,1
39,2,1.6081,4812.46,2
39,3,1.6207,216.62,2
39,4,3.2675,1094.02,4
39,5,4.6887,217.33,5
43,1,1.5665,4018.62,2
43,2,2.0857,169.55,3
43,3,2.9358,1197.71,3
47,1,0.791,1412.51,1
47,2,1.534,1672.99,2
52,1,2.6858,3378.37,3
55,1,1.894,5667.88,2
55,2,6.9375,1799.06,7
56,1,3.462,795.44,4
59,1,0.1234,1125,1
59,2,1.7702,125.04,2
59,3,4.2908,2888.01,5
68,1,2.2451,5518.12,3
68,2,4.1903,336.65,5
68,3,4.3151,1846.14,5
69,1,2.3454,461.14,3
70,1,1.8729,1079.15,2
70,2,2.6951,543.6,3
74,1,2.4013,1130.13,3
76,1,1.0639,814.17,2
77,1,3.7754,700.02,4
77,2,4.1084,1072.92,5
81,1,4.1492,492.64,5
82,1,4.6445,2875.77,5
88,1,2.7943,1214.13,3
88,2,5.5539,481.76,6
105,1,2.4381,1198.66,3
107,1,2.9769,1746.45,3
108,1,5.9081,2044.58,6
108,2,6.2373,560.9,7
115,1,1.071,93.85,2
115,2,2.8773,26.83,3
115,3,5.0783,1442.03,6
117,1,2.8525,448.85,3
118,1,2.3255,1356.56,3
118,2,4.9158,3637.7,5
123,1,2.3594,244.32,3
137,1,2.9186,1132.71,3
153,1,0.3003,185.23,1
153,2,0.4951,1506.48,1
153,3,4.4265,1227.74,5
153,4,4.5484,2251.8,5
155,1,0.0257,2005.9,1
159,1,1.8716,454.06,2
163,1,1.5586,5033.61,2
163,2,3.031,4054.62,4
178,1,2.6167,2155.06,3
178,2,2.6772,336.87,3
178,3,3.3506,2177.97,4
185,1,2.5406,2223.85,3
185,2,2.9371,581.06,3
185,3,3.616,1209.78,4
185,4,3.8907,1082.63,4
185,5,3.912,3207.37,4
185,6,5.1976,207.18,6
185,7,6.5054,2394.29,7
188,1,4.3281,2192.41,5
197,1,1.2013,584.8,2
197,2,2.2711,766.57,3
205,1,0.8972,353.94,1
207,1,2.2349,1991.96,3
208,1,3.0748,1032.81,4
208,2,7.6578,2143.67,8
208,3,7.9951,1177.9,8
220,1,1.9604,877.03,2
223,1,3.9353,3457.55,4
225,1,0.8441,1228,1
228,1,7.2391,681.94,8
229,1,0.3942,813.8,1
229,2,2.8656,1455.69,3
229,3,5.0937,2182.58,6
229,4,5.3797,3052.36,6
232,1,2.4154,2054.29,3
232,2,3.4178,822.16,4
233,1,1.2527,1092.33,2
233,2,1.6605,1454.18,2
233,3,2.2473,2497.07,3
233,4,2.812,1180.51,3
233,5,3.7285,6296.61,4
235,1,1.7717,1645.98,2
236,1,3.061,694.24,4
239,1,2.52,1959.03,3
240,1,0.3533,2906.9,1
243,1,9.0374,5519.42,10
246,1,0.5279,220.78,1
250,1,2.1052,1865.34,3
250,2,4.5293,1564.6,5
265,1,3.22,1816.5,4
267,1,1.9284,315.64,2
267,2,4.528,2724.44,5
267,3,5.45,834.03,6
269,1,1.2261,1825.4,2
276,1,2.9285,407.27,3
277,1,1.4706,460.58,2
279,1,1.6961,702.41,2
280,1,0.2981,4937.8,1
283,1,3.5409,1031.85,4
284,1,1.0569,902.3,2
284,2,1.6655,23.6,2
284,3,2.1791,3431.91,3
284,4,2.9947,3723.26,3
290,1,1.4032,3236.53,2
292,1,0.7926,538.06,1
294,1,5.9393,4932.01,6
294,2,6.4825,647.14,7
298,1,0.4935,1336.83,1
298,2,3.0895,4530.38,4
299,1,3.7639,6071.88,4
299,2,4.1175,1469.5,5
299,3,7.2391,5507.04,8
300,1,0.3289,842.28,1
313,1,0.384,9899.63,1
316,1,1.9987,3607.03,2
316,2,2.7558,2237.71,3
320,1,2.085,1690.15,3
320,2,3.1586,1088.73,4
325,1,6.3655,4204.36,7
325,2,6.3817,3125.24,7
325,3,6.8781,2333.52,7
325,4,7.0748,5434.72,8
330,1,4.6357,1323.82,5
330,2,6.6081,3538.67,7
330,3,6.613,3469.21,7
331,1,2.1231,1305.87,3
332,1,0.6269,1731.14,1
334,1,0.593,1152.77,1
338,1,0.6705,3501.26,1
341,1,2.8394,1883.37,3
348,1,0.0814,1049.24,1
348,2,1.0246,1316.26,2
348,3,1.7552,5892.36,2
348,4,2.6365,1224.94,3
348,5,3.9644,3797.07,4
348,6,4.3475,2475.34,5
349,1,0.3913,2763.45,1
354,1,0.4396,1261.56,1
354,2,0.5791,1863.45,1
354,3,1.3364,2597.09,2
355,1,6.8733,522.38,7
356,1,0.6249,403.05,1
358,1,1.3083,828.57,2
363,1,1.9537,1026.24,2
363,2,3.5074,2349.68,4
365,1,0.1586,240.14,1
367,1,1.0314,5224.51,2
373,1,2.1304,1932.2,3
373,2,3.5357,3714.37,4
374,1,2.7228,1886.8,3
378,1,2.8007,3268.91,3
383,1,0.2668,4062.77,1
384,1,3.6169,2826.32,4
385,1,0.5446,1364.96,1
385,2,0.8222,3368.85,1
386,1,0.1939,539.66,1
386,2,1.8145,7794.28,2
386,3,3.0709,1294.58,4
387,1,7.4774,1032.89,8
389,1,6.2893,3087.06,7
394,1,4.6443,3694.31,5
395,1,2.0491,2265.48,3
397,1,1.1803,1608.02,2
401,1,2.1222,1910.65,3
402,1,0.1493,1006.48,1
402,2,2.7432,2299.13,3
402,3,6.7433,4519.71,7
405,1,2.7733,420.44,3
410,1,3.5412,1113.96,4
414,1,3.212,1995.73,4
415,1,5.9477,1230.52,6
416,1,7.7688,2655.65,8
420,1,0.1688,1896.54,1
420,2,2.15,1235.01,3
420,3,2.6061,682.94,3
420,4,2.9074,2768.59,3
420,5,4.2778,1188.81,5
420,6,4.4059,989.39,5
420,7,4.8794,2252.43,5
420,8,5.4165,7310.5,6
424,1,0.5111,4488.23,1
424,2,3.3495,2857.77,4
424,3,5.2805,1348.34,6
429,1,1.0501,1363,2
429,2,1.7907,2825.39,2
430,1,4.0203,1420.35,5
432,1,2.5728,3741.96,3
435,1,0.9641,1394.45,1
435,2,1.1059,381.82,2
435,3,2.4905,1913.41,3
437,1,2.2889,393.39,3
438,1,0.9976,643.52,1
438,2,1.2032,1164.94,2
440,1,3.2016,1634.24,4
444,1,0.9285,6001.27,1
444,2,1.7995,4072.81,2
444,3,2.6616,3268.82,3
444,4,2.8396,1629.69,3
444,5,4.5115,561.86,5
447,1,0.5145,2030.21,1
447,2,0.6148,8431.18,1
447,3,0.9234,2810.79,1
447,4,1.0925,1211.83,2
447,5,2.0244,4037.94,3
447,6,2.5334,7248.8,3
450,1,6.9757,835,7
451,1,0.2281,1749.32,1
451,2,3.157,2970.74,4
454,1,0.143,460.96,1
456,1,2.4943,1288.99,3
459,1,0.2772,87.74,1
459,2,0.5286,1040,1
459,3,1.8198,1359.38,2
459,4,2.0485,3891.62,3
459,5,2.5385,553.82,3
459,6,2.9671,1830.79,3
459,7,3.1077,743.95,4
459,8,3.4137,1533.56,4
459,9,3.8499,1461.73,4
469,1,0.7439,1112.78,1
474,1,0.2792,836.11,1
474,2,1.1556,2042.31,2
474,3,1.6011,4253.46,2
474,4,1.7076,378.84,2
476,1,1.6314,864.14,2
476,2,3.3854,3586.93,4
486,1,1.3161,1397.14,2
486,2,4.7753,1706.05,5
489,1,0.2689,3541.63,1
491,1,2.9397,406.64,3
491,2,4.1612,1488.64,5
491,3,6.2718,4487.02,7
491,4,7.4212,223.91,8
498,1,1.2436,1610.8,2
499,1,1.694,667.56,2
502,1,2.124,1715.47,3
502,2,8.1979,2205.78,9
503,1,0.2124,1819.74,1
503,2,2.5755,255.81,3
503,3,4.2445,4401.97,5
503,4,5.4138,844.49,6
503,5,8.1135,500.73,9
513,1,2.8277,3742.42,3
514,1,4.5997,773.62,5
519,1,3.104,1006.37,4
525,1,1.0453,4792.31,2
528,1,2.8366,131.15,3
529,1,0.8215,882.4,1
535,1,1.6809,3028.61,2
541,1,0.8814,1831.89,1
541,2,2.2511,2319.66,3
541,3,3.0405,9367.65,4
542,1,1.1833,961.94,2
542,2,1.7127,2008.49,2
546,1,0.8019,968.66,1
546,2,1.1546,865.45,2
547,1,3.6596,1618.69,4
553,1,1.0253,3710.58,2
560,1,0.8798,650.35,1
561,1,1.7384,4309.15,2
561,2,4.1613,3114.48,5
561,3,4.6069,2727.72,5
562,1,1.6036,2736.4,2
562,2,3.2997,1160.65,4
562,3,3.4394,2489.47,4
566,1,1.2651,3768.01,2
570,1,0.3996,872.84,1
573,1,2.4219,3655.6,3
573,2,2.5891,1009.11,3
573,3,3.1584,1547.11,4
573,4,3.9778,1791.08,4
573,5,4.1903,1287.56,5
573,6,4.4133,2895.42,5
573,7,4.818,1749.94,5
573,8,5.9763,479.97,6
577,1,4.1373,702.33,5
586,1,1.1341,1200.78,2
589,1,0.62,978.22,1
589,2,2.5413,1431.46,3
589,3,4.4289,2029.2,5
589,4,4.9491,3349.33,5
589,5,5.8099,1918.31,6
589,6,8.7211,2047.12,9
592,1,1.0296,1848.82,2
592,2,2.0088,773.74,3
592,3,2.5106,8054.62,3
597,1,0.1299,5616.74,1
600,1,0.6844,1741.76,1
601,1,1.8608,2283.85,2
602,1,0.5569,7340.22,1
602,2,3.283,2252.03,4
602,3,3.5976,3436.71,4
603,1,3.0797,976.19,4
605,1,0.5329,491.11,1
607,1,0.0302,924.87,1
607,2,0.4518,803.93,1
607,3,0.9404,545.18,1
607,4,5.0501,433.1,6
608,1,0.4765,806.84,1
609,1,1.2216,459.79,2
615,1,8.2389,1860.34,9
617,1,0.4235,1074.97,1
617,2,0.4274,757.68,1
618,1,1.6827,687.7,2
619,1,2.8286,2820.23,3
621,1,0.2726,1983.07,1
621,2,0.4464,1477.3,1
621,3,1.125,1420.09,2
625,1,0.1343,1470.28,1
625,2,0.7044,1060.46,1
628,1,1.9558,2280.83,2
628,2,2.7052,1886.4,3
628,3,5.6225,1490.77,6
630,1,0.8448,760.06,1
630,2,2.2895,3012.38,3
630,3,2.5047,1063.48,3
630,4,2.9752,2200.23,3
633,1,2.862,8002.86,3
633,2,6.3402,3838.61,7
636,1,0.4359,4976.7,1
636,2,3.1975,6767.95,4
636,3,3.2493,568.34,4
638,1,1.0842,1207.31,2
638,2,1.9061,1427.68,2
638,3,5.218,1004.39,6
641,1,2.4408,295.57,3
648,1,4.7089,448.68,5
650,1,2.0699,424.77,3
658,1,2.0756,595.57,3
658,2,4.5998,778.01,5
664,1,1.8838,414.77,2
668,1,2.0262,552.41,3
674,1,3.7319,1944.38,4
676,1,2.7252,1355.35,3
676,2,5.0836,1983.25,6
679,1,1.7738,1039.85,2
683,1,1.2074,1319.29,2
684,1,5.4839,3283.13,6
684,2,5.5686,1490.39,6
687,1,2.1119,3480.77,3
688,1,4.1892,6068.02,5
688,2,4.3886,1867.05,5
689,1,2.6654,652.4,3
689,2,3.468,882.23,4
689,3,4.1723,1615.08,5
692,1,0.5834,1248.63,1
699,1,4.7069,2037.33,5
702,1,2.0391,2297.23,3
702,2,5.5691,1601.49,6
704,1,1.5607,3078.03,2
704,2,3.6007,1574.2,4
704,3,4.796,1211.5,5
706,1,3.1992,3483.92,4
710,1,0.8982,587.48,1
710,2,1.2573,385.24,2
710,3,2.5303,2451.82,3
717,1,3.5871,206.84,4
721,1,1.4354,2302.42,2
