"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",4.629,0.4629,55,"35-65",27,64,916,4,7579,162,"mixta",5845,"particular","moto","diesel","H","blanco","casado","anual",0,1,"basico","telefonico",0,1,0,3,4.629,0,10,0,"fin_estudio",0,NA,0,"1","1"
2,"1","1",3.223,0.3223,52,"35-65",12,142,2323,8,27241,337,"mixta",10794,"particular","turismo","diesel","M","negro","otro","mensual",0,2,"medio","telefonico",1,3,0,2,0.02,1,3.223,1,"baja",1091.09,1091.09,1,"3","2"
3,"1","1",5.85,0.585,48,"35-65",13,55,950,10,30720,1190,"urbana",13503,"particular","moto","diesel","H","gris","casado","anual",0,1,"medio","telefonico",0,0,0,1,5.85,0,5.85,1,"baja",0,NA,0,"1","1"
4,"1","1",7.913,0.7913,41,"35-65",10,116,1985,16,32881,360,"mixta",8374,"particular","turismo","gasolina","M","negro","otro","anual",0,1,"basico","presencial",0,4,1,2,7.913,0,7.913,1,"baja",0,NA,0,"2","1"
5,"1","1",4.544,0.4544,51,"35-65",23,101,1543,5,31822,780,"mixta",6729,"particular","turismo","diesel","M","blanco","soltero","anual",0,2,"superior","telefonico",0,0,0,2,4.544,0,10,0,"fin_estudio",0,NA,0,"2","2"
6,"1","1",7.726,0.7726,31,"25-35",10,146,2197,11,33145,1718,"urbana",14376,"comercial","turismo","gasolina","H","rojo","casado","mensual",0,1,"basico","presencial",1,1,2,3,2.043,1,7.726,1,"baja",2934.23,2934.23,1,"2","1"
7,"1","1",3.271,0.3271,46,"35-65",19,93,1671,9,25565,85,"rural",3009,"particular","turismo","gasolina","M","otro","casado","anual",1,2,"superior","presencial",0,1,0,1,3.271,0,10,0,"fin_estudio",0,NA,0,"1","1"
8,"1","1",5.616,0.5616,55,"35-65",13,157,2252,10,31601,302,"mixta",9083,"particular","turismo","gasolina","H","gris","casado","anual",1,2,"medio","presencial",2,3,0,2,0.866,1,5.616,1,"baja",2958.35,1479.17,1,"4","3"
9,"1","1",3.89,0.389,60,"35-65",21,119,1884,6,9437,895,"mixta",22806,"particular","furgoneta","gasolina","M","negro","soltero","anual",1,2,"basico","presencial",0,0,0,1,3.89,0,3.89,1,"baja",0,NA,0,"5","4"
10,"1","1",1.399,0.1399,38,"35-65",16,126,2165,12,44311,192,"mixta",10646,"particular","turismo","gasolina","M","gris","casado","anual",1,1,"medio","presencial",0,0,1,1,1.399,0,1.399,1,"baja",0,NA,0,"1","1"
11,"1","1",8.051,0.8051,55,"35-65",26,151,2039,0,25852,946,"mixta",16033,"particular","moto","diesel","M","otro","casado","anual",1,1,"basico","presencial",0,3,0,1,8.051,0,8.051,1,"baja",0,NA,0,"1","1"
12,"1","1",1.306,0.1306,49,"35-65",29,79,1315,10,13257,553,"mixta",10453,"particular","turismo","gasolina","M","rojo","casado","mensual",1,2,"medio","telefonico",0,0,0,1,1.306,0,1.306,1,"baja",0,NA,0,"1","1"
13,"1","1",0.11,0.011,65,"35-65",20,93,1244,6,25856,358,"mixta",12222,"particular","turismo","diesel","H","otro","casado","mensual",1,1,"basico","presencial",0,0,0,0,0.11,0,0.11,1,"baja",0,NA,0,"1","1"
14,"1","1",4.879,0.4879,43,"35-65",16,175,3106,7,32566,371,"mixta",14039,"particular","turismo","diesel","H","negro","casado","mensual",0,1,"superior","telefonico",0,1,0,1,4.879,0,6.825,0,"fin_estudio",0,NA,0,"1","1"
15,"1","1",4.682,0.4682,47,"35-65",22,139,1695,11,30596,45,"rural",12770,"particular","turismo","gasolina","M","gris","casado","mensual",0,1,"medio","presencial",0,1,0,2,4.682,0,4.682,1,"baja",0,NA,0,"5","5"
16,"1","1",2.905,0.2905,60,"35-65",32,86,1056,8,31081,136,"rural",14285,"particular","turismo","diesel","M","gris","casado","anual",0,2,"basico","presencial",0,0,0,1,2.905,0,10,0,"fin_estudio",0,NA,0,"1","1"
17,"1","1",2.3,0.23,23,"18-25",3,138,2421,10,33174,675,"mixta",8528,"particular","turismo","diesel","H","blanco","casado","anual",0,2,"medio","presencial",4,1,0,1,0.59,1,2.3,1,"baja",9193,2298.25,1,"5","5"
18,"1","1",4.676,0.4676,49,"35-65",23,117,2087,10,27470,27,"rural",14704,"particular","moto","diesel","H","negro","soltero","mensual",1,1,"medio","presencial",0,0,0,2,4.676,0,10,0,"fin_estudio",0,NA,0,"1","1"
19,"1","1",6.753,0.6753,62,"35-65",37,96,1621,16,29387,151,"mixta",11663,"particular","moto","diesel","H","blanco","casado","mensual",0,2,"basico","presencial",0,2,1,4,6.753,0,6.753,1,"baja",0,NA,0,"1","1"
20,"1","1",7.33,0.733,61,"35-65",35,64,932,1,15724,96,"rural",10731,"particular","turismo","gasolina","M","blanco","casado","anual",0,1,"basico","presencial",0,2,0,2,7.33,0,10,0,"fin_estudio",0,NA,0,"1","1"
21,"1","1",3.285,0.3285,63,"35-65",39,121,1697,6,29066,50,"rural",11451,"particular","turismo","gasolina","M","negro","soltero","anual",0,2,"medio","presencial",0,0,0,2,3.285,0,7.733,0,"fin_estudio",0,NA,0,"1","1"
22,"1","1",3.443,0.3443,40,"35-65",18,129,2005,0,19667,856,"mixta",7493,"particular","turismo","gasolina","M","otro","casado","anual",0,1,"medio","presencial",0,0,1,0,3.443,0,10,0,"fin_estudio",0,NA,0,"4","4"
23,"1","1",1.466,0.1466,47,"35-65",29,58,969,0,21672,1113,"urbana",15320,"comercial","turismo","diesel","M","blanco","soltero","mensual",0,3,"medio","presencial",0,0,0,0,1.466,0,6.87,0,"fin_estudio",0,NA,0,"2","2"
24,"1","1",0.952,0.0952,39,"35-65",16,120,1451,7,31702,746,"mixta",24518,"comercial","turismo","gasolina","H","gris","casado","anual",0,1,"superior","presencial",1,1,0,1,0.751,1,0.952,1,"baja",2297.71,2297.71,1,"4","4"
25,"1","1",5.899,0.5899,50,"35-65",17,133,2189,3,26758,98,"rural",25266,"particular","turismo","gasolina","M","otro","soltero","anual",0,1,"basico","presencial",0,4,0,0,5.899,0,10,0,"fin_estudio",0,NA,0,"1","1"
26,"1","1",4.621,0.4621,33,"25-35",13,145,2089,4,26347,417,"mixta",13308,"particular","turismo","diesel","H","blanco","casado","anual",0,1,"basico","presencial",0,3,0,0,4.621,0,4.621,1,"baja",0,NA,0,"4","3"
27,"1","1",5.391,0.5391,48,"35-65",14,159,1945,10,27173,710,"mixta",20303,"particular","turismo","diesel","H","gris","casado","mensual",0,1,"basico","presencial",0,2,0,2,5.391,0,10,0,"fin_estudio",0,NA,0,"1","1"
28,"1","1",7.98,0.798,36,"35-65",9,126,1622,1,24379,94,"rural",10130,"particular","turismo","gasolina","H","rojo","soltero","mensual",0,1,"basico","presencial",2,0,0,1,2.769,1,10,0,"fin_estudio",1081.22,540.61,1,"5","4"
29,"1","1",4.35,0.435,49,"35-65",19,67,1152,8,16003,279,"mixta",8958,"particular","turismo","diesel","M","rojo","casado","anual",0,1,"basico","telematico",0,1,0,0,4.35,0,10,0,"fin_estudio",0,NA,0,"2","2"
30,"1","1",9.606,0.9606,41,"35-65",15,135,2134,9,36732,86,"rural",9556,"comercial","furgoneta","diesel","M","rojo","casado","anual",0,1,"superior","telematico",0,4,1,1,9.606,0,10,0,"fin_estudio",0,NA,0,"1","1"
31,"1","1",2.851,0.2851,44,"35-65",25,55,874,5,25451,152,"mixta",21857,"particular","turismo","diesel","H","gris","soltero","anual",1,1,"superior","telematico",0,1,0,1,2.851,0,9.062,0,"fin_estudio",0,NA,0,"1","1"
32,"1","1",7.546,0.7546,35,"25-35",16,147,2242,8,46762,229,"mixta",16493,"comercial","turismo","diesel","M","negro","casado","anual",0,2,"medio","telefonico",0,0,0,1,7.546,0,10,0,"fin_estudio",0,NA,0,"1","1"
33,"1","1",3.095,0.3095,43,"35-65",18,144,2255,5,20802,161,"mixta",6300,"particular","turismo","gasolina","M","rojo","casado","mensual",1,1,"superior","presencial",2,1,1,4,1.748,1,3.095,1,"baja",3597.36,1798.68,1,"4","3"
34,"1","1",4.276,0.4276,59,"35-65",24,99,1242,8,38011,308,"mixta",11594,"particular","turismo","diesel","M","otro","casado","anual",1,2,"superior","presencial",0,1,0,0,4.276,0,4.9,0,"fin_estudio",0,NA,0,"1","1"
35,"1","1",5.455,0.5455,31,"25-35",11,125,1579,16,22735,402,"mixta",17543,"comercial","moto","gasolina","H","blanco","casado","mensual",1,1,"basico","presencial",0,2,0,5,5.455,0,10,0,"fin_estudio",0,NA,0,"1","1"
36,"1","1",1.887,0.1887,36,"35-65",12,100,1405,4,21856,224,"mixta",12150,"particular","turismo","gasolina","H","rojo","casado","anual",1,1,"superior","presencial",0,1,0,1,1.887,0,10,0,"fin_estudio",0,NA,0,"2","1"
37,"1","1",8.068,0.8068,62,"35-65",35,61,800,9,23079,322,"mixta",5135,"particular","turismo","diesel","H","otro","casado","mensual",0,2,"medio","presencial",0,3,0,2,8.068,0,10,0,"fin_estudio",0,NA,0,"1","1"
38,"1","1",2.421,0.2421,18,"18-25",0,131,1603,8,25046,567,"mixta",13443,"particular","moto","gasolina","H","negro","soltero","anual",0,1,"basico","presencial",2,2,0,4,0.544,1,4.462,0,"fin_estudio",5309.3,2654.65,1,"5","4"
39,"1","1",5.328,0.5328,54,"35-65",22,89,1596,14,27356,588,"mixta",12233,"particular","turismo","gasolina","H","gris","otro","anual",0,2,"superior","presencial",5,2,0,0,0.443,1,5.92,0,"fin_estudio",7404.02,1480.8,1,"5","5"
40,"1","1",9.577,0.9577,24,"18-25",3,163,2233,14,21107,350,"mixta",26540,"particular","turismo","diesel","H","rojo","casado","mensual",0,1,"medio","presencial",0,9,0,3,9.577,0,10,0,"fin_estudio",0,NA,0,"1","1"
41,"1","1",1.587,0.1587,48,"35-65",28,125,2043,6,23447,217,"mixta",15212,"comercial","turismo","gasolina","M","rojo","casado","anual",0,3,"medio","presencial",0,0,0,0,1.587,0,1.587,1,"baja",0,NA,0,"2","2"
42,"1","1",2.932,0.2932,24,"18-25",3,115,1889,16,9970,421,"mixta",8304,"comercial","turismo","diesel","H","rojo","soltero","anual",1,1,"medio","telefonico",0,2,0,0,2.932,0,10,0,"fin_estudio",0,NA,0,"3","2"
43,"1","1",3.631,0.3631,52,"35-65",24,126,1863,6,28470,157,"mixta",12898,"comercial","turismo","diesel","M","blanco","soltero","anual",1,2,"basico","presencial",3,0,0,3,1.566,1,3.631,1,"baja",5385.88,1795.29,1,"5","4"
44,"1","1",2.216,0.2216,51,"35-65",13,71,971,9,30965,76,"rural",17638,"particular","turismo","diesel","M","rojo","soltero","mensual",1,2,"basico","presencial",0,0,0,0,2.216,0,2.216,1,"baja",0,NA,0,"2","2"
45,"1","1",3.225,0.3225,51,"35-65",28,56,954,7,8101,390,"mixta",9722,"particular","turismo","gasolina","M","blanco","casado","mensual",0,1,"medio","presencial",0,2,0,0,3.225,0,9.644,0,"fin_estudio",0,NA,0,"2","2"
46,"1","1",1.672,0.1672,62,"35-65",32,129,1974,12,15607,725,"mixta",2976,"particular","turismo","gasolina","M","otro","casado","anual",1,3,"superior","presencial",0,0,0,1,1.672,0,10,0,"fin_estudio",0,NA,0,"2","1"
47,"1","1",2.953,0.2953,75,"65+",38,138,2266,5,21024,318,"mixta",10691,"particular","turismo","gasolina","M","rojo","casado","mensual",0,1,"medio","presencial",2,3,0,3,0.791,1,10,0,"fin_estudio",3085.5,1542.75,1,"4","4"
48,"1","1",1.225,0.1225,68,"65+",37,174,2862,0,23835,66,"rural",16583,"particular","furgoneta","diesel","H","rojo","otro","anual",0,3,"medio","telematico",0,0,0,0,1.225,0,1.225,1,"baja",0,NA,0,"1","1"
49,"1","1",2.634,0.2634,52,"35-65",15,77,1140,9,20388,926,"mixta",14719,"particular","turismo","gasolina","M","blanco","casado","mensual",1,1,"superior","telefonico",0,1,0,2,2.634,0,2.634,1,"baja",0,NA,0,"2","2"
50,"1","1",2.767,0.2767,40,"35-65",9,179,2655,3,29341,448,"mixta",11429,"particular","turismo","diesel","H","gris","casado","anual",0,1,"medio","telefonico",0,1,0,0,2.767,0,4.476,0,"fin_estudio",0,NA,0,"3","2"
51,"1","1",1.228,0.1228,21,"18-25",1,211,3111,3,46253,208,"mixta",10912,"comercial","furgoneta","gasolina","M","gris","casado","mensual",0,1,"superior","presencial",0,0,0,0,1.228,0,1.228,1,"baja",0,NA,0,"4","3"
52,"1","1",4.104,0.4104,61,"35-65",35,144,2292,12,38582,281,"mixta",25316,"particular","turismo","diesel","H","otro","casado","anual",0,3,"medio","presencial",1,1,0,1,2.686,1,10,0,"fin_estudio",3378.37,3378.37,1,"2","2"
53,"1","1",2.145,0.2145,55,"35-65",24,74,1142,4,25945,74,"rural",25309,"particular","furgoneta","gasolina","M","negro","soltero","mensual",0,1,"basico","telematico",0,0,0,1,2.145,0,3.061,0,"fin_estudio",0,NA,0,"3","3"
54,"1","1",1.236,0.1236,42,"35-65",21,105,1328,21,30416,155,"mixta",13922,"particular","turismo","gasolina","M","blanco","soltero","anual",0,1,"basico","telefonico",0,0,0,0,1.236,0,2.933,0,"fin_estudio",0,NA,0,"4","4"
55,"1","1",8.441,0.8441,55,"35-65",30,142,1930,8,31594,570,"mixta",9025,"comercial","turismo","gasolina","H","blanco","soltero","anual",1,1,"superior","presencial",2,1,0,0,1.894,1,8.441,1,"baja",7466.94,3733.47,1,"2","1"
56,"1","1",3.529,0.3529,42,"35-65",13,118,2015,10,27446,513,"mixta",8551,"particular","turismo","gasolina","H","negro","casado","anual",0,2,"superior","presencial",1,0,0,2,3.462,1,3.529,1,"baja",795.44,795.44,1,"1","2"
57,"1","1",2.05,0.205,52,"35-65",32,88,1360,10,15505,466,"mixta",21374,"particular","turismo","gasolina","H","otro","casado","anual",0,1,"medio","telematico",0,0,0,0,2.05,0,2.05,1,"baja",0,NA,0,"1","1"
58,"1","1",1.176,0.1176,55,"35-65",23,119,1676,3,24065,330,"mixta",11404,"comercial","turismo","gasolina","H","gris","casado","anual",0,1,"medio","telefonico",0,0,0,0,1.176,0,10,0,"fin_estudio",0,NA,0,"2","2"
59,"1","1",4.543,0.4543,32,"25-35",11,97,1248,12,21641,779,"mixta",10428,"particular","turismo","diesel","H","blanco","soltero","anual",0,2,"medio","presencial",3,3,0,0,0.123,1,4.543,1,"baja",4138.05,1379.35,1,"4","5"
