"id","centro","x1","x2","periodo","y"
1,"1",0.528246571073184,1,"1",0
1,"1",0.528246571073184,1,"2",0
1,"1",0.528246571073184,1,"3",0
1,"1",0.528246571073184,1,"4",0
1,"1",0.528246571073184,1,"5",0
2,"1",-0.627600974840819,1,"1",0
2,"1",-0.627600974840819,1,"2",0
2,"1",-0.627600974840819,1,"3",0
3,"1",0.173257049694249,0,"1",0
3,"1",0.173257049694249,0,"2",0
3,"1",0.173257049694249,0,"3",0
4,"1",-0.533822943699768,1,"1",0
4,"1",-0.533822943699768,1,"2",0
4,"1",-0.533822943699768,1,"3",0
4,"1",-0.533822943699768,1,"4",0
4,"1",-0.533822943699768,1,"5",0
5,"1",-0.616051514651853,1,"1",0
5,"1",-0.616051514651853,1,"2",0
5,"1",-0.616051514651853,1,"3",0
6,"1",-1.42965064491642,1,"1",0
6,"1",-1.42965064491642,1,"2",0
6,"1",-1.42965064491642,1,"3",0
6,"1",-1.42965064491642,1,"4",0
6,"1",-1.42965064491642,1,"5",0
7,"1",1.34725076741361,0,"1",1
8,"1",-0.0486777255709663,1,"1",0
8,"1",-0.0486777255709663,1,"2",0
8,"1",-0.0486777255709663,1,"3",0
8,"1",-0.0486777255709663,1,"4",0
9,"1",0.8176376289807,1,"1",0
9,"1",0.8176376289807,1,"2",0
9,"1",0.8176376289807,1,"3",1
10,"1",0.124692595299951,0,"1",0
10,"1",0.124692595299951,0,"2",0
10,"1",0.124692595299951,0,"3",1
11,"1",1.7706449724616,0,"1",0
11,"1",1.7706449724616,0,"2",1
12,"1",0.352529050299567,0,"1",0
12,"1",0.352529050299567,0,"2",0
12,"1",0.352529050299567,0,"3",0
12,"1",0.352529050299567,0,"4",0
12,"1",0.352529050299567,0,"5",0
13,"1",1.24064899020868,0,"1",0
13,"1",1.24064899020868,0,"2",0
13,"1",1.24064899020868,0,"3",0
13,"1",1.24064899020868,0,"4",0
13,"1",1.24064899020868,0,"5",0
14,"1",-0.0666820133613207,0,"1",0
14,"1",-0.0666820133613207,0,"2",0
14,"1",-0.0666820133613207,0,"3",0
15,"1",-0.0605470361816106,0,"1",0
15,"1",-0.0605470361816106,0,"2",0
15,"1",-0.0605470361816106,0,"3",0
16,"1",1.99952528211491,0,"1",1
17,"1",-0.0427850895861763,0,"1",0
17,"1",-0.0427850895861763,0,"2",0
17,"1",-0.0427850895861763,0,"3",0
18,"1",0.402266960732229,1,"1",0
18,"1",0.402266960732229,1,"2",0
18,"1",0.402266960732229,1,"3",0
19,"1",-0.700346751202907,1,"1",0
19,"1",-0.700346751202907,1,"2",0
19,"1",-0.700346751202907,1,"3",0
19,"1",-0.700346751202907,1,"4",0
19,"1",-0.700346751202907,1,"5",0
20,"1",1.47365805581921,0,"1",0
20,"1",1.47365805581921,0,"2",0
20,"1",1.47365805581921,0,"3",0
20,"1",1.47365805581921,0,"4",0
21,"1",0.671324266374902,0,"1",0
21,"1",0.671324266374902,0,"2",0
21,"1",0.671324266374902,0,"3",1
22,"1",0.314899443239071,1,"1",0
22,"1",0.314899443239071,1,"2",0
22,"1",0.314899443239071,1,"3",1
23,"1",-1.75972299380947,0,"1",0
23,"1",-1.75972299380947,0,"2",0
23,"1",-1.75972299380947,0,"3",0
23,"1",-1.75972299380947,0,"4",0
24,"1",-0.678883098246895,0,"1",0
24,"1",-0.678883098246895,0,"2",0
24,"1",-0.678883098246895,0,"3",0
25,"1",1.08069234735774,0,"1",0
25,"1",1.08069234735774,0,"2",0
25,"1",1.08069234735774,0,"3",0
26,"1",-0.412998752548449,0,"1",0
26,"1",-0.412998752548449,0,"2",0
26,"1",-0.412998752548449,0,"3",1
27,"1",2.21114846072671,1,"1",0
27,"1",2.21114846072671,1,"2",1
28,"1",1.46760633270115,0,"1",0
28,"1",1.46760633270115,0,"2",0
28,"1",1.46760633270115,0,"3",0
28,"1",1.46760633270115,0,"4",1
29,"1",-0.388135498153246,1,"1",0
29,"1",-0.388135498153246,1,"2",0
29,"1",-0.388135498153246,1,"3",0
29,"1",-0.388135498153246,1,"4",0
29,"1",-0.388135498153246,1,"5",0
29,"1",-0.388135498153246,1,"6",0
30,"1",0.480225192506283,0,"1",0
30,"1",0.480225192506283,0,"2",0
30,"1",0.480225192506283,0,"3",0
30,"1",0.480225192506283,0,"4",0
30,"1",0.480225192506283,0,"5",0
30,"1",0.480225192506283,0,"6",0
31,"1",0.0967432688906079,0,"1",0
31,"1",0.0967432688906079,0,"2",0
31,"1",0.0967432688906079,0,"3",0
31,"1",0.0967432688906079,0,"4",1
32,"1",0.401792907766428,1,"1",0
32,"1",0.401792907766428,1,"2",0
32,"1",0.401792907766428,1,"3",1
33,"1",0.829094536987616,1,"1",0
33,"1",0.829094536987616,1,"2",0
33,"1",0.829094536987616,1,"3",1
34,"1",-0.456834473062873,1,"1",0
34,"1",-0.456834473062873,1,"2",0
34,"1",-0.456834473062873,1,"3",0
34,"1",-0.456834473062873,1,"4",0
34,"1",-0.456834473062873,1,"5",0
35,"1",0.382153175467409,1,"1",0
35,"1",0.382153175467409,1,"2",0
35,"1",0.382153175467409,1,"3",0
35,"1",0.382153175467409,1,"4",0
36,"1",1.01210529846513,1,"1",0
36,"1",1.01210529846513,1,"2",1
37,"1",0.347636077891169,1,"1",0
37,"1",0.347636077891169,1,"2",0
37,"1",0.347636077891169,1,"3",0
37,"1",0.347636077891169,1,"4",0
37,"1",0.347636077891169,1,"5",0
38,"1",-1.08585292556429,0,"1",0
38,"1",-1.08585292556429,0,"2",0
38,"1",-1.08585292556429,0,"3",0
38,"1",-1.08585292556429,0,"4",0
38,"1",-1.08585292556429,0,"5",0
38,"1",-1.08585292556429,0,"6",0
39,"1",1.57033808519762,1,"1",0
39,"1",1.57033808519762,1,"2",0
39,"1",1.57033808519762,1,"3",0
39,"1",1.57033808519762,1,"4",0
40,"1",1.93203186832895,0,"1",1
41,"1",-0.864509594125534,0,"1",0
41,"1",-0.864509594125534,0,"2",0
41,"1",-0.864509594125534,0,"3",0
41,"1",-0.864509594125534,0,"4",0
41,"1",-0.864509594125534,0,"5",0
42,"1",-0.849637038779475,1,"1",0
42,"1",-0.849637038779475,1,"2",0
42,"1",-0.849637038779475,1,"3",0
42,"1",-0.849637038779475,1,"4",0
43,"1",0.124204571377676,1,"1",0
43,"1",0.124204571377676,1,"2",0
43,"1",0.124204571377676,1,"3",0
43,"1",0.124204571377676,1,"4",0
43,"1",0.124204571377676,1,"5",0
44,"1",0.762333706069415,1,"1",0
44,"1",0.762333706069415,1,"2",0
44,"1",0.762333706069415,1,"3",0
44,"1",0.762333706069415,1,"4",0
45,"1",-0.391269291195172,0,"1",0
45,"1",-0.391269291195172,0,"2",0
