"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",3.155,0.3155,22,"18-25",2,165,2781,6,36175,47,"rural",13409,"particular","furgoneta","gasolina","H","rojo","casado","mensual",0,1,"medio","telefonico",2,1,0,2,0.744,1,3.155,1,"baja",10812.01,5406,1,"5","5"
2,"1","1",9.711,0.9711,20,"18-25",1,97,1359,8,29392,113,"rural",18880,"particular","turismo","gasolina","H","blanco","casado","anual",0,1,"superior","presencial",1,2,0,5,6.473,1,10,0,"fin_estudio",3182.71,3182.71,1,"3","3"
3,"1","1",1.956,0.1956,58,"35-65",39,143,2361,10,36724,833,"mixta",30217,"particular","turismo","diesel","H","rojo","soltero","anual",1,1,"basico","telefonico",0,1,0,0,1.956,0,1.956,1,"baja",0,NA,0,"2","1"
4,"1","1",2.319,0.2319,40,"35-65",16,139,1702,6,35779,231,"mixta",8525,"particular","turismo","diesel","H","otro","casado","mensual",1,1,"basico","presencial",0,1,0,0,2.319,0,8.08,0,"fin_estudio",0,NA,0,"2","1"
5,"1","1",5.239,0.5239,52,"35-65",32,122,1901,2,30319,1091,"urbana",12831,"particular","moto","gasolina","M","blanco","otro","mensual",1,1,"basico","telematico",0,3,0,2,5.239,0,7.154,0,"fin_estudio",0,NA,0,"3","2"
6,"1","1",1.448,0.1448,47,"35-65",24,132,1781,0,33616,825,"mixta",14166,"particular","moto","gasolina","H","otro","otro","mensual",0,1,"medio","presencial",1,0,0,0,1.315,1,1.448,1,"baja",9230.59,9230.59,1,"3","4"
7,"1","1",8.15,0.815,52,"35-65",20,96,1488,5,15434,807,"mixta",9223,"particular","turismo","gasolina","M","negro","casado","mensual",1,1,"basico","telefonico",1,3,0,1,1.43,1,10,0,"fin_estudio",2242.14,2242.14,1,"4","4"
8,"1","1",4.835,0.4835,48,"35-65",19,81,1354,0,32216,696,"mixta",13001,"particular","turismo","diesel","H","negro","soltero","anual",1,1,"basico","telefonico",0,0,0,2,4.835,0,4.835,1,"baja",0,NA,0,"3","3"
9,"1","1",2.397,0.2397,44,"35-65",15,146,1803,3,39558,41,"rural",16381,"particular","moto","gasolina","M","otro","soltero","mensual",0,1,"superior","telefonico",0,0,0,1,2.397,0,5.664,0,"fin_estudio",0,NA,0,"1","1"
10,"1","1",8.2,0.82,36,"35-65",7,91,1112,0,17605,1328,"urbana",13546,"particular","turismo","gasolina","H","negro","casado","mensual",0,2,"superior","telefonico",0,3,0,2,8.2,0,10,0,"fin_estudio",0,NA,0,"1","1"
11,"1","1",2.357,0.2357,50,"35-65",13,75,1107,16,25554,70,"rural",12769,"particular","turismo","diesel","M","blanco","soltero","anual",1,1,"medio","presencial",0,1,0,1,2.357,0,2.357,1,"baja",0,NA,0,"3","3"
12,"1","1",3.553,0.3553,29,"25-35",7,177,2941,6,25376,327,"mixta",14418,"particular","turismo","gasolina","M","gris","otro","mensual",0,3,"basico","telematico",0,0,1,1,3.553,0,10,0,"fin_estudio",0,NA,0,"2","1"
13,"1","1",5.046,0.5046,18,"18-25",0,86,1545,20,35280,371,"mixta",17996,"particular","moto","gasolina","H","blanco","otro","anual",0,2,"basico","telematico",0,1,0,3,5.046,0,10,0,"fin_estudio",0,NA,0,"1","1"
