"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,1,22,6,1
1,2,1,2,1,0,23,7,1
1,3,2,3,1,1,24,8,1
1,4,3,3.155,0.155,0,25,9,1
2,1,0,1,1,0,20,8,1
2,2,1,2,1,0,21,9,1
2,3,2,3,1,0,22,10,1
2,4,3,4,1,0,23,11,1
2,5,4,5,1,0,24,12,1
2,6,5,6,1,0,25,13,1
2,7,6,7,1,1,26,14,1
2,8,7,8,1,0,27,15,1
2,9,8,9,1,0,28,16,1
2,10,9,9.711,0.711,0,29,17,1
3,1,0,1,1,0,58,10,1
3,2,1,1.956,0.956,0,59,11,1
4,1,0,1,1,0,40,6,1
4,2,1,2,1,0,41,7,1
4,3,2,2.319,0.319,0,42,8,1
5,1,0,1,1,0,52,2,1
5,2,1,2,1,0,53,3,1
5,3,2,3,1,0,54,4,1
5,4,3,4,1,0,55,5,1
5,5,4,5,1,0,56,6,1
5,6,5,5.239,0.239,0,57,7,1
6,1,0,1,1,0,47,0,1
6,2,1,1.448,0.448,1,48,1,1
7,1,0,1,1,0,52,5,1
7,2,1,2,1,1,53,6,1
7,3,2,3,1,0,54,7,1
7,4,3,4,1,0,55,8,1
7,5,4,5,1,0,56,9,1
7,6,5,6,1,0,57,10,1
7,7,6,7,1,0,58,11,1
7,8,7,8,1,0,59,12,1
7,9,8,8.15,0.15,0,60,13,1
8,1,0,1,1,0,48,0,1
8,2,1,2,1,0,49,1,1
8,3,2,3,1,0,50,2,1
8,4,3,4,1,0,51,3,1
8,5,4,4.835,0.835,0,52,4,1
9,1,0,1,1,0,44,3,1
9,2,1,2,1,0,45,4,1
9,3,2,2.397,0.397,0,46,5,1
10,1,0,1,1,0,36,0,1
10,2,1,2,1,0,37,1,1
10,3,2,3,1,0,38,2,1
10,4,3,4,1,0,39,3,1
10,5,4,5,1,0,40,4,1
10,6,5,6,1,0,41,5,1
10,7,6,7,1,0,42,6,1
10,8,7,8,1,0,43,7,1
10,9,8,8.2,0.2,0,44,8,1
11,1,0,1,1,0,50,16,1
11,2,1,2,1,0,51,17,1
11,3,2,2.357,0.357,0,52,18,1
12,1,0,1,1,0,29,6,1
12,2,1,2,1,0,30,7,1
12,3,2,3,1,0,31,8,1
12,4,3,3.553,0.553,0,32,9,1
13,1,0,1,1,0,18,20,1
13,2,1,2,1,0,19,21,1
13,3,2,3,1,0,20,22,1
13,4,3,4,1,0,21,23,1
13,5,4,5,1,0,22,24,1
13,6,5,5.046,0.046,0,23,25,1
14,1,0,1,1,0,36,12,1
14,2,1,2,1,0,37,13,1
14,3,2,3,1,0,38,14,1
14,4,3,4,1,0,39,15,1
14,5,4,5,1,0,40,16,1
14,6,5,6,1,0,41,17,1
14,7,6,6.743,0.743,1,42,18,1
15,1,0,1,1,0,53,5,1
15,2,1,2,1,0,54,6,1
15,3,2,2.487,0.487,0,55,7,1
16,1,0,1,1,0,51,0,1
16,2,1,2,1,0,52,1,1
16,3,2,2.554,0.554,0,53,2,1
17,1,0,1,1,0,67,13,1
17,2,1,1.451,0.451,0,68,14,1
18,1,0,0.192,0.192,0,39,18,1
19,1,0,1,1,0,51,3,1
19,2,1,1.821,0.821,0,52,4,1
20,1,0,1,1,0,60,4,1
20,2,1,2,1,1,61,5,1
20,3,2,3,1,0,62,6,1
20,4,3,3.204,0.204,0,63,7,1
21,1,0,1,1,0,71,3,1
21,2,1,2,1,0,72,4,1
21,3,2,2.178,0.178,0,73,5,1
22,1,0,1,1,0,40,13,1
22,2,1,2,1,0,41,14,1
22,3,2,3,1,0,42,15,1
22,4,3,4,1,0,43,16,1
22,5,4,5,1,0,44,17,1
22,6,5,6,1,0,45,18,1
22,7,6,6.681,0.681,0,46,19,1
23,1,0,1,1,0,34,7,1
23,2,1,2,1,0,35,8,1
23,3,2,2.486,0.486,0,36,9,1
24,1,0,1,1,0,58,12,1
24,2,1,2,1,0,59,13,1
24,3,2,2.867,0.867,0,60,14,1
25,1,0,1,1,0,59,12,1
25,2,1,2,1,1,60,13,1
25,3,2,3,1,0,61,14,1
25,4,3,3,0,0,62,15,1
26,1,0,0.92,0.92,0,33,10,1
27,1,0,1,1,0,31,14,1
27,2,1,2,1,0,32,15,1
27,3,2,3,1,0,33,16,1
27,4,3,4,1,0,34,17,1
27,5,4,4.474,0.474,0,35,18,1
28,1,0,1,1,0,63,10,1
28,2,1,1.684,0.684,0,64,11,1
29,1,0,1,1,0,44,6,1
29,2,1,2,1,0,45,7,1
29,3,2,3,1,0,46,8,1
29,4,3,4,1,0,47,9,1
29,5,4,5,1,0,48,10,1
29,6,5,5.212,0.212,0,49,11,1
30,1,0,1,1,0,69,5,1
30,2,1,2,1,0,70,6,1
30,3,2,3,1,0,71,7,1
30,4,3,4,1,0,72,8,1
30,5,4,5,1,0,73,9,1
30,6,5,6,1,0,74,10,1
30,7,6,7,1,0,75,11,1
30,8,7,8,1,0,76,12,1
30,9,8,8.26,0.26,0,77,13,1
31,1,0,1,1,0,58,5,1
31,2,1,2,1,0,59,6,1
31,3,2,3,1,0,60,7,1
31,4,3,3.403,0.403,0,61,8,1
32,1,0,1,1,0,42,13,1
32,2,1,2,1,0,43,14,1
32,3,2,2.437,0.437,0,44,15,1
33,1,0,1,1,0,54,3,1
33,2,1,2,1,0,55,4,1
33,3,2,3,1,1,56,5,1
33,4,3,4,1,1,57,6,1
33,5,4,5,1,0,58,7,1
33,6,5,5.085,0.085,0,59,8,1
34,1,0,1,1,0,52,10,1
34,2,1,2,1,0,53,11,1
34,3,2,3,1,0,54,12,1
34,4,3,4,1,0,55,13,1
34,5,4,5,1,0,56,14,1
34,6,5,5.034,0.034,0,57,15,1
35,1,0,1,1,0,55,8,1
35,2,1,2,1,0,56,9,1
35,3,2,3,1,0,57,10,1
35,4,3,4,1,0,58,11,1
35,5,4,4.062,0.062,0,59,12,1
36,1,0,1,1,0,51,11,1
36,2,1,1.445,0.445,0,52,12,1
37,1,0,1,1,0,37,11,1
37,2,1,1.574,0.574,0,38,12,1
38,1,0,1,1,0,41,8,1
38,2,1,2,1,1,42,9,1
38,3,2,3,1,1,43,10,1
38,4,3,4,1,1,44,11,1
38,5,4,5,1,1,45,12,1
38,6,5,6,1,0,46,13,1
38,7,6,6.579,0.579,0,47,14,1
39,1,0,1,1,0,54,4,1
39,2,1,2,1,0,55,5,1
39,3,2,2.181,0.181,0,56,6,1
40,1,0,1,1,0,30,0,1
40,2,1,2,1,0,31,1,1
40,3,2,3,1,0,32,2,1
40,4,3,4,1,0,33,3,1
40,5,4,4.453,0.453,0,34,4,1
41,1,0,1,1,0,64,5,1
41,2,1,2,1,0,65,6,1
41,3,2,2.761,0.761,0,66,7,1
42,1,0,1,1,0,62,4,1
42,2,1,2,1,0,63,5,1
42,3,2,3,1,0,64,6,1
42,4,3,4,1,0,65,7,1
42,5,4,5,1,0,66,8,1
42,6,5,5.79,0.79,0,67,9,1
43,1,0,0.955,0.955,1,50,2,1
44,1,0,1,1,0,31,11,1
44,2,1,2,1,0,32,12,1
44,3,2,2.77,0.77,0,33,13,1
45,1,0,1,1,0,39,9,1
45,2,1,2,1,1,40,10,1
45,3,2,3,1,0,41,11,1
45,4,3,4,1,2,42,12,1
45,5,4,5,1,0,43,13,1
45,6,5,5.571,0.571,1,44,14,1
46,1,0,1,1,0,46,13,1
46,2,1,1.523,0.523,0,47,14,1
47,1,0,1,1,0,37,3,1
47,2,1,2,1,0,38,4,1
47,3,2,3,1,0,39,5,1
47,4,3,4,1,0,40,6,1
47,5,4,4.52,0.52,0,41,7,1
48,1,0,1,1,1,39,9,1
48,2,1,2,1,0,40,10,1
48,3,2,3,1,0,41,11,1
48,4,3,3.458,0.458,0,42,12,1
49,1,0,1,1,0,35,3,1
49,2,1,2,1,0,36,4,1
49,3,2,3,1,0,37,5,1
49,4,3,4,1,0,38,6,1
49,5,4,5,1,0,39,7,1
49,6,5,6,1,0,40,8,1
49,7,6,6.19,0.19,0,41,9,1
50,1,0,1,1,0,60,16,1
50,2,1,2,1,0,61,17,1
50,3,2,3,1,0,62,18,1
50,4,3,4,1,0,63,19,1
50,5,4,4.617,0.617,0,64,20,1
51,1,0,1,1,0,54,2,1
51,2,1,1.393,0.393,0,55,3,1
52,1,0,1,1,0,68,9,1
52,2,1,1.984,0.984,1,69,10,1
53,1,0,1,1,0,29,1,1
53,2,1,2,1,0,30,2,1
53,3,2,3,1,0,31,3,1
53,4,3,4,1,0,32,4,1
53,5,4,5,1,0,33,5,1
53,6,5,6,1,0,34,6,1
53,7,6,7,1,0,35,7,1
53,8,7,8,1,0,36,8,1
53,9,8,9,1,0,37,9,1
53,10,9,9.706,0.706,0,38,10,1
54,1,0,1,1,0,72,0,1
54,2,1,2,1,0,73,1,1
54,3,2,3,1,0,74,2,1
54,4,3,4,1,0,75,3,1
54,5,4,5,1,0,76,4,1
54,6,5,6,1,0,77,5,1
54,7,6,6.271,0.271,0,78,6,1
55,1,0,1,1,0,50,1,1
55,2,1,2,1,0,51,2,1
55,3,2,3,1,0,52,3,1
55,4,3,4,1,0,53,4,1
55,5,4,5,1,0,54,5,1
55,6,5,6,1,0,55,6,1
55,7,6,7,1,0,56,7,1
55,8,7,7.995,0.995,0,57,8,1
56,1,0,1,1,0,50,8,1
56,2,1,2,1,0,51,9,1
56,3,2,3,1,1,52,10,1
56,4,3,3.026,0.026,0,53,11,1
57,1,0,1,1,0,41,0,1
57,2,1,2,1,0,42,1,1
57,3,2,3,1,0,43,2,1
57,4,3,4,1,0,44,3,1
57,5,4,5,1,0,45,4,1
57,6,5,5.058,0.058,0,46,5,1
58,1,0,1,1,0,33,12,1
58,2,1,1.244,0.244,0,34,13,1
59,1,0,1,1,0,71,9,1
59,2,1,1.267,0.267,0,72,10,1
60,1,0,1,1,0,33,0,1
60,2,1,1.019,0.019,0,34,1,1
61,1,0,1,1,0,55,0,1
61,2,1,2,1,0,56,1,1
61,3,2,2.204,0.204,0,57,2,1
62,1,0,1,1,0,54,9,1
62,2,1,2,1,0,55,10,1
62,3,2,3,1,0,56,11,1
62,4,3,4,1,0,57,12,1
62,5,4,4.173,0.173,0,58,13,1
63,1,0,1,1,0,26,10,1
63,2,1,2,1,0,27,11,1
63,3,2,3,1,0,28,12,1
63,4,3,3.222,0.222,0,29,13,1
64,1,0,1,1,0,57,6,1
64,2,1,2,1,0,58,7,1
64,3,2,3,1,0,59,8,1
64,4,3,4,1,0,60,9,1
64,5,4,5,1,0,61,10,1
64,6,5,6,1,0,62,11,1
64,7,6,7,1,0,63,12,1
64,8,7,8,1,0,64,13,1
64,9,8,9,1,0,65,14,1
64,10,9,9.742,0.742,1,66,15,1
65,1,0,1,1,0,43,11,1
65,2,1,2,1,0,44,12,1
65,3,2,3,1,0,45,13,1
65,4,3,4,1,0,46,14,1
65,5,4,5,1,0,47,15,1
65,6,5,6,1,0,48,16,1
65,7,6,7,1,0,49,17,1
65,8,7,8,1,0,50,18,1
65,9,8,9,1,0,51,19,1
65,10,9,9.411,0.411,0,52,20,1
66,1,0,1,1,0,38,17,1
66,2,1,2,1,1,39,18,1
66,3,2,3,1,0,40,19,1
66,4,3,3.823,0.823,0,41,20,1
67,1,0,1,1,0,18,3,1
67,2,1,1.188,0.188,0,19,4,1
68,1,0,1,1,0,49,7,1
68,2,1,2,1,0,50,8,1
68,3,2,3,1,0,51,9,1
68,4,3,4,1,0,52,10,1
68,5,4,4.953,0.953,0,53,11,1
69,1,0,1,1,0,39,20,1
69,2,1,1.052,0.052,0,40,21,1
70,1,0,1,1,0,52,14,1
70,2,1,2,1,0,53,15,1
70,3,2,3,1,0,54,16,1
70,4,3,4,1,0,55,17,1
70,5,4,5,1,0,56,18,1
70,6,5,5.891,0.891,0,57,19,1
71,1,0,1,1,0,66,18,1
71,2,1,2,1,0,67,19,1
71,3,2,3,1,1,68,20,1
71,4,3,4,1,0,69,21,1
71,5,4,5,1,0,70,22,1
71,6,5,6,1,1,71,23,1
71,7,6,6.779,0.779,0,72,24,1
72,1,0,1,1,0,38,19,1
72,2,1,2,1,0,39,20,1
72,3,2,2.925,0.925,1,40,21,1
73,1,0,1,1,0,51,8,1
73,2,1,2,1,0,52,9,1
73,3,2,3,1,0,53,10,1
73,4,3,4,1,0,54,11,1
73,5,4,5,1,0,55,12,1
73,6,5,5.15,0.15,0,56,13,1
74,1,0,1,1,0,55,13,1
74,2,1,2,1,0,56,14,1
74,3,2,2.956,0.956,1,57,15,1
75,1,0,1,1,0,36,19,1
75,2,1,2,1,1,37,20,1
75,3,2,3,1,0,38,21,1
75,4,3,4,1,0,39,22,1
75,5,4,5,1,1,40,23,1
75,6,5,6,1,0,41,24,1
75,7,6,7,1,0,42,25,1
75,8,7,7.368,0.368,0,43,26,1
76,1,0,1,1,0,63,0,1
76,2,1,2,1,1,64,1,1
76,3,2,3,1,0,65,2,1
76,4,3,4,1,0,66,3,1
76,5,4,5,1,0,67,4,1
76,6,5,6,1,0,68,5,1
76,7,6,7,1,0,69,6,1
76,8,7,7.005,0.005,0,70,7,1
77,1,0,1,1,0,49,6,1
77,2,1,1.903,0.903,0,50,7,1
78,1,0,1,1,0,69,5,1
78,2,1,2,1,0,70,6,1
78,3,2,2.73,0.73,0,71,7,1
79,1,0,1,1,0,53,8,1
79,2,1,2,1,0,54,9,1
79,3,2,2.777,0.777,0,55,10,1
80,1,0,1,1,0,58,1,1
80,2,1,2,1,0,59,2,1
80,3,2,3,1,0,60,3,1
80,4,3,3.865,0.865,0,61,4,1
81,1,0,1,1,0,26,8,1
81,2,1,1.21,0.21,0,27,9,1
82,1,0,1,1,0,35,10,1
82,2,1,1.392,0.392,0,36,11,1
83,1,0,1,1,0,47,9,1
83,2,1,1.399,0.399,0,48,10,1
84,1,0,1,1,0,49,6,1
84,2,1,2,1,0,50,7,1
84,3,2,3,1,0,51,8,1
84,4,3,4,1,0,52,9,1
84,5,4,5,1,0,53,10,1
84,6,5,5.971,0.971,0,54,11,1
85,1,0,1,1,0,49,14,1
85,2,1,1.44,0.44,0,50,15,1
86,1,0,1,1,0,82,11,1
86,2,1,2,1,0,83,12,1
86,3,2,3,1,1,84,13,1
86,4,3,3.684,0.684,0,85,14,1
87,1,0,1,1,0,23,11,1
87,2,1,2,1,0,24,12,1
87,3,2,3,1,0,25,13,1
87,4,3,4,1,0,26,14,1
87,5,4,4.526,0.526,0,27,15,1
88,1,0,1,1,0,38,6,1
88,2,1,2,1,0,39,7,1
88,3,2,3,1,0,40,8,1
88,4,3,4,1,0,41,9,1
88,5,4,5,1,0,42,10,1
88,6,5,6,1,0,43,11,1
88,7,6,6.715,0.715,0,44,12,1
89,1,0,1,1,0,57,0,1
89,2,1,2,1,0,58,1,1
89,3,2,2.655,0.655,0,59,2,1
90,1,0,1,1,0,49,9,1
90,2,1,2,1,0,50,10,1
90,3,2,2.083,0.083,0,51,11,1
91,1,0,1,1,0,40,0,1
91,2,1,2,1,0,41,1,1
91,3,2,3,1,0,42,2,1
91,4,3,4,1,0,43,3,1
91,5,4,4.429,0.429,0,44,4,1
92,1,0,1,1,0,59,5,1
92,2,1,2,1,2,60,6,1
92,3,2,3,1,0,61,7,1
92,4,3,3.526,0.526,0,62,8,1
93,1,0,1,1,0,41,7,1
93,2,1,2,1,0,42,8,1
93,3,2,3,1,0,43,9,1
93,4,3,3.737,0.737,0,44,10,1
94,1,0,0.758,0.758,0,61,0,1
95,1,0,1,1,1,40,13,1
95,2,1,2,1,0,41,14,1
95,3,2,3,1,0,42,15,1
95,4,3,4,1,1,43,16,1
95,5,4,4.13,0.13,0,44,17,1
96,1,0,1,1,0,51,0,1
96,2,1,2,1,0,52,1,1
96,3,2,3,1,0,53,2,1
96,4,3,4,1,0,54,3,1
96,5,4,5,1,0,55,4,1
96,6,5,6,1,0,56,5,1
96,7,6,7,1,0,57,6,1
96,8,7,7.897,0.897,0,58,7,1
97,1,0,1,1,0,35,14,1
97,2,1,2,1,1,36,15,1
97,3,2,3,1,1,37,16,1
97,4,3,4,1,0,38,17,1
97,5,4,5,1,1,39,18,1
97,6,5,6,1,0,40,19,1
97,7,6,6.658,0.658,0,41,20,1
98,1,0,1,1,0,44,13,1
98,2,1,2,1,0,45,14,1
98,3,2,3,1,0,46,15,1
98,4,3,4,1,0,47,16,1
98,5,4,5,1,0,48,17,1
98,6,5,6,1,0,49,18,1
98,7,6,6.295,0.295,0,50,19,1
99,1,0,1,1,0,47,12,1
99,2,1,2,1,0,48,13,1
99,3,2,3,1,0,49,14,1
99,4,3,4,1,0,50,15,1
99,5,4,4.429,0.429,0,51,16,1
100,1,0,1,1,0,33,6,1
100,2,1,1.515,0.515,0,34,7,1
101,1,0,1,1,0,60,12,1
101,2,1,1.667,0.667,0,61,13,1
102,1,0,1,1,0,48,7,1
102,2,1,2,1,0,49,8,1
102,3,2,3,1,0,50,9,1
102,4,3,4,1,0,51,10,1
102,5,4,5,1,0,52,11,1
102,6,5,5.262,0.262,0,53,12,1
103,1,0,1,1,0,76,4,1
103,2,1,1.993,0.993,0,77,5,1
104,1,0,1,1,1,38,10,1
104,2,1,1.803,0.803,0,39,11,1
105,1,0,1,1,0,43,10,1
105,2,1,2,1,0,44,11,1
105,3,2,3,1,0,45,12,1
105,4,3,4,1,0,46,13,1
105,5,4,5,1,0,47,14,1
105,6,5,6,1,1,48,15,1
105,7,6,7,1,0,49,16,1
105,8,7,7.59,0.59,0,50,17,1
106,1,0,1,1,0,80,11,1
106,2,1,2,1,1,81,12,1
106,3,2,3,1,0,82,13,1
106,4,3,4,1,0,83,14,1
106,5,4,5,1,0,84,15,1
106,6,5,6,1,0,85,16,1
106,7,6,7,1,0,86,17,1
106,8,7,7.549,0.549,0,87,18,1
107,1,0,1,1,0,88,13,1
107,2,1,2,1,0,89,14,1
107,3,2,2.706,0.706,0,90,15,1
108,1,0,1,1,0,24,12,1
108,2,1,2,1,0,25,13,1
108,3,2,3,1,0,26,14,1
108,4,3,3.304,0.304,0,27,15,1
109,1,0,1,1,0,18,11,1
109,2,1,1.096,0.096,0,19,12,1
110,1,0,1,1,0,34,14,1
