"id_poliza","k","t_k","coste_k","anio"
3,1,0.7778,2275.72,1
3,2,0.8404,872.9,1
3,3,3.0899,1256.42,4
3,4,3.2717,1029.87,4
3,5,3.8706,1982.29,4
5,1,1.4684,1926.51,2
10,1,3.1225,428.34,4
11,1,2.62,2013.94,3
12,1,0.6834,4965.3,1
16,1,0.6564,2662.16,1
16,2,2.3437,2310.48,3
18,1,2.1383,2415.49,3
22,1,0.085,2567.2,1
26,1,4.5676,3966.24,5
26,2,5.8816,3105.7,6
27,1,3.509,1703.98,4
27,2,6.67,11041.06,7
31,1,4.6923,766.94,5
36,1,1.2835,695.25,2
36,2,1.8872,3269.94,2
40,1,1.4213,1897.46,2
40,2,3.8569,3228.21,4
41,1,1.4588,1912.82,2
41,2,5.4907,6919.87,6
43,1,0.4838,575.81,1
44,1,7.5078,1172.1,8
45,1,0.8543,5142.54,1
45,2,3.4541,1281.26,4
45,3,4.0601,481.32,5
46,1,6.1592,2645.19,7
52,1,5.501,3209.01,6
52,2,6.8664,335.65,7
53,1,2.9606,4225.21,3
55,1,0.2971,2575.15,1
55,2,0.4811,2617.33,1
55,3,0.5422,2597.35,1
55,4,1.4052,256.72,2
55,5,2.4065,3512.92,3
56,1,0.5309,3877.61,1
60,1,1.2287,2171.01,2
67,1,0.467,263.86,1
67,2,0.8187,2766.91,1
72,1,2.1249,1713.54,3
72,2,3.0542,254.57,4
72,3,5.1168,4095.24,6
73,1,1.9174,367.28,2
73,2,2.002,2556.83,3
73,3,3.2093,4180.68,4
73,4,3.6599,2038.93,4
76,1,1.3754,9817.67,2
76,2,5.1149,436.72,6
76,3,8.3134,1039.92,9
78,1,5.6494,528.77,6
79,1,0.9602,194.25,1
79,2,7.7367,1553.02,8
82,1,0.4182,1258.31,1
82,2,0.8806,8233.51,1
99,1,0.5746,1741.42,1
100,1,3.617,3392.8,4
104,1,5.1133,1803.47,6
104,2,5.2013,4600.98,6
104,3,6.5948,1218.51,7
104,4,7.8075,2770.27,8
105,1,1.5591,2139.3,2
105,2,3.3708,1380.66,4
105,3,4.0135,1957.95,5
105,4,4.3785,4443.96,5
109,1,3.4631,1326.32,4
109,2,3.581,713.85,4
110,1,1.9826,925.37,2
112,1,0.5342,1376.35,1
112,2,1.9239,2207.35,2
113,1,2.2793,694.99,3
114,1,3.2515,583,4
115,1,5.6414,282.78,6
117,1,0.7875,5406.01,1
117,2,1.9596,2149.26,2
118,1,6.5975,2675.39,7
122,1,4.874,312.56,5
124,1,0.3594,2549.72,1
124,2,1.4342,1645.27,2
132,1,2.0483,310.24,3
140,1,0.7013,3857.54,1
141,1,4.4892,2755.99,5
142,1,1.7407,925.24,2
142,2,2.6554,999.43,3
142,3,3.2248,640.95,4
142,4,5.0219,2022.81,6
144,1,5.2295,2778.72,6
145,1,1.9809,2990.75,2
149,1,6.0607,3038.5,7
149,2,7.0318,835.44,8
149,3,7.6618,3817.25,8
149,4,7.8419,484.4,8
149,5,8.3756,1679.68,9
152,1,0.523,5175.28,1
153,1,0.4,2570.42,1
155,1,1.1872,2606.22,2
163,1,4.3631,433.97,5
163,2,4.5088,7122.65,5
164,1,2.8707,460.87,3
168,1,0.607,803.7,1
172,1,2.8412,2568.65,3
172,2,5.1031,6755.67,6
174,1,0.7722,147.58,1
177,1,0.9335,995.98,1
177,2,1.2896,2136.98,2
177,3,2.6316,10962.36,3
179,1,0.5628,4108.89,1
182,1,5.4898,1204.88,6
182,2,5.9501,1113.25,6
185,1,0.1656,2237.12,1
185,2,1.2873,7781.31,2
185,3,1.9829,1923.21,2
185,4,2.0823,402.12,3
185,5,2.4989,1222.59,3
185,6,3.0196,449.21,4
185,7,4.3189,5027.98,5
186,1,4.744,885.54,5
188,1,4.9738,1676.99,5
191,1,1.0999,1701.08,2
198,1,1.5792,7459.26,2
198,2,1.6541,2087.52,2
