"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",3.564,0.3564,44,"35-65",22,119,1581,7,34786,120,"rural",36086,"particular","moto","diesel","H","blanco","casado","anual",0,1,"basico","presencial",0,4,1,3,3.564,0,3.564,1,"baja",0,NA,0,"1","1"
2,"1","1",3.291,0.3291,51,"35-65",33,131,2069,12,16795,159,"mixta",16976,"particular","turismo","diesel","H","negro","soltero","mensual",1,1,"superior","presencial",0,5,0,2,3.291,0,3.291,1,"baja",0,NA,0,"1","1"
3,"1","1",5.028,0.5028,30,"25-35",5,145,1871,3,19079,778,"mixta",7072,"particular","turismo","diesel","H","rojo","casado","anual",1,2,"superior","telefonico",5,0,0,1,0.778,1,5.028,1,"baja",7417.2,1483.44,1,"4","4"
4,"1","1",9.787,0.9787,38,"35-65",19,89,1399,12,12417,306,"mixta",10215,"particular","turismo","diesel","M","negro","casado","anual",0,1,"medio","telematico",0,4,0,3,9.787,0,10,0,"fin_estudio",0,NA,0,"1","1"
5,"1","1",2.614,0.2614,56,"35-65",27,65,835,5,24889,3964,"urbana",16630,"comercial","furgoneta","diesel","M","gris","soltero","anual",1,1,"superior","presencial",1,0,0,2,1.468,1,9.76,0,"fin_estudio",1926.51,1926.51,1,"3","3"
6,"1","1",1.076,0.1076,44,"35-65",18,83,1019,0,28587,63,"rural",11523,"comercial","turismo","diesel","H","rojo","casado","anual",0,2,"superior","presencial",0,1,0,1,1.076,0,8.34,0,"fin_estudio",0,NA,0,"1","1"
7,"1","1",1.086,0.1086,44,"35-65",16,93,1254,5,12280,197,"mixta",17857,"particular","turismo","gasolina","M","otro","casado","anual",1,1,"basico","presencial",0,0,0,1,1.086,0,7.053,0,"fin_estudio",0,NA,0,"1","1"
8,"1","1",2.649,0.2649,50,"35-65",20,102,1411,8,18664,136,"rural",10843,"particular","turismo","diesel","M","negro","otro","anual",0,2,"basico","presencial",0,2,0,1,2.649,0,7.151,0,"fin_estudio",0,NA,0,"3","3"
9,"1","1",1.242,0.1242,57,"35-65",30,114,1814,15,29936,323,"mixta",5038,"comercial","moto","gasolina","H","otro","casado","anual",0,1,"superior","telefonico",0,1,1,2,1.242,0,1.242,1,"baja",0,NA,0,"2","1"
10,"1","1",7.122,0.7122,26,"25-35",7,108,1401,1,24147,281,"mixta",11464,"particular","moto","gasolina","H","negro","soltero","mensual",0,2,"basico","presencial",1,2,1,4,3.122,1,10,0,"fin_estudio",428.34,428.34,1,"1","1"
