"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",2.793,0.2793,29,"25-35",11,139,2497,6,21668,2838,"urbana",8280,"particular","turismo","diesel","H","rojo","casado","anual",0,1,"medio","telefonico",0,0,0,2,2.793,0,2.793,1,"baja",0,NA,0,"2","2"
2,"1","1",6.515,0.6515,36,"35-65",18,74,1164,6,29168,254,"mixta",5005,"particular","turismo","diesel","M","blanco","casado","anual",0,2,"medio","telefonico",0,3,1,0,6.515,0,10,0,"fin_estudio",0,NA,0,"1","1"
3,"1","1",3.978,0.3978,73,"65+",50,100,1386,14,18215,280,"mixta",7057,"particular","turismo","diesel","M","otro","soltero","mensual",1,1,"medio","presencial",0,2,1,0,3.978,0,3.978,1,"baja",0,NA,0,"2","2"
4,"1","1",2.574,0.2574,53,"35-65",34,95,1654,1,32857,285,"mixta",17630,"particular","turismo","diesel","H","gris","soltero","mensual",0,2,"basico","telematico",0,2,0,0,2.574,0,3.718,0,"fin_estudio",0,NA,0,"2","1"
5,"1","1",5.559,0.5559,72,"65+",47,159,2851,12,28232,463,"mixta",26023,"comercial","turismo","diesel","M","otro","casado","anual",0,1,"basico","presencial",0,6,0,2,5.559,0,5.559,1,"baja",0,NA,0,"2","2"
6,"1","1",1.069,0.1069,46,"35-65",22,156,2300,9,36974,179,"mixta",32300,"particular","turismo","diesel","H","rojo","casado","mensual",0,2,"superior","telematico",0,0,0,0,1.069,0,1.069,1,"baja",0,NA,0,"1","1"
7,"1","1",3.335,0.3335,40,"35-65",12,134,1815,6,29267,63,"rural",17540,"particular","turismo","diesel","H","otro","otro","anual",0,1,"medio","presencial",0,2,0,0,3.335,0,3.335,1,"baja",0,NA,0,"2","2"
8,"1","1",6.807,0.6807,21,"18-25",1,134,1921,12,22603,323,"mixta",25502,"comercial","turismo","gasolina","H","otro","casado","mensual",0,2,"superior","presencial",0,7,1,2,6.807,0,9.547,0,"fin_estudio",0,NA,0,"1","1"
9,"1","1",7.683,0.7683,53,"35-65",26,88,1190,13,28699,116,"rural",14942,"comercial","turismo","diesel","M","blanco","otro","anual",0,1,"superior","telematico",3,3,1,2,1.891,1,10,0,"fin_estudio",7517.99,2506,1,"4","4"
10,"1","1",1.247,0.1247,32,"25-35",14,87,1243,9,29168,49,"rural",9268,"particular","moto","gasolina","H","blanco","casado","anual",0,1,"basico","telefonico",0,0,0,1,1.247,0,10,0,"fin_estudio",0,NA,0,"3","2"
11,"1","1",6.313,0.6313,33,"25-35",7,113,1920,9,25110,56,"rural",28853,"particular","moto","diesel","H","rojo","soltero","anual",0,1,"medio","presencial",0,5,1,3,6.313,0,9.082,0,"fin_estudio",0,NA,0,"1","1"
12,"1","1",0.877,0.0877,53,"35-65",30,108,1885,12,29213,293,"mixta",11740,"particular","furgoneta","gasolina","H","negro","casado","anual",1,2,"basico","presencial",0,1,0,0,0.877,0,0.877,1,"baja",0,NA,0,"4","4"
13,"1","1",7.56,0.756,37,"35-65",11,115,1706,12,34719,317,"mixta",15179,"particular","turismo","diesel","M","blanco","otro","anual",1,1,"superior","presencial",2,6,0,1,2.222,1,9.124,0,"fin_estudio",6833.85,3416.93,1,"4","4"
14,"1","1",4.68,0.468,40,"35-65",15,129,2234,17,20218,177,"mixta",4967,"particular","turismo","gasolina","M","gris","soltero","mensual",1,1,"superior","telematico",0,0,0,0,4.68,0,9.762,0,"fin_estudio",0,NA,0,"1","1"
15,"1","1",8.8,0.88,55,"35-65",17,151,1855,6,38768,883,"mixta",11892,"particular","turismo","gasolina","M","blanco","soltero","anual",0,1,"medio","telefonico",0,3,1,1,8.8,0,10,0,"fin_estudio",0,NA,0,"1","1"
16,"1","1",0.941,0.0941,23,"18-25",4,55,955,8,18003,290,"mixta",21850,"particular","turismo","gasolina","M","negro","casado","anual",0,1,"basico","presencial",0,0,0,0,0.941,0,0.941,1,"baja",0,NA,0,"2","2"
17,"1","1",2.164,0.2164,69,"65+",23,174,2538,12,28212,306,"mixta",7701,"particular","turismo","gasolina","H","gris","casado","anual",1,1,"basico","presencial",0,0,0,0,2.164,0,10,0,"fin_estudio",0,NA,0,"1","1"
18,"1","1",4.472,0.4472,33,"25-35",8,140,2088,13,19096,302,"mixta",13803,"particular","turismo","gasolina","M","blanco","casado","anual",1,2,"superior","presencial",3,3,0,0,2.874,1,6.118,0,"fin_estudio",2395.4,798.47,1,"5","5"
19,"1","1",6.718,0.6718,44,"35-65",16,99,1474,10,18463,381,"mixta",18045,"particular","turismo","diesel","H","rojo","soltero","anual",1,2,"medio","presencial",0,5,2,1,6.718,0,6.718,1,"baja",0,NA,0,"1","1"
20,"1","1",6.608,0.6608,56,"35-65",18,67,1041,6,15649,1584,"urbana",13192,"particular","turismo","diesel","M","otro","soltero","mensual",0,2,"basico","presencial",1,3,0,2,0.637,1,10,0,"fin_estudio",709.11,709.11,1,"4","3"
21,"1","1",8.591,0.8591,36,"35-65",14,165,2409,7,31228,421,"mixta",9991,"comercial","moto","gasolina","H","otro","otro","mensual",1,1,"medio","presencial",1,5,2,7,6.674,1,10,0,"fin_estudio",1911.46,1911.46,1,"2","1"
22,"1","1",7.535,0.7535,36,"35-65",14,129,1561,4,29748,407,"mixta",8881,"particular","turismo","gasolina","H","negro","casado","mensual",0,2,"superior","telefonico",1,3,2,2,5.627,1,10,0,"fin_estudio",1750.96,1750.96,1,"3","3"
23,"1","1",8.246,0.8246,48,"35-65",26,55,800,17,32869,41,"rural",10482,"particular","moto","gasolina","M","otro","casado","anual",1,3,"basico","presencial",0,2,1,3,8.246,0,8.246,1,"baja",0,NA,0,"1","1"
24,"1","1",1.601,0.1601,36,"35-65",14,125,1755,10,31689,429,"mixta",11549,"particular","turismo","gasolina","M","rojo","soltero","anual",0,1,"basico","telefonico",0,2,1,2,1.601,0,2.087,0,"fin_estudio",0,NA,0,"3","2"
25,"1","1",2.465,0.2465,52,"35-65",12,143,1769,11,30297,549,"mixta",34374,"particular","furgoneta","diesel","M","rojo","soltero","mensual",1,1,"superior","telefonico",1,1,0,1,1.41,1,10,0,"fin_estudio",3456.6,3456.6,1,"2","2"
26,"1","1",5.159,0.5159,42,"35-65",11,179,2479,10,19159,459,"mixta",6274,"particular","moto","gasolina","H","rojo","soltero","mensual",0,3,"medio","presencial",0,1,0,1,5.159,0,5.159,1,"baja",0,NA,0,"2","1"
27,"1","1",2.442,0.2442,63,"35-65",25,105,1474,7,25625,41,"rural",15561,"particular","turismo","gasolina","M","gris","casado","mensual",0,1,"basico","presencial",0,0,0,1,2.442,0,5.12,0,"fin_estudio",0,NA,0,"3","3"
28,"1","1",3.555,0.3555,30,"25-35",7,70,1028,3,23044,77,"rural",11199,"particular","moto","gasolina","H","gris","soltero","mensual",1,1,"superior","telefonico",0,0,0,2,3.555,0,3.808,0,"fin_estudio",0,NA,0,"1","1"
29,"1","1",7.526,0.7526,36,"35-65",15,115,2039,11,31262,909,"mixta",5609,"particular","turismo","diesel","M","otro","otro","anual",1,1,"superior","presencial",1,2,0,2,1.813,1,7.526,1,"baja",145.25,145.25,1,"3","2"
30,"1","1",9.033,0.9033,67,"65+",35,89,1398,3,19951,14,"rural",7378,"particular","turismo","diesel","M","rojo","soltero","anual",0,1,"medio","presencial",0,3,0,7,9.033,0,10,0,"fin_estudio",0,NA,0,"1","1"
31,"1","1",0.249,0.0249,53,"35-65",14,155,2260,15,40603,329,"mixta",6280,"particular","turismo","diesel","M","otro","casado","mensual",0,4,"medio","telematico",0,0,0,0,0.249,0,0.249,1,"baja",0,NA,0,"2","2"
32,"1","1",4.547,0.4547,24,"18-25",4,59,979,1,23338,615,"mixta",10199,"particular","turismo","gasolina","H","blanco","casado","mensual",0,2,"superior","presencial",2,3,0,2,0.723,1,6.323,0,"fin_estudio",5591.14,2795.57,1,"4","3"
33,"1","1",5.023,0.5023,19,"18-25",1,90,1260,0,28863,248,"mixta",8143,"particular","turismo","gasolina","H","negro","soltero","anual",0,2,"medio","presencial",1,0,0,3,3.128,1,10,0,"fin_estudio",12176.72,12176.72,1,"3","2"
34,"1","1",1.179,0.1179,21,"18-25",1,122,2117,9,8582,63,"rural",14053,"particular","furgoneta","diesel","H","blanco","soltero","anual",0,1,"basico","presencial",0,1,0,1,1.179,0,8.523,0,"fin_estudio",0,NA,0,"4","3"
35,"1","1",1.194,0.1194,52,"35-65",32,55,800,1,32839,77,"rural",10640,"particular","turismo","diesel","H","blanco","casado","anual",0,2,"medio","telefonico",0,0,0,0,1.194,0,8.664,0,"fin_estudio",0,NA,0,"3","2"
36,"1","1",1.029,0.1029,54,"35-65",26,104,1637,8,15766,541,"mixta",9922,"particular","furgoneta","diesel","H","blanco","casado","anual",1,1,"basico","telefonico",0,0,0,1,1.029,0,3.378,0,"fin_estudio",0,NA,0,"3","2"
37,"1","1",4.18,0.418,23,"18-25",4,60,819,11,29268,556,"mixta",10126,"particular","turismo","gasolina","H","rojo","otro","anual",0,1,"basico","telematico",5,2,0,1,0.603,1,10,0,"fin_estudio",14996.59,2999.32,1,"5","4"
38,"1","1",2.896,0.2896,55,"35-65",13,110,1511,8,22943,362,"mixta",12674,"comercial","turismo","gasolina","H","blanco","casado","mensual",0,1,"medio","telematico",0,2,0,1,2.896,0,2.896,1,"baja",0,NA,0,"3","3"
39,"1","1",1.567,0.1567,66,"65+",36,162,2441,16,32370,122,"rural",16836,"particular","furgoneta","gasolina","M","blanco","casado","mensual",1,1,"medio","presencial",0,1,0,0,1.567,0,10,0,"fin_estudio",0,NA,0,"4","3"
40,"1","1",2.555,0.2555,52,"35-65",19,87,1134,8,40739,171,"mixta",8194,"particular","furgoneta","diesel","M","rojo","soltero","anual",1,1,"medio","telefonico",0,0,0,2,2.555,0,10,0,"fin_estudio",0,NA,0,"2","1"
41,"1","1",9.036,0.9036,38,"35-65",19,120,2130,6,13523,274,"mixta",14772,"comercial","moto","gasolina","H","rojo","soltero","mensual",0,1,"superior","telefonico",3,7,3,2,3.059,1,10,0,"fin_estudio",6485.54,2161.85,1,"2","2"
42,"1","1",1.514,0.1514,52,"35-65",23,97,1522,4,38216,27,"rural",14879,"particular","furgoneta","gasolina","M","otro","soltero","anual",0,2,"basico","presencial",0,0,0,0,1.514,0,6.396,0,"fin_estudio",0,NA,0,"2","1"
43,"1","1",5.14,0.514,44,"35-65",10,126,2257,12,21324,1072,"urbana",7579,"particular","turismo","diesel","M","negro","casado","mensual",0,2,"superior","presencial",0,2,0,1,5.14,0,5.14,1,"baja",0,NA,0,"1","1"
44,"1","1",3.28,0.328,35,"25-35",15,87,1296,6,42853,205,"mixta",14840,"particular","turismo","diesel","H","otro","otro","mensual",0,1,"superior","presencial",1,0,0,0,0.126,1,3.28,1,"baja",2293.78,2293.78,1,"4","4"
45,"1","1",2.213,0.2213,32,"25-35",11,70,976,9,29925,357,"mixta",18242,"comercial","turismo","diesel","M","gris","casado","mensual",0,1,"medio","telefonico",1,0,0,0,1.142,1,3.657,0,"fin_estudio",2816.8,2816.8,1,"5","5"
46,"1","1",2.222,0.2222,75,"65+",50,108,1732,16,26663,367,"mixta",15746,"particular","turismo","diesel","H","negro","casado","anual",0,1,"superior","presencial",0,3,0,1,2.222,0,3.835,0,"fin_estudio",0,NA,0,"4","4"
47,"1","1",3.576,0.3576,38,"35-65",14,100,1344,6,26789,161,"mixta",9428,"particular","turismo","diesel","H","negro","soltero","mensual",1,1,"medio","presencial",1,1,0,0,2.748,1,3.576,1,"baja",1814.63,1814.63,1,"3","3"
48,"1","1",5.461,0.5461,62,"35-65",32,55,849,13,26746,185,"mixta",10209,"particular","turismo","diesel","M","rojo","soltero","mensual",1,1,"basico","presencial",1,5,0,2,5.412,1,10,0,"fin_estudio",743.97,743.97,1,"1","2"
49,"1","1",3.339,0.3339,55,"35-65",19,139,2457,8,22257,192,"mixta",18680,"particular","turismo","diesel","M","otro","otro","anual",1,2,"superior","presencial",1,1,1,1,2.323,1,3.628,0,"fin_estudio",1607.91,1607.91,1,"3","3"
50,"1","1",8.032,0.8032,71,"65+",42,117,2023,6,27490,418,"mixta",18431,"particular","turismo","diesel","M","otro","casado","mensual",1,2,"superior","presencial",0,5,3,1,8.032,0,10,0,"fin_estudio",0,NA,0,"1","1"
51,"1","1",0.963,0.0963,56,"35-65",27,73,1074,0,27769,46,"rural",18949,"particular","turismo","gasolina","H","otro","soltero","anual",1,1,"basico","telefonico",0,2,1,0,0.963,0,0.963,1,"baja",0,NA,0,"1","1"
52,"1","1",1.192,0.1192,37,"35-65",15,55,800,9,9218,1152,"urbana",15988,"particular","turismo","gasolina","M","otro","soltero","mensual",0,2,"medio","presencial",0,0,0,0,1.192,0,9.407,0,"fin_estudio",0,NA,0,"1","1"
53,"1","1",8.435,0.8435,60,"35-65",36,151,2397,13,27552,258,"mixta",4734,"particular","turismo","diesel","M","negro","otro","mensual",0,1,"basico","presencial",0,3,0,1,8.435,0,8.843,0,"fin_estudio",0,NA,0,"1","1"
54,"1","1",2.774,0.2774,42,"35-65",19,57,902,7,30056,98,"rural",9236,"comercial","moto","diesel","H","gris","casado","anual",0,1,"superior","presencial",0,1,0,0,2.774,0,2.774,1,"baja",0,NA,0,"2","1"
55,"1","1",2.352,0.2352,46,"35-65",12,170,2131,9,16956,717,"mixta",6410,"particular","turismo","diesel","M","rojo","soltero","mensual",1,1,"superior","presencial",0,0,2,0,2.352,0,2.352,1,"baja",0,NA,0,"1","1"
56,"1","1",3.72,0.372,18,"18-25",0,78,1208,0,22128,44,"rural",9068,"particular","turismo","diesel","H","rojo","soltero","mensual",0,1,"basico","telefonico",1,1,0,0,3.151,1,10,0,"fin_estudio",657.63,657.63,1,"2","3"
57,"1","1",8.955,0.8955,59,"35-65",17,103,1826,6,24519,6997,"urbana",9813,"particular","turismo","diesel","H","negro","casado","mensual",1,3,"medio","presencial",2,4,0,1,2.51,1,10,0,"fin_estudio",2272.17,1136.09,1,"1","1"
