"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,43,7,1
1,2,1,2,1,0,44,8,1
1,3,2,3,1,0,45,9,1
1,4,3,4,1,0,46,10,1
1,5,4,4.836,0.836,0,47,11,1
2,1,0,1,1,0,29,16,1
2,2,1,2,1,1,30,17,1
2,3,2,3,1,1,31,18,1
2,4,3,4,1,0,32,19,1
2,5,4,5,1,0,33,20,1
2,6,5,6,1,3,34,21,1
2,7,6,7,1,0,35,22,1
2,8,7,8,1,3,36,23,1
2,9,8,8.067,0.067,0,37,24,1
3,1,0,1,1,0,36,0,1
3,2,1,2,1,0,37,1,1
3,3,2,2.543,0.543,0,38,2,1
4,1,0,1,1,0,38,3,1
4,2,1,2,1,0,39,4,1
4,3,2,3,1,0,40,5,1
4,4,3,4,1,0,41,6,1
4,5,4,5,1,0,42,7,1
4,6,5,6,1,0,43,8,1
4,7,6,6.171,0.171,0,44,9,1
5,1,0,1,1,0,88,8,1
5,2,1,2,1,0,89,9,1
5,3,2,3,1,0,90,10,1
5,4,3,4,1,0,91,11,1
5,5,4,4.21,0.21,0,92,12,1
6,1,0,1,1,0,59,9,1
6,2,1,1.121,0.121,0,60,10,1
7,1,0,1,1,1,37,9,1
7,2,1,2,1,1,38,10,1
7,3,2,3,1,0,39,11,1
7,4,3,4,1,0,40,12,1
7,5,4,4.512,0.512,0,41,13,1
8,1,0,1,1,2,45,1,1
8,2,1,2,1,1,46,2,1
8,3,2,3,1,3,47,3,1
8,4,3,3.578,0.578,1,48,4,1
9,1,0,1,1,0,56,12,1
9,2,1,2,1,0,57,13,1
9,3,2,2.532,0.532,1,58,14,1
10,1,0,1,1,1,48,13,1
10,2,1,2,1,1,49,14,1
10,3,2,2.984,0.984,0,50,15,1
11,1,0,1,1,0,53,6,1
11,2,1,2,1,0,54,7,1
11,3,2,3,1,0,55,8,1
11,4,3,4,1,0,56,9,1
11,5,4,5,1,0,57,10,1
11,6,5,6,1,0,58,11,1
