"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",4.836,0.4836,43,"35-65",14,101,1353,7,29585,129,"rural",11989,"particular","turismo","gasolina","M","rojo","soltero","anual",0,1,"medio","telematico",0,1,2,1,4.836,0,8.617,0,"fin_estudio",0,NA,0,"4","4"
2,"1","1",8.067,0.8067,29,"25-35",10,136,2175,16,33187,829,"mixta",21314,"particular","turismo","gasolina","M","otro","casado","anual",1,1,"basico","presencial",8,5,0,4,1.587,1,10,0,"fin_estudio",47024.24,5878.03,1,"5","4"
3,"1","1",2.543,0.2543,36,"35-65",13,98,1473,0,19139,517,"mixta",20832,"particular","turismo","diesel","M","blanco","soltero","anual",1,1,"basico","telefonico",0,0,0,2,2.543,0,2.543,1,"baja",0,NA,0,"5","4"
4,"1","1",6.171,0.6171,38,"35-65",16,133,1604,3,29659,1439,"urbana",3625,"particular","turismo","gasolina","H","otro","casado","anual",0,2,"superior","presencial",0,2,0,2,6.171,0,7.296,0,"fin_estudio",0,NA,0,"1","1"
5,"1","1",4.21,0.421,88,"65+",30,97,1437,8,1500,266,"mixta",4550,"particular","turismo","diesel","M","rojo","soltero","anual",0,2,"medio","telematico",0,6,0,4,4.21,0,10,0,"fin_estudio",0,NA,0,"1","1"
6,"1","1",1.121,0.1121,59,"35-65",34,153,2563,9,19567,64,"rural",10038,"particular","turismo","diesel","M","blanco","soltero","anual",0,1,"basico","telematico",0,0,0,0,1.121,0,10,0,"fin_estudio",0,NA,0,"1","1"
7,"1","1",4.512,0.4512,37,"35-65",8,81,1449,9,37683,578,"mixta",4684,"particular","turismo","gasolina","M","negro","soltero","anual",0,1,"superior","presencial",2,1,0,0,0.294,1,5.675,0,"fin_estudio",3820.04,1910.02,1,"5","5"
8,"1","1",3.578,0.3578,45,"35-65",10,136,2088,1,38609,1595,"urbana",16501,"comercial","turismo","gasolina","H","negro","soltero","anual",1,1,"basico","presencial",7,7,2,3,0.431,1,3.578,1,"baja",25398.58,3628.37,1,"5","5"
9,"1","1",2.532,0.2532,56,"35-65",26,72,1185,12,27292,1166,"urbana",7308,"particular","turismo","gasolina","M","blanco","otro","mensual",1,1,"basico","presencial",1,0,0,1,2.052,1,2.532,1,"baja",1351.54,1351.54,1,"2","3"
10,"1","1",2.984,0.2984,48,"35-65",20,119,2057,13,31338,912,"mixta",19335,"particular","furgoneta","gasolina","M","gris","casado","anual",1,1,"superior","presencial",1,1,0,2,0.904,1,10,0,"fin_estudio",2056.78,2056.78,1,"2","1"
11,"1","1",7.613,0.7613,53,"35-65",28,106,1700,6,14866,26,"rural",8681,"particular","turismo","gasolina","H","gris","casado","anual",0,1,"medio","presencial",0,5,3,5,7.613,0,7.613,1,"baja",0,NA,0,"1","1"
12,"1","1",1.959,0.1959,44,"35-65",21,134,2161,5,30820,95,"rural",22329,"particular","turismo","diesel","H","gris","soltero","mensual",0,1,"basico","telematico",0,0,0,2,1.959,0,1.959,1,"baja",0,NA,0,"3","2"
13,"1","1",3.784,0.3784,51,"35-65",17,103,1420,12,31894,175,"mixta",10976,"particular","turismo","diesel","M","rojo","soltero","mensual",0,1,"basico","presencial",1,1,0,4,2.028,1,6.769,0,"fin_estudio",390.76,390.76,1,"3","3"
