"id_poliza","k","t_k","coste_k","anio"
9,1,1.891,4308.53,2
9,2,2.0638,2543.17,3
9,3,4.2281,666.29,5
13,1,2.2223,2750.05,3
13,2,6.4435,4083.8,7
18,1,2.874,242.76,3
18,2,3.1566,289.17,4
18,3,3.7907,1863.47,4
20,1,0.6374,709.11,1
21,1,6.6744,1911.46,7
22,1,5.6267,1750.96,6
25,1,1.4104,3456.6,2
29,1,1.8131,145.25,2
32,1,0.7226,4506.43,1
32,2,3.4623,1084.71,4
33,1,3.1279,12176.72,4
37,1,0.6031,4783.58,1
37,2,1.6312,2717.87,2
37,3,2.1121,6176.1,3
37,4,2.8615,1196.28,3
37,5,3.9542,122.76,4
41,1,3.0587,962.08,4
41,2,3.9074,3288.99,4
41,3,6.573,2234.47,7
44,1,0.1256,2293.78,1
45,1,1.1415,2816.8,2
47,1,2.7483,1814.63,3
48,1,5.412,743.97,6
49,1,2.3228,1607.91,3
56,1,3.1506,657.63,4
57,1,2.5102,356.59,3
57,2,3.9573,1915.58,4
59,1,1.6066,1513.7,2
59,2,3.0625,1110.8,4
59,3,3.1815,2167.51,4
66,1,2.2333,3352.89,3
66,2,2.9551,7049.07,3
66,3,5.0171,322.9,6
68,1,0.7665,2718.62,1
68,2,1.7265,2466.81,2
68,3,2.9774,358.71,3
69,1,5.9719,424.65,6
77,1,2.4799,900.62,3
79,1,0.5103,3516.94,1
83,1,3.5256,7889.48,4
85,1,1.7114,2906.88,2
85,2,1.9907,7329.1,2
96,1,4.4137,1195.67,5
97,1,0.7579,285.14,1
99,1,0.5581,2593.97,1
99,2,1.7744,561.77,2
104,1,1.5468,2713.31,2
105,1,0.2051,2214.66,1
105,2,1.4673,1934.02,2
105,3,1.6776,564.14,2
105,4,2.5588,1081.97,3
105,5,5.0405,1855.28,6
108,1,1.7148,1425.87,2
109,1,0.8156,631.04,1
110,1,1.4519,1167.82,2
115,1,0.7044,751.39,1
118,1,2.1332,1624.57,3
118,2,2.8874,3829.9,3
118,3,6.4723,805.44,7
