"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,29,6,1
1,2,1,2,1,0,30,7,1
1,3,2,2.793,0.793,0,31,8,1
2,1,0,1,1,0,36,6,1
2,2,1,2,1,0,37,7,1
2,3,2,3,1,0,38,8,1
2,4,3,4,1,0,39,9,1
2,5,4,5,1,0,40,10,1
2,6,5,6,1,0,41,11,1
2,7,6,6.515,0.515,0,42,12,1
3,1,0,1,1,0,73,14,1
3,2,1,2,1,0,74,15,1
3,3,2,3,1,0,75,16,1
3,4,3,3.978,0.978,0,76,17,1
4,1,0,1,1,0,53,1,1
4,2,1,2,1,0,54,2,1
4,3,2,2.574,0.574,0,55,3,1
5,1,0,1,1,0,72,12,1
5,2,1,2,1,0,73,13,1
5,3,2,3,1,0,74,14,1
5,4,3,4,1,0,75,15,1
5,5,4,5,1,0,76,16,1
5,6,5,5.559,0.559,0,77,17,1
6,1,0,1,1,0,46,9,1
6,2,1,1.069,0.069,0,47,10,1
7,1,0,1,1,0,40,6,1
7,2,1,2,1,0,41,7,1
7,3,2,3,1,0,42,8,1
7,4,3,3.335,0.335,0,43,9,1
8,1,0,1,1,0,21,12,1
8,2,1,2,1,0,22,13,1
8,3,2,3,1,0,23,14,1
8,4,3,4,1,0,24,15,1
8,5,4,5,1,0,25,16,1
8,6,5,6,1,0,26,17,1
8,7,6,6.807,0.807,0,27,18,1
9,1,0,1,1,0,53,13,1
9,2,1,2,1,1,54,14,1
9,3,2,3,1,1,55,15,1
9,4,3,4,1,0,56,16,1
9,5,4,5,1,1,57,17,1
9,6,5,6,1,0,58,18,1
9,7,6,7,1,0,59,19,1
9,8,7,7.683,0.683,0,60,20,1
10,1,0,1,1,0,32,9,1
10,2,1,1.247,0.247,0,33,10,1
11,1,0,1,1,0,33,9,1
11,2,1,2,1,0,34,10,1
11,3,2,3,1,0,35,11,1
11,4,3,4,1,0,36,12,1
11,5,4,5,1,0,37,13,1
11,6,5,6,1,0,38,14,1
11,7,6,6.313,0.313,0,39,15,1
12,1,0,0.877,0.877,0,53,12,1
13,1,0,1,1,0,37,12,1
13,2,1,2,1,0,38,13,1
13,3,2,3,1,1,39,14,1
13,4,3,4,1,0,40,15,1
13,5,4,5,1,0,41,16,1
13,6,5,6,1,0,42,17,1
13,7,6,7,1,1,43,18,1
13,8,7,7.56,0.56,0,44,19,1
14,1,0,1,1,0,40,17,1
14,2,1,2,1,0,41,18,1
14,3,2,3,1,0,42,19,1
14,4,3,4,1,0,43,20,1
14,5,4,4.68,0.68,0,44,21,1
15,1,0,1,1,0,55,6,1
15,2,1,2,1,0,56,7,1
15,3,2,3,1,0,57,8,1
15,4,3,4,1,0,58,9,1
15,5,4,5,1,0,59,10,1
15,6,5,6,1,0,60,11,1
15,7,6,7,1,0,61,12,1
15,8,7,8,1,0,62,13,1
15,9,8,8.8,0.8,0,63,14,1
16,1,0,0.941,0.941,0,23,8,1
17,1,0,1,1,0,69,12,1
17,2,1,2,1,0,70,13,1
17,3,2,2.164,0.164,0,71,14,1
18,1,0,1,1,0,33,13,1
18,2,1,2,1,0,34,14,1
18,3,2,3,1,1,35,15,1
18,4,3,4,1,2,36,16,1
18,5,4,4.472,0.472,0,37,17,1
19,1,0,1,1,0,44,10,1
19,2,1,2,1,0,45,11,1
19,3,2,3,1,0,46,12,1
19,4,3,4,1,0,47,13,1
19,5,4,5,1,0,48,14,1
19,6,5,6,1,0,49,15,1
19,7,6,6.718,0.718,0,50,16,1
20,1,0,1,1,1,56,6,1
20,2,1,2,1,0,57,7,1
20,3,2,3,1,0,58,8,1
20,4,3,4,1,0,59,9,1
20,5,4,5,1,0,60,10,1
20,6,5,6,1,0,61,11,1
20,7,6,6.608,0.608,0,62,12,1
21,1,0,1,1,0,36,7,1
21,2,1,2,1,0,37,8,1
21,3,2,3,1,0,38,9,1
21,4,3,4,1,0,39,10,1
21,5,4,5,1,0,40,11,1
21,6,5,6,1,0,41,12,1
21,7,6,7,1,1,42,13,1
21,8,7,8,1,0,43,14,1
21,9,8,8.591,0.591,0,44,15,1
22,1,0,1,1,0,36,4,1
22,2,1,2,1,0,37,5,1
22,3,2,3,1,0,38,6,1
22,4,3,4,1,0,39,7,1
22,5,4,5,1,0,40,8,1
22,6,5,6,1,1,41,9,1
22,7,6,7,1,0,42,10,1
22,8,7,7.535,0.535,0,43,11,1
23,1,0,1,1,0,48,17,1
23,2,1,2,1,0,49,18,1
23,3,2,3,1,0,50,19,1
23,4,3,4,1,0,51,20,1
23,5,4,5,1,0,52,21,1
23,6,5,6,1,0,53,22,1
23,7,6,7,1,0,54,23,1
23,8,7,8,1,0,55,24,1
23,9,8,8.246,0.246,0,56,25,1
24,1,0,1,1,0,36,10,1
24,2,1,1.601,0.601,0,37,11,1
25,1,0,1,1,0,52,11,1
25,2,1,2,1,1,53,12,1
25,3,2,2.465,0.465,0,54,13,1
26,1,0,1,1,0,42,10,1
26,2,1,2,1,0,43,11,1
26,3,2,3,1,0,44,12,1
26,4,3,4,1,0,45,13,1
26,5,4,5,1,0,46,14,1
26,6,5,5.159,0.159,0,47,15,1
27,1,0,1,1,0,63,7,1
27,2,1,2,1,0,64,8,1
27,3,2,2.442,0.442,0,65,9,1
28,1,0,1,1,0,30,3,1
28,2,1,2,1,0,31,4,1
28,3,2,3,1,0,32,5,1
28,4,3,3.555,0.555,0,33,6,1
29,1,0,1,1,0,36,11,1
29,2,1,2,1,1,37,12,1
29,3,2,3,1,0,38,13,1
29,4,3,4,1,0,39,14,1
29,5,4,5,1,0,40,15,1
29,6,5,6,1,0,41,16,1
29,7,6,7,1,0,42,17,1
29,8,7,7.526,0.526,0,43,18,1
30,1,0,1,1,0,67,3,1
30,2,1,2,1,0,68,4,1
30,3,2,3,1,0,69,5,1
30,4,3,4,1,0,70,6,1
30,5,4,5,1,0,71,7,1
30,6,5,6,1,0,72,8,1
30,7,6,7,1,0,73,9,1
30,8,7,8,1,0,74,10,1
30,9,8,9,1,0,75,11,1
30,10,9,9.033,0.033,0,76,12,1
31,1,0,0.249,0.249,0,53,15,1
32,1,0,1,1,1,24,1,1
32,2,1,2,1,0,25,2,1
32,3,2,3,1,0,26,3,1
32,4,3,4,1,1,27,4,1
32,5,4,4.547,0.547,0,28,5,1
33,1,0,1,1,0,19,0,1
33,2,1,2,1,0,20,1,1
33,3,2,3,1,0,21,2,1
33,4,3,4,1,1,22,3,1
33,5,4,5,1,0,23,4,1
33,6,5,5.023,0.023,0,24,5,1
34,1,0,1,1,0,21,9,1
34,2,1,1.179,0.179,0,22,10,1
35,1,0,1,1,0,52,1,1
35,2,1,1.194,0.194,0,53,2,1
36,1,0,1,1,0,54,8,1
36,2,1,1.029,0.029,0,55,9,1
37,1,0,1,1,1,23,11,1
37,2,1,2,1,1,24,12,1
37,3,2,3,1,2,25,13,1
37,4,3,4,1,1,26,14,1
37,5,4,4.18,0.18,0,27,15,1
38,1,0,1,1,0,55,8,1
38,2,1,2,1,0,56,9,1
38,3,2,2.896,0.896,0,57,10,1
39,1,0,1,1,0,66,16,1
39,2,1,1.567,0.567,0,67,17,1
40,1,0,1,1,0,52,8,1
40,2,1,2,1,0,53,9,1
40,3,2,2.555,0.555,0,54,10,1
41,1,0,1,1,0,38,6,1
41,2,1,2,1,0,39,7,1
41,3,2,3,1,0,40,8,1
41,4,3,4,1,2,41,9,1
41,5,4,5,1,0,42,10,1
41,6,5,6,1,0,43,11,1
41,7,6,7,1,1,44,12,1
41,8,7,8,1,0,45,13,1
41,9,8,9,1,0,46,14,1
41,10,9,9.036,0.036,0,47,15,1
42,1,0,1,1,0,52,4,1
42,2,1,1.514,0.514,0,53,5,1
43,1,0,1,1,0,44,12,1
43,2,1,2,1,0,45,13,1
43,3,2,3,1,0,46,14,1
43,4,3,4,1,0,47,15,1
43,5,4,5,1,0,48,16,1
43,6,5,5.14,0.14,0,49,17,1
44,1,0,1,1,1,35,6,1
44,2,1,2,1,0,36,7,1
44,3,2,3,1,0,37,8,1
44,4,3,3.28,0.28,0,38,9,1
45,1,0,1,1,0,32,9,1
45,2,1,2,1,1,33,10,1
45,3,2,2.213,0.213,0,34,11,1
46,1,0,1,1,0,75,16,1
46,2,1,2,1,0,76,17,1
46,3,2,2.222,0.222,0,77,18,1
47,1,0,1,1,0,38,6,1
47,2,1,2,1,0,39,7,1
47,3,2,3,1,1,40,8,1
47,4,3,3.576,0.576,0,41,9,1
48,1,0,1,1,0,62,13,1
48,2,1,2,1,0,63,14,1
48,3,2,3,1,0,64,15,1
48,4,3,4,1,0,65,16,1
48,5,4,5,1,0,66,17,1
48,6,5,5.461,0.461,1,67,18,1
49,1,0,1,1,0,55,8,1
49,2,1,2,1,0,56,9,1
49,3,2,3,1,1,57,10,1
49,4,3,3.339,0.339,0,58,11,1
50,1,0,1,1,0,71,6,1
50,2,1,2,1,0,72,7,1
50,3,2,3,1,0,73,8,1
50,4,3,4,1,0,74,9,1
50,5,4,5,1,0,75,10,1
50,6,5,6,1,0,76,11,1
50,7,6,7,1,0,77,12,1
50,8,7,8,1,0,78,13,1
50,9,8,8.032,0.032,0,79,14,1
51,1,0,0.963,0.963,0,56,0,1
52,1,0,1,1,0,37,9,1
52,2,1,1.192,0.192,0,38,10,1
53,1,0,1,1,0,60,13,1
53,2,1,2,1,0,61,14,1
53,3,2,3,1,0,62,15,1
53,4,3,4,1,0,63,16,1
53,5,4,5,1,0,64,17,1
53,6,5,6,1,0,65,18,1
53,7,6,7,1,0,66,19,1
53,8,7,8,1,0,67,20,1
53,9,8,8.435,0.435,0,68,21,1
54,1,0,1,1,0,42,7,1
54,2,1,2,1,0,43,8,1
54,3,2,2.774,0.774,0,44,9,1
55,1,0,1,1,0,46,9,1
55,2,1,2,1,0,47,10,1
55,3,2,2.352,0.352,0,48,11,1
56,1,0,1,1,0,18,0,1
56,2,1,2,1,0,19,1,1
56,3,2,3,1,0,20,2,1
56,4,3,3.72,0.72,1,21,3,1
57,1,0,1,1,0,59,6,1
57,2,1,2,1,0,60,7,1
57,3,2,3,1,1,61,8,1
57,4,3,4,1,1,62,9,1
57,5,4,5,1,0,63,10,1
57,6,5,6,1,0,64,11,1
57,7,6,7,1,0,65,12,1
57,8,7,8,1,0,66,13,1
57,9,8,8.955,0.955,0,67,14,1
58,1,0,1,1,0,57,10,1
58,2,1,2,1,0,58,11,1
58,3,2,3,1,0,59,12,1
58,4,3,4,1,0,60,13,1
58,5,4,5,1,0,61,14,1
58,6,5,5.341,0.341,0,62,15,1
59,1,0,1,1,0,32,6,1
59,2,1,2,1,1,33,7,1
59,3,2,3,1,0,34,8,1
59,4,3,4,1,2,35,9,1
59,5,4,4.828,0.828,0,36,10,1
60,1,0,1,1,0,38,14,1
60,2,1,2,1,0,39,15,1
60,3,2,3,1,0,40,16,1
60,4,3,3.744,0.744,0,41,17,1
61,1,0,1,1,0,65,2,1
61,2,1,2,1,0,66,3,1
61,3,2,3,1,0,67,4,1
61,4,3,3.836,0.836,0,68,5,1
62,1,0,1,1,0,59,3,1
62,2,1,2,1,0,60,4,1
62,3,2,3,1,0,61,5,1
62,4,3,4,1,0,62,6,1
62,5,4,5,1,0,63,7,1
62,6,5,6,1,0,64,8,1
62,7,6,7,1,0,65,9,1
62,8,7,7.699,0.699,0,66,10,1
63,1,0,1,1,0,36,12,1
63,2,1,2,1,0,37,13,1
63,3,2,3,1,0,38,14,1
63,4,3,4,1,0,39,15,1
63,5,4,5,1,0,40,16,1
63,6,5,6,1,0,41,17,1
63,7,6,7,1,0,42,18,1
63,8,7,8,1,0,43,19,1
63,9,8,9,1,0,44,20,1
63,10,9,9.13,0.13,0,45,21,1
64,1,0,1,1,0,35,8,1
64,2,1,1.045,0.045,0,36,9,1
65,1,0,1,1,0,62,0,1
65,2,1,2,1,0,63,1,1
65,3,2,3,1,0,64,2,1
65,4,3,4,1,0,65,3,1
65,5,4,5,1,0,66,4,1
65,6,5,6,1,0,67,5,1
65,7,6,7,1,0,68,6,1
65,8,7,8,1,0,69,7,1
65,9,8,8.599,0.599,0,70,8,1
66,1,0,1,1,0,79,13,1
66,2,1,2,1,0,80,14,1
66,3,2,3,1,2,81,15,1
66,4,3,4,1,0,82,16,1
66,5,4,5,1,0,83,17,1
66,6,5,6,1,1,84,18,1
66,7,6,6.896,0.896,0,85,19,1
67,1,0,1,1,0,30,13,1
67,2,1,2,1,0,31,14,1
67,3,2,3,1,0,32,15,1
67,4,3,4,1,0,33,16,1
67,5,4,4.759,0.759,0,34,17,1
68,1,0,1,1,1,25,4,1
68,2,1,2,1,1,26,5,1
68,3,2,3,1,1,27,6,1
68,4,3,3.784,0.784,0,28,7,1
69,1,0,1,1,0,57,10,1
69,2,1,2,1,0,58,11,1
69,3,2,3,1,0,59,12,1
69,4,3,4,1,0,60,13,1
69,5,4,5,1,0,61,14,1
69,6,5,6,1,1,62,15,1
69,7,6,7,1,0,63,16,1
69,8,7,8,1,0,64,17,1
69,9,8,8.791,0.791,0,65,18,1
70,1,0,1,1,0,35,5,1
70,2,1,2,1,0,36,6,1
70,3,2,3,1,0,37,7,1
70,4,3,4,1,0,38,8,1
70,5,4,4.227,0.227,0,39,9,1
71,1,0,1,1,0,70,10,1
71,2,1,2,1,0,71,11,1
71,3,2,3,1,0,72,12,1
71,4,3,4,1,0,73,13,1
71,5,4,4.717,0.717,0,74,14,1
72,1,0,1,1,0,44,0,1
72,2,1,2,1,0,45,1,1
72,3,2,3,1,0,46,2,1
72,4,3,4,1,0,47,3,1
72,5,4,5,1,0,48,4,1
72,6,5,6,1,0,49,5,1
72,7,6,6.719,0.719,0,50,6,1
73,1,0,1,1,0,43,21,1
73,2,1,2,1,0,44,22,1
73,3,2,3,1,0,45,23,1
73,4,3,3.363,0.363,0,46,24,1
74,1,0,1,1,0,20,18,1
74,2,1,2,1,0,21,19,1
74,3,2,2.089,0.089,0,22,20,1
75,1,0,1,1,0,55,4,1
75,2,1,2,1,0,56,5,1
75,3,2,3,1,0,57,6,1
75,4,3,4,1,0,58,7,1
75,5,4,5,1,0,59,8,1
75,6,5,6,1,0,60,9,1
75,7,6,6.63,0.63,0,61,10,1
76,1,0,1,1,0,18,10,1
76,2,1,2,1,0,19,11,1
76,3,2,3,1,0,20,12,1
76,4,3,3.835,0.835,0,21,13,1
77,1,0,1,1,0,58,11,1
77,2,1,2,1,0,59,12,1
77,3,2,3,1,1,60,13,1
77,4,3,4,1,0,61,14,1
77,5,4,4.373,0.373,0,62,15,1
78,1,0,1,1,0,72,1,1
78,2,1,2,1,0,73,2,1
78,3,2,3,1,0,74,3,1
78,4,3,4,1,0,75,4,1
78,5,4,5,1,0,76,5,1
78,6,5,6,1,0,77,6,1
78,7,6,7,1,0,78,7,1
78,8,7,7.008,0.008,0,79,8,1
79,1,0,1,1,1,65,11,1
79,2,1,2,1,0,66,12,1
79,3,2,3,1,0,67,13,1
79,4,3,4,1,0,68,14,1
79,5,4,5,1,0,69,15,1
79,6,5,5.56,0.56,0,70,16,1
80,1,0,1,1,0,63,11,1
80,2,1,2,1,0,64,12,1
80,3,2,3,1,0,65,13,1
80,4,3,4,1,0,66,14,1
80,5,4,5,1,0,67,15,1
80,6,5,6,1,0,68,16,1
80,7,6,7,1,0,69,17,1
80,8,7,8,1,0,70,18,1
80,9,8,9,1,0,71,19,1
80,10,9,9.425,0.425,0,72,20,1
81,1,0,1,1,0,55,0,1
81,2,1,2,1,0,56,1,1
81,3,2,3,1,0,57,2,1
81,4,3,4,1,0,58,3,1
81,5,4,4.074,0.074,0,59,4,1
82,1,0,1,1,0,27,17,1
82,2,1,2,1,0,28,18,1
82,3,2,3,1,0,29,19,1
82,4,3,3.681,0.681,0,30,20,1
83,1,0,1,1,0,70,1,1
83,2,1,2,1,0,71,2,1
83,3,2,3,1,0,72,3,1
83,4,3,4,1,1,73,4,1
83,5,4,5,1,0,74,5,1
83,6,5,6,1,0,75,6,1
83,7,6,6.029,0.029,0,76,7,1
84,1,0,1,1,0,43,2,1
84,2,1,2,1,0,44,3,1
84,3,2,3,1,0,45,4,1
84,4,3,4,1,0,46,5,1
84,5,4,5,1,0,47,6,1
84,6,5,6,1,0,48,7,1
84,7,6,7,1,0,49,8,1
84,8,7,7.309,0.309,0,50,9,1
85,1,0,1,1,0,24,9,1
85,2,1,2,1,2,25,10,1
85,3,2,2.247,0.247,0,26,11,1
86,1,0,1,1,0,56,8,1
86,2,1,2,1,0,57,9,1
86,3,2,2.338,0.338,0,58,10,1
87,1,0,1,1,0,55,8,1
87,2,1,2,1,0,56,9,1
87,3,2,3,1,0,57,10,1
87,4,3,4,1,0,58,11,1
87,5,4,5,1,0,59,12,1
87,6,5,6,1,0,60,13,1
87,7,6,7,1,0,61,14,1
87,8,7,7.491,0.491,0,62,15,1
88,1,0,1,1,0,27,0,1
88,2,1,1.048,0.048,0,28,1,1
89,1,0,1,1,0,35,8,1
89,2,1,2,1,0,36,9,1
89,3,2,3,1,0,37,10,1
89,4,3,4,1,0,38,11,1
89,5,4,5,1,0,39,12,1
89,6,5,6,1,0,40,13,1
89,7,6,6.032,0.032,0,41,14,1
90,1,0,1,1,0,56,6,1
90,2,1,2,1,0,57,7,1
90,3,2,2.327,0.327,0,58,8,1
91,1,0,1,1,0,18,14,1
91,2,1,2,1,0,19,15,1
91,3,2,3,1,0,20,16,1
91,4,3,3.536,0.536,0,21,17,1
92,1,0,1,1,0,54,13,1
92,2,1,1.128,0.128,0,55,14,1
93,1,0,1,1,0,46,6,1
93,2,1,2,1,0,47,7,1
93,3,2,3,1,0,48,8,1
93,4,3,4,1,0,49,9,1
93,5,4,4.584,0.584,0,50,10,1
94,1,0,1,1,0,36,14,1
94,2,1,2,1,0,37,15,1
94,3,2,3,1,0,38,16,1
94,4,3,4,1,0,39,17,1
94,5,4,5,1,0,40,18,1
94,6,5,5.415,0.415,0,41,19,1
95,1,0,0.717,0.717,0,31,11,1
96,1,0,1,1,0,74,2,1
96,2,1,2,1,0,75,3,1
96,3,2,3,1,0,76,4,1
96,4,3,4,1,0,77,5,1
96,5,4,4.445,0.445,1,78,6,1
97,1,0,1,1,1,65,9,1
97,2,1,2,1,0,66,10,1
97,3,2,3,1,0,67,11,1
97,4,3,4,1,0,68,12,1
97,5,4,5,1,0,69,13,1
97,6,5,6,1,0,70,14,1
97,7,6,7,1,0,71,15,1
97,8,7,8,1,0,72,16,1
97,9,8,8.861,0.861,0,73,17,1
98,1,0,1,1,0,59,8,1
98,2,1,2,1,0,60,9,1
98,3,2,2.93,0.93,0,61,10,1
99,1,0,1,1,1,38,6,1
99,2,1,2,1,1,39,7,1
99,3,2,3,1,0,40,8,1
99,4,3,4,1,0,41,9,1
99,5,4,4.296,0.296,0,42,10,1
100,1,0,1,1,0,64,9,1
100,2,1,1.764,0.764,0,65,10,1
101,1,0,1,1,0,45,8,1
101,2,1,2,1,0,46,9,1
101,3,2,2.535,0.535,0,47,10,1
102,1,0,1,1,0,20,5,1
102,2,1,2,1,0,21,6,1
102,3,2,3,1,0,22,7,1
102,4,3,3.53,0.53,0,23,8,1
103,1,0,1,1,0,58,0,1
103,2,1,2,1,0,59,1,1
103,3,2,3,1,0,60,2,1
103,4,3,4,1,0,61,3,1
103,5,4,5,1,0,62,4,1
103,6,5,6,1,0,63,5,1
103,7,6,6.763,0.763,0,64,6,1
104,1,0,1,1,0,47,7,1
104,2,1,1.58,0.58,1,48,8,1
105,1,0,1,1,1,35,18,1
105,2,1,2,1,2,36,19,1
105,3,2,3,1,1,37,20,1
