"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",2.793,0.2793,29,"25-35",11,139,2497,6,21668,2838,"urbana",8280,"particular","turismo","diesel","M","rojo","casado","anual",0,1,"medio","telefonico",0,0,0,0,2.793,0,2.793,1,"baja",0,NA,0,"2","1"
2,"1","1",6.515,0.6515,36,"35-65",18,74,1164,6,29168,254,"mixta",5005,"particular","turismo","gasolina","M","blanco","casado","anual",0,2,"medio","telefonico",0,1,0,2,6.515,0,10,0,"fin_estudio",0,NA,0,"1","1"
3,"1","1",3.978,0.3978,73,"65+",50,100,1386,14,18215,280,"mixta",7057,"particular","turismo","gasolina","M","otro","soltero","mensual",1,1,"medio","presencial",0,3,0,1,3.978,0,3.978,1,"baja",0,NA,0,"2","2"
4,"1","1",2.574,0.2574,53,"35-65",34,95,1654,1,32857,285,"mixta",17630,"particular","turismo","diesel","M","gris","soltero","mensual",0,2,"basico","telematico",0,3,0,0,2.574,0,3.718,0,"fin_estudio",0,NA,0,"1","1"
5,"1","1",5.559,0.5559,72,"65+",47,159,2851,12,28232,463,"mixta",26023,"comercial","turismo","gasolina","H","otro","casado","anual",0,1,"basico","presencial",0,0,0,5,5.559,0,5.559,1,"baja",0,NA,0,"1","1"
6,"1","1",1.069,0.1069,46,"35-65",22,156,2300,9,36974,179,"mixta",32300,"particular","turismo","diesel","M","rojo","casado","mensual",0,2,"superior","telematico",0,0,1,0,1.069,0,1.069,1,"baja",0,NA,0,"1","1"
7,"1","1",3.335,0.3335,40,"35-65",12,134,1815,6,29267,63,"rural",17540,"particular","turismo","diesel","M","otro","otro","anual",0,1,"medio","presencial",0,2,0,3,3.335,0,3.335,1,"baja",0,NA,0,"1","1"
8,"1","1",6.807,0.6807,21,"18-25",1,134,1921,12,22603,323,"mixta",25502,"comercial","turismo","diesel","M","otro","casado","mensual",0,2,"superior","presencial",0,13,0,3,6.807,0,9.547,0,"fin_estudio",0,NA,0,"3","2"
9,"1","1",7.683,0.7683,53,"35-65",26,88,1190,13,28699,116,"rural",14942,"comercial","turismo","gasolina","H","blanco","otro","anual",0,1,"superior","telematico",3,2,0,2,1.891,1,10,0,"fin_estudio",8519,2839.67,1,"1","1"
10,"1","1",1.247,0.1247,32,"25-35",14,87,1243,9,29168,49,"rural",9268,"particular","furgoneta","diesel","H","blanco","casado","anual",0,1,"basico","telefonico",0,0,0,0,1.247,0,10,0,"fin_estudio",0,NA,0,"3","3"
