"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",5.296,0.5296,35,"25-35",12,92,1250,11,24475,313,"mixta",7763,"particular","moto","diesel","H","gris","casado","anual",0,2,"superior","presencial",0,1,0,0,5.296,0,5.296,1,"baja",0,NA,0,"3","3"
2,"1","1",1.133,0.1133,48,"35-65",20,100,1507,5,23710,171,"mixta",11014,"particular","turismo","gasolina","M","gris","casado","anual",1,2,"medio","telefonico",0,1,0,0,1.133,0,3.77,0,"fin_estudio",0,NA,0,"2","2"
3,"1","1",0.339,0.0339,59,"35-65",37,96,1170,13,22777,253,"mixta",22643,"particular","turismo","gasolina","H","gris","casado","anual",0,1,"medio","presencial",0,1,0,1,0.339,0,0.339,1,"baja",0,NA,0,"2","2"
4,"1","1",6.576,0.6576,62,"35-65",22,205,3592,3,27087,25,"rural",14157,"particular","turismo","diesel","H","blanco","soltero","anual",0,1,"medio","presencial",0,1,1,1,6.576,0,10,0,"fin_estudio",0,NA,0,"2","1"
5,"1","1",4.716,0.4716,35,"25-35",15,154,2635,15,21123,262,"mixta",14557,"particular","turismo","diesel","M","gris","soltero","anual",0,1,"medio","presencial",0,1,0,1,4.716,0,5.959,0,"fin_estudio",0,NA,0,"2","1"
6,"1","1",1.836,0.1836,34,"25-35",7,87,1450,8,24490,225,"mixta",12915,"particular","turismo","diesel","M","otro","casado","mensual",0,2,"medio","presencial",0,2,0,2,1.836,0,1.836,1,"baja",0,NA,0,"2","2"
7,"1","1",5.157,0.5157,34,"25-35",14,141,1992,1,28366,305,"mixta",6710,"particular","turismo","gasolina","H","negro","soltero","mensual",0,3,"medio","telematico",0,4,1,3,5.157,0,5.157,1,"baja",0,NA,0,"2","1"
8,"1","1",1.167,0.1167,54,"35-65",18,60,800,19,13201,343,"mixta",13891,"particular","turismo","gasolina","M","gris","otro","mensual",0,2,"superior","presencial",1,2,0,0,0.687,1,1.546,0,"fin_estudio",1009.45,1009.45,1,"2","2"
9,"1","1",5.202,0.5202,60,"35-65",41,162,2212,10,19854,678,"mixta",7264,"particular","furgoneta","diesel","M","gris","casado","mensual",0,1,"medio","presencial",0,2,0,1,5.202,0,7.816,0,"fin_estudio",0,NA,0,"5","4"
10,"1","1",5.695,0.5695,57,"35-65",27,149,2435,15,11479,157,"mixta",12258,"comercial","turismo","gasolina","H","rojo","soltero","mensual",0,1,"medio","presencial",0,2,0,4,5.695,0,9.552,0,"fin_estudio",0,NA,0,"3","3"
11,"1","1",1.64,0.164,50,"35-65",15,130,1727,14,27797,547,"mixta",21761,"particular","turismo","diesel","H","negro","soltero","anual",0,1,"superior","presencial",0,0,0,0,1.64,0,1.64,1,"baja",0,NA,0,"3","3"
12,"1","1",1.879,0.1879,38,"35-65",17,78,1143,9,14793,49,"rural",16968,"comercial","turismo","diesel","M","negro","casado","anual",1,1,"medio","telefonico",0,2,0,0,1.879,0,1.879,1,"baja",0,NA,0,"1","1"
13,"1","1",8.656,0.8656,29,"25-35",9,136,2065,3,28101,813,"mixta",15848,"particular","turismo","gasolina","H","blanco","soltero","mensual",1,1,"medio","telematico",1,5,0,4,6.175,1,10,0,"fin_estudio",2852.54,2852.54,1,"3","2"
14,"1","1",1.776,0.1776,41,"35-65",17,92,1574,11,21265,1452,"urbana",19331,"particular","turismo","diesel","H","blanco","casado","anual",1,2,"medio","telematico",0,0,0,1,1.776,0,10,0,"fin_estudio",0,NA,0,"1","1"
15,"1","1",3.442,0.3442,79,"65+",47,67,1185,10,26278,416,"mixta",11096,"comercial","turismo","diesel","M","otro","casado","anual",1,1,"basico","presencial",1,2,0,0,1.55,1,3.442,1,"baja",894.95,894.95,1,"1","1"
16,"1","1",5.889,0.5889,31,"25-35",12,96,1481,10,26555,95,"rural",10331,"particular","moto","diesel","H","otro","otro","mensual",1,2,"medio","presencial",0,0,0,1,5.889,0,10,0,"fin_estudio",0,NA,0,"5","4"
17,"1","1",0.652,0.0652,60,"35-65",26,77,1215,13,27634,342,"mixta",14384,"comercial","turismo","diesel","M","negro","otro","anual",0,2,"medio","presencial",0,0,0,1,0.652,0,0.652,1,"baja",0,NA,0,"2","2"
18,"1","1",6.486,0.6486,72,"65+",52,97,1501,9,31444,442,"mixta",19923,"comercial","turismo","diesel","H","gris","casado","mensual",0,1,"superior","presencial",0,6,0,1,6.486,0,7.352,0,"fin_estudio",0,NA,0,"1","1"
19,"1","1",1.894,0.1894,39,"35-65",10,132,1880,8,28491,73,"rural",10864,"particular","furgoneta","gasolina","H","rojo","soltero","mensual",1,1,"superior","presencial",0,2,0,0,1.894,0,1.894,1,"baja",0,NA,0,"1","1"
20,"1","1",4.174,0.4174,34,"25-35",11,166,2020,6,26255,209,"mixta",28367,"comercial","furgoneta","diesel","H","otro","soltero","anual",0,1,"medio","presencial",0,2,0,3,4.174,0,4.481,0,"fin_estudio",0,NA,0,"1","1"
21,"1","1",7.256,0.7256,39,"35-65",15,111,1994,9,21822,182,"mixta",11889,"particular","turismo","diesel","M","rojo","casado","anual",1,1,"basico","telematico",0,2,0,1,7.256,0,8.751,0,"fin_estudio",0,NA,0,"1","1"
22,"1","1",5.664,0.5664,24,"18-25",5,64,1024,14,17698,883,"mixta",9740,"particular","turismo","diesel","H","gris","casado","mensual",1,1,"medio","presencial",2,5,2,0,1.554,1,10,0,"fin_estudio",2262.71,1131.36,1,"5","5"
23,"1","1",9.521,0.9521,64,"35-65",30,55,956,16,23109,372,"mixta",10244,"particular","moto","diesel","M","rojo","soltero","anual",0,2,"basico","presencial",0,1,0,2,9.521,0,10,0,"fin_estudio",0,NA,0,"1","1"
24,"1","1",1.781,0.1781,51,"35-65",25,102,1738,8,28891,96,"rural",15878,"comercial","turismo","diesel","H","rojo","casado","mensual",0,3,"medio","presencial",0,0,0,1,1.781,0,1.781,1,"baja",0,NA,0,"1","1"
25,"1","1",5.93,0.593,19,"18-25",1,105,1838,7,27444,296,"mixta",7458,"particular","turismo","diesel","M","otro","otro","anual",0,1,"basico","telematico",0,1,0,6,5.93,0,10,0,"fin_estudio",0,NA,0,"1","1"
26,"1","1",7.512,0.7512,25,"18-25",4,100,1575,12,13984,134,"rural",11035,"particular","turismo","diesel","M","gris","soltero","anual",0,1,"basico","telefonico",0,5,2,0,7.512,0,10,0,"fin_estudio",0,NA,0,"1","1"
27,"1","1",5.859,0.5859,18,"18-25",0,97,1399,13,15773,185,"mixta",8585,"particular","furgoneta","gasolina","H","otro","soltero","anual",0,1,"medio","telefonico",0,1,1,1,5.859,0,10,0,"fin_estudio",0,NA,0,"1","1"
28,"1","1",3.042,0.3042,62,"35-65",20,121,2114,8,51370,20,"rural",16356,"particular","turismo","gasolina","M","gris","casado","anual",1,2,"superior","presencial",0,1,1,2,3.042,0,6.592,0,"fin_estudio",0,NA,0,"2","2"
29,"1","1",8.575,0.8575,63,"35-65",27,108,1689,16,33053,200,"mixta",7376,"particular","turismo","gasolina","M","negro","soltero","mensual",0,2,"medio","presencial",1,2,0,2,7.116,1,8.575,1,"baja",2910.31,2910.31,1,"2","2"
30,"1","1",2.669,0.2669,49,"35-65",12,61,973,1,25786,588,"mixta",13297,"particular","turismo","gasolina","M","gris","casado","mensual",1,2,"basico","telefonico",0,1,0,1,2.669,0,4.616,0,"fin_estudio",0,NA,0,"2","2"
31,"1","1",3.472,0.3472,26,"25-35",4,67,1020,3,4611,1298,"urbana",8482,"particular","turismo","diesel","M","rojo","casado","anual",0,2,"medio","presencial",1,0,1,1,3.241,1,5.91,0,"fin_estudio",727.41,727.41,1,"1","2"
32,"1","1",2.792,0.2792,46,"35-65",25,127,1659,1,22776,75,"rural",27145,"particular","turismo","gasolina","H","negro","casado","mensual",0,2,"medio","telefonico",0,2,0,0,2.792,0,8.896,0,"fin_estudio",0,NA,0,"2","2"
33,"1","1",2.543,0.2543,58,"35-65",27,135,1891,8,32972,340,"mixta",6312,"particular","turismo","diesel","M","otro","casado","anual",0,2,"medio","presencial",0,0,0,1,2.543,0,6.63,0,"fin_estudio",0,NA,0,"1","1"
34,"1","1",3.302,0.3302,41,"35-65",14,55,800,11,23819,263,"mixta",6650,"comercial","turismo","diesel","M","rojo","soltero","anual",1,1,"superior","presencial",1,2,0,0,3,1,7.851,0,"fin_estudio",4843.63,4843.63,1,"3","4"
35,"1","1",4.757,0.4757,31,"25-35",7,168,2603,13,26086,17,"rural",17518,"particular","moto","gasolina","M","blanco","casado","mensual",0,1,"superior","presencial",0,1,1,0,4.757,0,6.996,0,"fin_estudio",0,NA,0,"3","2"
36,"1","1",1.475,0.1475,25,"18-25",4,120,1831,9,42870,639,"mixta",8072,"particular","turismo","gasolina","M","gris","soltero","anual",0,1,"basico","telefonico",0,1,0,0,1.475,0,1.646,0,"fin_estudio",0,NA,0,"2","1"
37,"1","1",7.781,0.7781,58,"35-65",34,122,1926,5,33373,1035,"urbana",9131,"particular","turismo","diesel","M","negro","otro","anual",0,1,"medio","presencial",0,1,0,2,7.781,0,10,0,"fin_estudio",0,NA,0,"1","1"
38,"1","1",1.777,0.1777,25,"18-25",3,130,1898,1,30360,254,"mixta",8692,"comercial","turismo","diesel","M","otro","casado","mensual",1,1,"superior","telefonico",0,1,0,2,1.777,0,1.777,1,"baja",0,NA,0,"2","1"
39,"1","1",7.793,0.7793,81,"65+",39,94,1323,7,31702,1688,"urbana",19686,"particular","turismo","diesel","H","negro","casado","anual",0,2,"superior","telematico",0,2,0,3,7.793,0,10,0,"fin_estudio",0,NA,0,"1","1"
40,"1","1",2.178,0.2178,52,"35-65",16,136,2334,4,29167,358,"mixta",6167,"particular","turismo","gasolina","H","otro","soltero","mensual",1,2,"medio","telematico",0,0,0,0,2.178,0,10,0,"fin_estudio",0,NA,0,"3","3"
41,"1","1",3.222,0.3222,73,"65+",27,98,1732,9,21223,354,"mixta",8857,"particular","furgoneta","gasolina","M","negro","casado","mensual",1,2,"medio","presencial",0,2,0,1,3.222,0,3.357,0,"fin_estudio",0,NA,0,"1","1"
42,"1","1",4.078,0.4078,50,"35-65",13,55,831,11,28611,1174,"urbana",22131,"particular","turismo","gasolina","H","negro","casado","anual",0,2,"basico","presencial",0,2,0,1,4.078,0,4.078,1,"baja",0,NA,0,"1","1"
43,"1","1",8.303,0.8303,53,"35-65",29,107,1740,12,33662,644,"mixta",20601,"particular","moto","diesel","H","otro","soltero","anual",1,1,"superior","presencial",4,7,0,4,2.645,1,8.303,1,"baja",16163.74,4040.94,1,"5","5"
