"id_poliza","k","t_k","coste_k","anio"
8,1,0.6869,1009.45,1
13,1,6.1751,2852.54,7
15,1,1.5501,894.95,2
22,1,1.5537,1900.32,2
22,2,4.3788,362.39,5
29,1,7.1163,2910.31,8
31,1,3.2415,727.41,4
34,1,3.0002,4843.63,4
43,1,2.6448,1461.37,3
43,2,3.3914,9206.68,4
43,3,5.7616,3481.25,6
43,4,7.2308,2014.44,8
44,1,0.1976,3187.93,1
44,2,4.3418,3133.77,5
46,1,1.882,3087.49,2
46,2,3.0567,5086.32,4
46,3,5.399,2374.93,6
46,4,6.5688,2878.97,7
48,1,1.9816,3382.16,2
51,1,1.5783,1078.34,2
56,1,4.5397,3515.17,5
57,1,2.6516,6615.13,3
60,1,0.2307,1252.4,1
63,1,2.2436,2065.52,3
63,2,7.9679,1962.25,8
64,1,3.4313,1998.18,4
65,1,0.4473,1293.38,1
73,1,0.6086,4236.61,1
73,2,4.6616,2748.63,5
75,1,2.4775,3158.8,3
75,2,4.1308,2983.35,5
78,1,2.5358,853.98,3
78,2,3.1922,1417.52,4
78,3,3.8286,3267.99,4
78,4,5.6408,1999.35,6
80,1,1.836,1480.88,2
85,1,1.4495,1162.93,2
88,1,0.6933,338.51,1
90,1,6.2042,3307.46,7
93,1,3.7182,466.36,4
93,2,6.7377,3650.72,7
93,3,6.8719,3114.47,7
99,1,1.1316,1468.81,2
99,2,2.8189,1294.43,3
99,3,4.2531,844.73,5
99,4,4.7009,2091.89,5
99,5,6.4069,682.45,7
99,6,6.8999,2063.27,7
99,7,7.055,562.34,8
99,8,7.2459,250.52,8
104,1,4.3945,726.46,5
105,1,0.5102,1997.07,1
107,1,0.9645,2324.72,1
115,1,2.2439,829.36,3
115,2,2.5936,578.81,3
115,3,2.6765,1243.94,3
115,4,3.284,2322.26,4
115,5,3.337,1012.43,4
115,6,3.4909,2544.08,4
118,1,3.3192,2192.48,4
120,1,1.2389,2421.65,2
120,2,4.2234,498.1,5
121,1,5.363,1400.52,6
124,1,1.3468,2522.12,2
124,2,5.9871,5566.56,6
128,1,2.7975,5100.3,3
128,2,6.4733,5479.96,7
130,1,0.6736,1731.42,1
130,2,3.9856,1560.71,4
130,3,4.0515,1679.66,5
130,4,4.3896,1341.28,5
131,1,0.4866,2199.32,1
131,2,3.3801,1510.61,4
131,3,4.3817,2810.65,5
131,4,6.4051,1220.93,7
131,5,7.0011,2040.25,8
134,1,1.0481,141.89,2
138,1,2.7364,3837.95,3
138,2,4.7583,625.55,5
138,3,5.5917,1579.27,6
143,1,7.7843,1779.27,8
148,1,1.563,1218.34,2
148,2,6.2263,581.96,7
149,1,1.5781,682.51,2
149,2,4.1745,1057.68,5
150,1,2.5452,981.14,3
151,1,3.2732,275.21,4
151,2,3.3328,462.82,4
151,3,3.8069,960.96,4
151,4,4.7898,3204.38,5
151,5,5.1978,1341.1,6
151,6,5.57,1308.05,6
151,7,5.7593,1661.26,6
151,8,5.8828,1043.03,6
153,1,2.2213,5157.94,3
153,2,2.8536,6020.47,3
153,3,2.9254,629.22,3
156,1,1.6441,2503.67,2
157,1,2.2413,3201.37,3
158,1,2.074,610.71,3
158,2,2.1085,2602.74,3
158,3,3.4235,2508.29,4
158,4,3.7939,4297.18,4
158,5,4.5825,768.82,5
158,6,5.2812,6014.31,6
158,7,6.3093,7270.07,7
158,8,6.404,2764.23,7
158,9,6.5763,5519.05,7
159,1,0.6961,2519.43,1
161,1,1.5407,888.46,2
164,1,2.4562,1967.51,3
164,2,5.9832,1238.55,6
164,3,6.2899,1590.55,7
164,4,6.8558,1853.53,7
164,5,7.6464,3821.1,8
169,1,0.2784,4411.47,1
169,2,2.3316,1239.63,3
169,3,4.2906,1297.81,5
171,1,2.2119,2060.64,3
172,1,4.88,355.22,5
173,1,0.119,36.07,1
177,1,0.6754,1259.27,1
187,1,3.5727,3175.5,4
187,2,3.7533,2625.37,4
187,3,4.8046,917.16,5
191,1,0.0753,3011.24,1
194,1,3.4913,3389.7,4
195,1,1.6177,3446.35,2
196,1,4.9614,5182.52,5
202,1,2.2015,508.27,3
202,2,3.4718,2528.6,4
202,3,5.2983,2130.68,6
202,4,8.2763,1386.62,9
203,1,6.6334,1785.42,7
203,2,7.8373,3079.34,8
208,1,4.3791,588.13,5
212,1,4.7167,1925.04,5
212,2,6.4245,3868.41,7
215,1,0.1889,3536.28,1
216,1,1.0231,2499.35,2
218,1,0.3433,3627.13,1
219,1,1.7357,1236.41,2
220,1,0.4846,1340.01,1
236,1,1.0468,2877.49,2
238,1,5.3815,3281.26,6
240,1,3.812,959.54,4
241,1,1.8629,4370.33,2
241,2,4.3043,1748.18,5
244,1,0.7182,1343.04,1
245,1,1.9351,4531.81,2
245,2,6.5225,5971.17,7
245,3,7.6068,2497.62,8
245,4,8.7484,3530.3,9
245,5,9.3051,1364.19,10
