"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,35,11,1
1,2,1,2,1,0,36,12,1
1,3,2,3,1,0,37,13,1
1,4,3,4,1,0,38,14,1
1,5,4,5,1,0,39,15,1
1,6,5,5.296,0.296,0,40,16,1
2,1,0,1,1,0,48,5,1
2,2,1,1.133,0.133,0,49,6,1
3,1,0,0.339,0.339,0,59,13,1
4,1,0,1,1,0,62,3,1
4,2,1,2,1,0,63,4,1
4,3,2,3,1,0,64,5,1
4,4,3,4,1,0,65,6,1
4,5,4,5,1,0,66,7,1
4,6,5,6,1,0,67,8,1
4,7,6,6.576,0.576,0,68,9,1
5,1,0,1,1,0,35,15,1
5,2,1,2,1,0,36,16,1
5,3,2,3,1,0,37,17,1
5,4,3,4,1,0,38,18,1
5,5,4,4.716,0.716,0,39,19,1
6,1,0,1,1,0,34,8,1
6,2,1,1.836,0.836,0,35,9,1
7,1,0,1,1,0,34,1,1
7,2,1,2,1,0,35,2,1
7,3,2,3,1,0,36,3,1
7,4,3,4,1,0,37,4,1
7,5,4,5,1,0,38,5,1
7,6,5,5.157,0.157,0,39,6,1
8,1,0,1,1,1,54,19,1
8,2,1,1.167,0.167,0,55,20,1
9,1,0,1,1,0,60,10,1
9,2,1,2,1,0,61,11,1
9,3,2,3,1,0,62,12,1
9,4,3,4,1,0,63,13,1
9,5,4,5,1,0,64,14,1
9,6,5,5.202,0.202,0,65,15,1
10,1,0,1,1,0,57,15,1
10,2,1,2,1,0,58,16,1
10,3,2,3,1,0,59,17,1
10,4,3,4,1,0,60,18,1
10,5,4,5,1,0,61,19,1
10,6,5,5.695,0.695,0,62,20,1
11,1,0,1,1,0,50,14,1
11,2,1,1.64,0.64,0,51,15,1
12,1,0,1,1,0,38,9,1
12,2,1,1.879,0.879,0,39,10,1
13,1,0,1,1,0,29,3,1
13,2,1,2,1,0,30,4,1
13,3,2,3,1,0,31,5,1
13,4,3,4,1,0,32,6,1
13,5,4,5,1,0,33,7,1
13,6,5,6,1,0,34,8,1
13,7,6,7,1,1,35,9,1
13,8,7,8,1,0,36,10,1
13,9,8,8.656,0.656,0,37,11,1
14,1,0,1,1,0,41,11,1
14,2,1,1.776,0.776,0,42,12,1
15,1,0,1,1,0,79,10,1
15,2,1,2,1,1,80,11,1
15,3,2,3,1,0,81,12,1
15,4,3,3.442,0.442,0,82,13,1
16,1,0,1,1,0,31,10,1
16,2,1,2,1,0,32,11,1
16,3,2,3,1,0,33,12,1
16,4,3,4,1,0,34,13,1
16,5,4,5,1,0,35,14,1
16,6,5,5.889,0.889,0,36,15,1
