"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",1.082,0.1082,33,"25-35",7,85,1417,6,35790,197,"mixta",8974,"particular","turismo","diesel","H","rojo","soltero","anual",0,1,"superior","presencial",1,0,0,0,0.765,1,10,0,"fin_estudio",1334.03,1334.03,1,"3","3"
2,"1","1",6.687,0.6687,44,"35-65",13,142,2423,12,22089,1728,"urbana",6294,"particular","turismo","gasolina","M","gris","casado","anual",0,1,"basico","presencial",0,1,3,8,6.687,0,6.826,0,"fin_estudio",0,NA,0,"1","1"
3,"1","1",5.732,0.5732,62,"35-65",36,118,1831,6,31528,647,"mixta",9621,"particular","furgoneta","gasolina","H","rojo","casado","mensual",1,1,"superior","presencial",4,5,0,2,0.976,1,8.598,0,"fin_estudio",8752.17,2188.04,1,"4","4"
4,"1","1",1.397,0.1397,25,"18-25",6,76,1278,9,25948,99,"rural",7485,"particular","turismo","gasolina","H","otro","casado","anual",1,2,"medio","presencial",0,0,0,0,1.397,0,1.938,0,"fin_estudio",0,NA,0,"1","1"
5,"1","1",1.968,0.1968,66,"65+",36,55,824,10,20714,1046,"urbana",5562,"particular","turismo","diesel","H","blanco","soltero","mensual",1,1,"basico","presencial",0,0,0,0,1.968,0,6.802,0,"fin_estudio",0,NA,0,"5","4"
6,"1","1",3.159,0.3159,25,"18-25",7,120,1816,6,15821,637,"mixta",8363,"particular","turismo","diesel","M","negro","casado","mensual",0,1,"medio","presencial",1,2,0,2,0.112,1,4.188,0,"fin_estudio",3584.94,3584.94,1,"5","4"
7,"1","1",3.821,0.3821,18,"18-25",0,143,1730,11,23040,1230,"urbana",7681,"particular","turismo","diesel","M","otro","otro","mensual",1,1,"medio","presencial",3,0,2,2,0.657,1,3.821,1,"baja",4068.17,1356.06,1,"3","4"
8,"1","1",7.807,0.7807,44,"35-65",11,64,1006,10,20111,180,"mixta",18079,"particular","moto","diesel","H","negro","otro","mensual",0,1,"superior","presencial",0,5,1,2,7.807,0,7.807,1,"baja",0,NA,0,"1","1"
9,"1","1",4.022,0.4022,49,"35-65",30,113,1624,19,38016,124,"rural",12587,"comercial","turismo","diesel","M","blanco","soltero","anual",1,1,"basico","presencial",0,1,1,3,4.022,0,4.022,1,"baja",0,NA,0,"1","1"
10,"1","1",4.42,0.442,36,"35-65",7,136,2448,4,26977,57,"rural",7068,"particular","turismo","gasolina","H","otro","soltero","anual",0,1,"superior","presencial",0,0,0,1,4.42,0,9.966,0,"fin_estudio",0,NA,0,"1","1"
11,"1","1",3.143,0.3143,77,"65+",49,141,1889,7,35404,601,"mixta",10324,"particular","turismo","diesel","M","otro","casado","anual",0,1,"basico","presencial",1,4,0,2,1.796,1,10,0,"fin_estudio",2831.58,2831.58,1,"5","5"
12,"1","1",2.729,0.2729,36,"35-65",12,139,1954,12,22968,116,"rural",16309,"particular","turismo","gasolina","M","negro","casado","anual",0,2,"superior","telefonico",1,2,1,0,2.094,1,4.435,0,"fin_estudio",3988.89,3988.89,1,"4","5"
13,"1","1",1.834,0.1834,39,"35-65",16,55,881,19,27860,914,"mixta",13978,"particular","turismo","gasolina","H","otro","casado","mensual",0,1,"medio","presencial",0,0,0,0,1.834,0,1.834,1,"baja",0,NA,0,"4","4"
14,"1","1",5.996,0.5996,63,"35-65",17,74,1302,4,16025,73,"rural",8907,"particular","turismo","diesel","M","gris","casado","mensual",0,1,"superior","telefonico",0,1,0,3,5.996,0,5.996,1,"baja",0,NA,0,"2","1"
15,"1","1",7.02,0.702,54,"35-65",14,55,800,7,7641,305,"mixta",9925,"particular","turismo","diesel","M","gris","casado","anual",0,2,"superior","telefonico",0,0,0,5,7.02,0,10,0,"fin_estudio",0,NA,0,"1","1"
16,"1","1",3.94,0.394,31,"25-35",13,153,1872,6,27967,131,"rural",31514,"comercial","turismo","gasolina","H","negro","casado","anual",0,1,"medio","telefonico",1,6,0,2,3.484,1,3.94,1,"baja",1410.14,1410.14,1,"2","3"
17,"1","1",4.561,0.4561,48,"35-65",26,157,2276,6,32863,569,"mixta",20515,"particular","turismo","diesel","M","blanco","soltero","mensual",0,1,"medio","telefonico",0,1,0,1,4.561,0,10,0,"fin_estudio",0,NA,0,"1","1"
18,"1","1",8.745,0.8745,31,"25-35",7,99,1755,14,34358,1231,"urbana",8969,"particular","furgoneta","diesel","H","rojo","otro","anual",1,2,"superior","presencial",0,4,0,5,8.745,0,10,0,"fin_estudio",0,NA,0,"1","1"
19,"1","1",3.271,0.3271,60,"35-65",21,55,954,6,16960,133,"rural",26304,"particular","turismo","gasolina","H","otro","casado","mensual",0,1,"basico","telematico",0,2,0,0,3.271,0,3.627,0,"fin_estudio",0,NA,0,"2","2"
20,"1","1",4.982,0.4982,61,"35-65",23,71,949,0,19181,60,"rural",8649,"particular","turismo","diesel","H","blanco","casado","mensual",0,1,"medio","telefonico",0,3,0,2,4.982,0,7.561,0,"fin_estudio",0,NA,0,"1","1"
21,"1","1",7.151,0.7151,32,"25-35",12,144,1805,17,23886,484,"mixta",6286,"particular","turismo","gasolina","H","blanco","casado","anual",0,2,"medio","presencial",1,0,2,3,4.051,1,10,0,"fin_estudio",2201.29,2201.29,1,"1","1"
22,"1","1",3.409,0.3409,32,"25-35",12,82,1010,10,20333,1202,"urbana",15358,"particular","turismo","diesel","M","blanco","casado","anual",0,1,"medio","presencial",2,3,1,0,0.225,1,3.409,1,"baja",2669.25,1334.62,1,"5","4"
23,"1","1",1.813,0.1813,32,"25-35",9,138,2202,9,29433,118,"rural",33550,"particular","moto","gasolina","H","gris","casado","mensual",1,1,"basico","telematico",1,0,0,2,1.272,1,1.813,1,"baja",2382.96,2382.96,1,"1","2"
24,"1","1",2.837,0.2837,79,"65+",43,122,1491,15,13203,1277,"urbana",29958,"comercial","turismo","diesel","H","rojo","casado","anual",0,2,"superior","telefonico",0,3,0,3,2.837,0,4.568,0,"fin_estudio",0,NA,0,"2","1"
25,"1","1",1.324,0.1324,18,"18-25",0,114,1863,5,28056,1003,"urbana",8209,"particular","turismo","gasolina","M","otro","soltero","anual",1,1,"basico","telematico",0,0,1,1,1.324,0,1.324,1,"baja",0,NA,0,"1","1"
26,"1","1",0.557,0.0557,70,"65+",31,137,2404,4,20509,110,"rural",5850,"comercial","furgoneta","diesel","M","rojo","soltero","anual",1,1,"superior","presencial",0,0,0,0,0.557,0,0.557,1,"baja",0,NA,0,"1","1"
27,"1","1",9.05,0.905,78,"65+",53,118,1588,3,29450,267,"mixta",6944,"comercial","turismo","gasolina","M","negro","soltero","mensual",1,1,"basico","telematico",0,3,0,7,9.05,0,9.05,1,"baja",0,NA,0,"1","1"
28,"1","1",6.206,0.6206,69,"65+",41,147,1877,9,28551,3024,"urbana",17006,"particular","furgoneta","diesel","M","negro","casado","mensual",0,2,"basico","telefonico",6,4,0,5,0.923,1,6.206,1,"baja",18211.44,3035.24,1,"5","4"
29,"1","1",2.104,0.2104,36,"35-65",12,70,901,12,35705,34,"rural",4369,"particular","furgoneta","diesel","M","gris","casado","anual",0,1,"medio","presencial",0,0,0,0,2.104,0,2.104,1,"baja",0,NA,0,"1","1"
30,"1","1",6.349,0.6349,31,"25-35",12,109,1804,11,16741,41,"rural",6495,"particular","moto","gasolina","H","blanco","casado","mensual",0,2,"basico","presencial",0,1,0,1,6.349,0,8.831,0,"fin_estudio",0,NA,0,"1","1"
31,"1","1",2.168,0.2168,20,"18-25",1,71,867,12,12695,1761,"urbana",12980,"particular","turismo","gasolina","M","blanco","casado","anual",0,1,"basico","telefonico",0,2,0,1,2.168,0,10,0,"fin_estudio",0,NA,0,"1","1"
32,"1","1",4.871,0.4871,54,"35-65",28,136,2095,0,11921,81,"rural",10858,"particular","turismo","diesel","M","rojo","soltero","mensual",1,1,"medio","telematico",0,3,2,4,4.871,0,4.871,1,"baja",0,NA,0,"1","1"
33,"1","1",2.581,0.2581,48,"35-65",23,129,1935,9,29097,62,"rural",21548,"particular","turismo","gasolina","M","blanco","casado","mensual",0,1,"basico","presencial",0,2,0,0,2.581,0,4.123,0,"fin_estudio",0,NA,0,"1","1"
34,"1","1",7.244,0.7244,38,"35-65",9,122,1924,7,26831,487,"mixta",11923,"particular","turismo","diesel","M","blanco","soltero","anual",0,1,"basico","telematico",0,1,0,2,7.244,0,9.387,0,"fin_estudio",0,NA,0,"1","1"
35,"1","1",4.537,0.4537,55,"35-65",20,133,2140,18,22738,113,"rural",10069,"particular","moto","gasolina","H","rojo","soltero","anual",0,1,"superior","presencial",0,4,0,2,4.537,0,4.537,1,"baja",0,NA,0,"3","2"
36,"1","1",4.889,0.4889,37,"35-65",17,55,918,7,28718,876,"mixta",8464,"particular","turismo","diesel","M","gris","casado","mensual",1,1,"basico","presencial",1,1,1,3,0.814,1,4.889,1,"baja",4534.16,4534.16,1,"2","2"
37,"1","1",2.974,0.2974,34,"25-35",9,116,1632,8,24443,166,"mixta",16102,"particular","turismo","diesel","M","negro","casado","anual",0,2,"basico","telematico",0,4,0,0,2.974,0,2.974,1,"baja",0,NA,0,"4","4"
38,"1","1",4.299,0.4299,30,"25-35",5,141,2090,4,7834,39,"rural",12268,"particular","turismo","gasolina","H","rojo","casado","mensual",0,3,"basico","presencial",0,1,1,4,4.299,0,4.299,1,"baja",0,NA,0,"1","1"
39,"1","1",2.013,0.2013,43,"35-65",15,103,1427,8,28071,207,"mixta",31740,"particular","moto","diesel","H","rojo","casado","anual",0,2,"medio","presencial",0,1,0,1,2.013,0,10,0,"fin_estudio",0,NA,0,"1","1"
40,"1","1",5.262,0.5262,48,"35-65",27,63,1014,14,26712,388,"mixta",5581,"particular","furgoneta","diesel","H","negro","casado","mensual",0,1,"superior","presencial",1,0,0,2,1.681,1,5.262,1,"baja",2082.53,2082.53,1,"2","1"
41,"1","1",9.182,0.9182,41,"35-65",20,92,1469,9,28420,238,"mixta",12070,"particular","turismo","diesel","H","negro","soltero","anual",0,4,"basico","telematico",0,2,1,4,9.182,0,10,0,"fin_estudio",0,NA,0,"1","1"
42,"1","1",2.355,0.2355,18,"18-25",0,89,1597,2,8579,119,"rural",21738,"particular","moto","gasolina","M","rojo","casado","mensual",0,1,"superior","presencial",0,1,1,1,2.355,0,2.355,1,"baja",0,NA,0,"1","1"
43,"1","1",1.709,0.1709,49,"35-65",11,65,837,11,21231,331,"mixta",7429,"particular","moto","diesel","H","gris","casado","mensual",1,2,"medio","presencial",0,0,1,0,1.709,0,1.709,1,"baja",0,NA,0,"1","1"
