"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",7.194,0.7194,61,"35-65",41,133,2239,7,25566,284,"mixta",10821,"comercial","turismo","diesel","H","rojo","otro","mensual",0,1,"superior","presencial",0,2,0,4,7.194,0,7.194,1,"baja",0,NA,0,"2","2"
2,"1","1",4.777,0.4777,28,"25-35",9,165,2187,11,13333,1828,"urbana",7056,"particular","furgoneta","gasolina","H","negro","casado","anual",0,1,"superior","telefonico",4,2,0,2,0.35,1,10,0,"fin_estudio",9771.02,2442.76,1,"3","5"
3,"1","1",4.111,0.4111,56,"35-65",29,194,2962,10,21097,1340,"urbana",7160,"particular","turismo","diesel","H","otro","soltero","anual",1,1,"medio","telefonico",0,3,0,0,4.111,0,7.192,0,"fin_estudio",0,NA,0,"1","1"
4,"1","1",0.844,0.0844,35,"25-35",14,147,1887,6,13183,77,"rural",11946,"particular","moto","diesel","M","gris","casado","anual",0,2,"basico","telematico",0,0,0,0,0.844,0,0.844,1,"baja",0,NA,0,"2","2"
5,"1","1",5.267,0.5267,33,"25-35",14,145,2514,5,13850,1435,"urbana",10595,"particular","turismo","diesel","M","negro","casado","mensual",0,2,"basico","presencial",0,3,0,0,5.267,0,10,0,"fin_estudio",0,NA,0,"1","1"
6,"1","1",8.899,0.8899,32,"25-35",8,161,2429,6,31830,804,"mixta",18261,"particular","turismo","gasolina","M","negro","soltero","anual",0,1,"medio","telefonico",0,4,0,1,8.899,0,10,0,"fin_estudio",0,NA,0,"2","1"
7,"1","1",2.823,0.2823,61,"35-65",36,81,1146,1,4140,667,"mixta",14331,"particular","turismo","diesel","H","negro","casado","mensual",1,1,"superior","presencial",0,0,0,0,2.823,0,4.929,0,"fin_estudio",0,NA,0,"2","1"
8,"1","1",1.862,0.1862,26,"25-35",7,55,800,0,19791,155,"mixta",21897,"particular","turismo","gasolina","H","otro","casado","anual",0,2,"medio","telefonico",0,1,0,0,1.862,0,10,0,"fin_estudio",0,NA,0,"4","4"
9,"1","1",1.769,0.1769,53,"35-65",32,169,2862,2,11083,152,"mixta",9645,"comercial","furgoneta","gasolina","M","rojo","casado","anual",1,1,"superior","presencial",0,0,0,0,1.769,0,1.769,1,"baja",0,NA,0,"2","2"
10,"1","1",8.838,0.8838,42,"35-65",24,86,1234,8,35229,741,"mixta",18095,"particular","turismo","diesel","H","negro","soltero","anual",1,1,"basico","presencial",4,1,0,2,5.853,1,10,0,"fin_estudio",15524.93,3881.23,1,"4","3"
