"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,61,7,1
1,2,1,2,1,0,62,8,1
1,3,2,3,1,0,63,9,1
1,4,3,4,1,0,64,10,1
1,5,4,5,1,0,65,11,1
1,6,5,6,1,0,66,12,1
1,7,6,7,1,0,67,13,1
1,8,7,7.194,0.194,0,68,14,1
2,1,0,1,1,2,28,11,1
2,2,1,2,1,0,29,12,1
2,3,2,3,1,0,30,13,1
2,4,3,4,1,0,31,14,1
2,5,4,4.777,0.777,2,32,15,1
3,1,0,1,1,0,56,10,1
3,2,1,2,1,0,57,11,1
3,3,2,3,1,0,58,12,1
3,4,3,4,1,0,59,13,1
3,5,4,4.111,0.111,0,60,14,1
4,1,0,0.844,0.844,0,35,6,1
5,1,0,1,1,0,33,5,1
5,2,1,2,1,0,34,6,1
5,3,2,3,1,0,35,7,1
5,4,3,4,1,0,36,8,1
5,5,4,5,1,0,37,9,1
5,6,5,5.267,0.267,0,38,10,1
6,1,0,1,1,0,32,6,1
6,2,1,2,1,0,33,7,1
6,3,2,3,1,0,34,8,1
6,4,3,4,1,0,35,9,1
6,5,4,5,1,0,36,10,1
6,6,5,6,1,0,37,11,1
6,7,6,7,1,0,38,12,1
6,8,7,8,1,0,39,13,1
6,9,8,8.899,0.899,0,40,14,1
7,1,0,1,1,0,61,1,1
7,2,1,2,1,0,62,2,1
7,3,2,2.823,0.823,0,63,3,1
8,1,0,1,1,0,26,0,1
8,2,1,1.862,0.862,0,27,1,1
9,1,0,1,1,0,53,2,1
9,2,1,1.769,0.769,0,54,3,1
10,1,0,1,1,0,42,8,1
10,2,1,2,1,0,43,9,1
10,3,2,3,1,0,44,10,1
10,4,3,4,1,0,45,11,1
10,5,4,5,1,0,46,12,1
10,6,5,6,1,1,47,13,1
10,7,6,7,1,3,48,14,1
10,8,7,8,1,0,49,15,1
10,9,8,8.838,0.838,0,50,16,1
11,1,0,1,1,0,20,9,1
11,2,1,2,1,0,21,10,1
11,3,2,3,1,0,22,11,1
11,4,3,3.354,0.354,0,23,12,1
12,1,0,1,1,0,51,14,1
12,2,1,2,1,0,52,15,1
12,3,2,3,1,0,53,16,1
12,4,3,4,1,1,54,17,1
12,5,4,5,1,0,55,18,1
12,6,5,6,1,0,56,19,1
12,7,6,7,1,0,57,20,1
12,8,7,8,1,0,58,21,1
12,9,8,8.211,0.211,0,59,22,1
13,1,0,1,1,0,20,13,1
13,2,1,2,1,0,21,14,1
13,3,2,3,1,0,22,15,1
13,4,3,3.164,0.164,0,23,16,1
14,1,0,1,1,0,33,15,1
14,2,1,2,1,0,34,16,1
14,3,2,3,1,0,35,17,1
14,4,3,4,1,0,36,18,1
14,5,4,5,1,0,37,19,1
14,6,5,6,1,0,38,20,1
14,7,6,6.285,0.285,0,39,21,1
15,1,0,1,1,0,57,6,1
15,2,1,2,1,0,58,7,1
15,3,2,2.082,0.082,0,59,8,1
16,1,0,1,1,0,18,10,1
16,2,1,2,1,0,19,11,1
16,3,2,3,1,0,20,12,1
16,4,3,4,1,0,21,13,1
16,5,4,5,1,0,22,14,1
16,6,5,5.609,0.609,0,23,15,1
17,1,0,1,1,0,52,7,1
17,2,1,1.084,0.084,0,53,8,1
18,1,0,1,1,0,53,11,1
18,2,1,2,1,0,54,12,1
18,3,2,3,1,1,55,13,1
18,4,3,4,1,0,56,14,1
18,5,4,4.534,0.534,0,57,15,1
19,1,0,1,1,0,70,5,1
19,2,1,2,1,0,71,6,1
19,3,2,3,1,0,72,7,1
19,4,3,4,1,0,73,8,1
19,5,4,5,1,0,74,9,1
19,6,5,6,1,0,75,10,1
19,7,6,7,1,0,76,11,1
19,8,7,8,1,0,77,12,1
19,9,8,9,1,0,78,13,1
19,10,9,9.408,0.408,0,79,14,1
20,1,0,1,1,0,63,10,1
20,2,1,2,1,0,64,11,1
20,3,2,3,1,0,65,12,1
20,4,3,4,1,0,66,13,1
20,5,4,4.891,0.891,0,67,14,1
21,1,0,1,1,0,64,8,1
21,2,1,2,1,0,65,9,1
21,3,2,3,1,0,66,10,1
21,4,3,4,1,0,67,11,1
21,5,4,5,1,0,68,12,1
21,6,5,5.342,0.342,0,69,13,1
22,1,0,1,1,0,38,16,1
22,2,1,2,1,0,39,17,1
22,3,2,2.789,0.789,0,40,18,1
23,1,0,0.587,0.587,0,31,15,1
24,1,0,1,1,1,47,5,1
24,2,1,2,1,0,48,6,1
24,3,2,3,1,0,49,7,1
24,4,3,4,1,0,50,8,1
24,5,4,5,1,0,51,9,1
24,6,5,6,1,0,52,10,1
24,7,6,6.031,0.031,0,53,11,1
25,1,0,1,1,0,41,5,1
25,2,1,2,1,0,42,6,1
25,3,2,3,1,0,43,7,1
25,4,3,4,1,0,44,8,1
25,5,4,5,1,0,45,9,1
25,6,5,5.353,0.353,0,46,10,1
26,1,0,1,1,0,40,5,1
26,2,1,2,1,1,41,6,1
26,3,2,3,1,0,42,7,1
