"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",7.809,0.7809,48,"35-65",13,147,2456,6,25678,409,"mixta",10842,"particular","moto","gasolina","H","gris","casado","anual",0,2,"medio","presencial",0,1,0,4,7.809,0,10,0,"fin_estudio",0,NA,0,"1","1"
2,"1","1",1.237,0.1237,45,"35-65",23,81,1055,11,22346,450,"mixta",3960,"particular","furgoneta","diesel","M","blanco","casado","anual",1,1,"superior","presencial",0,1,0,0,1.237,0,10,0,"fin_estudio",0,NA,0,"1","1"
3,"1","1",5.12,0.512,51,"35-65",22,67,1139,6,21458,121,"rural",13890,"particular","turismo","gasolina","M","gris","soltero","mensual",1,1,"medio","telefonico",0,0,0,0,5.12,0,10,0,"fin_estudio",0,NA,0,"2","2"
4,"1","1",6.291,0.6291,70,"65+",46,129,2090,4,26063,71,"rural",5202,"comercial","turismo","gasolina","H","blanco","otro","anual",0,2,"basico","presencial",0,1,1,1,6.291,0,6.291,1,"baja",0,NA,0,"2","2"
5,"1","1",7.151,0.7151,46,"35-65",11,87,1410,9,15459,146,"rural",15025,"particular","turismo","diesel","M","blanco","casado","anual",1,2,"basico","telefonico",0,2,0,2,7.151,0,7.151,1,"baja",0,NA,0,"3","2"
6,"1","1",8.257,0.8257,70,"65+",34,109,1657,16,29177,151,"mixta",23564,"particular","turismo","gasolina","M","otro","otro","anual",0,2,"basico","presencial",4,2,0,2,1.959,1,10,0,"fin_estudio",10928.96,2732.24,1,"4","3"
7,"1","1",2.788,0.2788,26,"25-35",5,108,1774,3,23348,93,"rural",9975,"particular","moto","diesel","H","blanco","otro","anual",0,1,"medio","telematico",0,2,0,0,2.788,0,10,0,"fin_estudio",0,NA,0,"3","3"
8,"1","1",0.666,0.0666,44,"35-65",11,55,937,7,17927,94,"rural",18233,"particular","turismo","gasolina","H","negro","soltero","mensual",1,1,"superior","presencial",0,0,0,0,0.666,0,0.666,1,"baja",0,NA,0,"4","4"
9,"1","1",7.601,0.7601,48,"35-65",24,58,800,0,9555,93,"rural",6403,"particular","turismo","gasolina","H","rojo","casado","anual",0,2,"superior","presencial",1,1,0,1,4.683,1,7.601,1,"baja",607.96,607.96,1,"2","1"
10,"1","1",1.934,0.1934,24,"18-25",5,111,1477,5,34119,330,"mixta",16853,"particular","turismo","diesel","H","negro","soltero","anual",0,1,"medio","telefonico",1,1,0,0,0.744,1,2.392,0,"fin_estudio",4390.25,4390.25,1,"2","1"
