"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",1.705,0.1705,27,"25-35",4,122,1883,3,24493,519,"mixta",9638,"particular","moto","gasolina","H","negro","otro","mensual",1,1,"basico","presencial",0,2,0,0,1.705,0,1.705,1,"baja",0,NA,0,"1","1"
2,"1","1",9.664,0.9664,59,"35-65",15,122,2100,3,33698,356,"mixta",13455,"particular","turismo","gasolina","H","gris","casado","anual",0,1,"superior","presencial",2,3,0,3,3.032,1,10,0,"fin_estudio",5734.45,2867.23,1,"2","1"
3,"1","1",4.966,0.4966,46,"35-65",25,107,1767,8,29088,547,"mixta",9658,"particular","turismo","gasolina","H","blanco","casado","anual",1,1,"basico","telematico",3,0,0,0,2.703,1,10,0,"fin_estudio",4152.65,1384.22,1,"5","5"
4,"1","1",4.824,0.4824,48,"35-65",16,122,1770,12,22799,920,"mixta",2618,"comercial","turismo","diesel","M","blanco","casado","mensual",0,1,"medio","telefonico",1,2,0,6,1.681,1,4.824,1,"baja",388.66,388.66,1,"4","3"
5,"1","1",1.528,0.1528,52,"35-65",16,133,1961,11,24225,84,"rural",6883,"particular","moto","diesel","H","negro","casado","anual",1,2,"medio","telefonico",0,1,0,0,1.528,0,2.141,0,"fin_estudio",0,NA,0,"3","2"
6,"1","1",2.872,0.2872,59,"35-65",32,55,800,10,16723,150,"rural",14123,"particular","turismo","gasolina","H","negro","soltero","anual",0,1,"basico","presencial",0,2,1,1,2.872,0,2.872,1,"baja",0,NA,0,"3","2"
7,"1","1",4.715,0.4715,51,"35-65",28,104,1740,10,33727,1147,"urbana",12041,"particular","turismo","diesel","H","gris","soltero","anual",0,1,"basico","presencial",0,1,0,1,4.715,0,4.715,1,"baja",0,NA,0,"3","3"
8,"1","1",8.214,0.8214,60,"35-65",32,141,2420,7,18860,117,"rural",9921,"comercial","turismo","gasolina","H","otro","soltero","mensual",0,1,"basico","presencial",0,4,0,4,8.214,0,10,0,"fin_estudio",0,NA,0,"1","1"
9,"1","1",2.09,0.209,45,"35-65",14,135,2192,11,10035,170,"mixta",13993,"particular","turismo","gasolina","M","negro","casado","mensual",1,1,"medio","telefonico",0,0,0,1,2.09,0,2.09,1,"baja",0,NA,0,"1","1"
10,"1","1",5.844,0.5844,34,"25-35",12,116,1816,9,41685,62,"rural",15132,"particular","moto","gasolina","H","otro","casado","anual",0,1,"medio","telefonico",1,2,0,0,3.346,1,5.844,1,"baja",14666.26,14666.26,1,"4","4"
11,"1","1",8.326,0.8326,41,"35-65",17,114,1397,9,36863,26,"rural",8810,"particular","turismo","diesel","M","negro","casado","mensual",0,1,"basico","presencial",1,2,0,0,6.566,1,10,0,"fin_estudio",381.83,381.83,1,"2","2"
12,"1","1",1.158,0.1158,60,"35-65",34,68,954,13,25619,349,"mixta",7800,"particular","moto","diesel","H","blanco","casado","mensual",0,2,"basico","presencial",0,1,0,0,1.158,0,1.158,1,"baja",0,NA,0,"5","4"
13,"1","1",3.676,0.3676,43,"35-65",19,89,1205,11,22472,728,"mixta",12357,"particular","turismo","gasolina","H","gris","casado","mensual",0,2,"basico","presencial",0,2,0,0,3.676,0,7.619,0,"fin_estudio",0,NA,0,"4","4"
14,"1","1",2.67,0.267,49,"35-65",12,109,1677,9,21518,2210,"urbana",10654,"particular","turismo","diesel","H","blanco","soltero","mensual",1,1,"basico","presencial",0,0,0,1,2.67,0,5.493,0,"fin_estudio",0,NA,0,"2","2"
15,"1","1",2.517,0.2517,35,"25-35",15,82,1057,2,24678,427,"mixta",3433,"particular","turismo","diesel","H","blanco","casado","anual",0,3,"basico","presencial",1,2,0,0,0.702,1,10,0,"fin_estudio",2140.45,2140.45,1,"5","5"
