"id_poliza","k","t_k","coste_k","anio"
2,1,3.032,2833.8,4
2,2,7.5215,2900.65,8
3,1,2.7029,1751.67,3
3,2,3.0224,1376.36,4
3,3,3.4919,1024.62,4
4,1,1.6811,388.66,2
10,1,3.3457,14666.26,4
11,1,6.5658,381.83,7
15,1,0.7021,2140.45,1
19,1,2.4085,1513.35,3
19,2,4.9597,1129.9,5
21,1,0.0472,1282.64,1
25,1,1.0351,1967.5,2
25,2,2.6644,2168.97,3
25,3,3.0612,186.44,4
25,4,3.9131,3083.6,4
25,5,4.0845,2168.76,5
25,6,4.3075,2983.02,5
25,7,4.4445,1922.03,5
25,8,4.7454,1086.67,5
25,9,5.2671,3426.39,6
25,10,5.3286,1569.69,6
25,11,5.4088,7873.3,6
25,12,7.0653,3597.22,8
25,13,8.2039,3506.73,9
26,1,0.4062,3196.27,1
27,1,0.2693,5850.94,1
27,2,2.572,2903.36,3
27,3,3.6845,3576.41,4
27,4,4.4832,8019.21,5
28,1,0.9228,2783.19,1
30,1,0.2311,659.52,1
30,2,0.4415,879.74,1
30,3,1.1042,1426.32,2
30,4,3.8753,660.82,4
30,5,3.9049,5552.38,4
33,1,1.712,294.84,2
35,1,2.3578,3497.43,3
43,1,0.4162,326.99,1
45,1,0.7398,3649.54,1
45,2,2.6252,5096.6,3
45,3,3.6856,1523.48,4
45,4,6.245,3467.08,7
47,1,1.5639,8148.6,2
47,2,4.6297,2072.35,5
49,1,2.4711,8307.08,3
49,2,7.7322,2134.75,8
52,1,4.4287,899.99,5
54,1,1.234,727.27,2
55,1,2.303,5458.2,3
61,1,6.2426,1665.3,7
62,1,0.6348,2404.5,1
65,1,0.5701,7943.91,1
65,2,0.7793,4081.03,1
65,3,2.6131,2924.57,3
65,4,5.6297,3577,6
65,5,6.7655,9701.05,7
65,6,6.8515,4195.18,7
65,7,6.9305,3447.83,7
65,8,7.0924,4388.56,8
66,1,1.4801,1220.82,2
67,1,1.7704,7655.47,2
67,2,1.9496,2534.81,2
67,3,2.1335,3438.6,3
67,4,3.273,1572.64,4
67,5,3.7848,6010.45,4
67,6,3.9539,4435.09,4
68,1,0.3504,9953.61,1
71,1,3.0584,5525.14,4
72,1,4.5509,116.86,5
72,2,5.1283,1166.95,6
72,3,6.4065,1750.55,7
73,1,0.4938,1067.28,1
76,1,4.1104,2850.81,5
78,1,1.4424,531.41,2
84,1,0.3226,1049.98,1
90,1,0.0719,1063.87,1
90,2,0.5895,5503.69,1
98,1,0.5698,1438.37,1
99,1,3.284,3808.02,4
101,1,1.97,2677.23,2
101,2,3.0208,3401.28,4
103,1,0.1,2763.22,1
103,2,3.4929,3932.66,4
103,3,9.0752,1721.87,10
106,1,0.468,906.87,1
