"id_poliza","k","t_k","coste_k","anio"
2,1,0.7658,859.41,1
3,1,1.6624,1154.61,2
9,1,0.5221,5.75,1
10,1,4.6016,727.27,5
13,1,1.4403,548.1,2
13,2,4.6693,1498.26,5
13,3,5.9194,3061.52,6
17,1,1.7509,3212.35,2
24,1,0.2566,3244.79,1
26,1,2.1819,586.73,3
27,1,2.9965,3981.49,3
28,1,6.2416,5795.42,7
38,1,0.7933,102.9,1
38,2,1.4097,349.18,2
41,1,2.7964,735.28,3
41,2,7.9159,8502.35,8
47,1,1.146,69.27,2
48,1,2.9253,5053.39,3
48,2,4.3756,2617.99,5
61,1,0.6239,925.69,1
66,1,3.8637,405.38,4
67,1,1.118,14242.24,2
67,2,3.1289,4887.31,4
67,3,3.5576,440.69,4
67,4,5.2485,4954.34,6
73,1,1.3849,869.17,2
92,1,1.078,698.34,2
92,2,2.0058,2766.64,3
96,1,2.5623,2806.77,3
96,2,4.2762,1481.02,5
98,1,1.9506,317.77,2
98,2,2.5384,1462.65,3
98,3,6.8262,1143.68,7
108,1,1.1727,1707.45,2
109,1,1.2803,355.75,2
109,2,2.2002,994.75,3
109,3,3.1384,689.13,4
115,1,0.0524,624.22,1
115,2,1.5237,4948.55,2
115,3,1.749,389.91,2
120,1,2.9379,1041.74,3
124,1,2.6339,1288.12,3
129,1,2.2216,2865.64,3
131,1,0.613,1207.21,1
135,1,0.656,1977.11,1
135,2,1.3416,3247.11,2
137,1,0.35,2133.79,1
137,2,5.4771,1762.97,6
139,1,1.2508,748.18,2
139,2,2.8221,446.19,3
139,3,3.424,386.38,4
140,1,0.7003,4882.45,1
141,1,0.9367,3077.84,1
143,1,0.6148,997.81,1
145,1,2.2982,3222.89,3
149,1,4.5394,2438.62,5
150,1,0.6191,2518.85,1
154,1,0.6453,5288.62,1
157,1,2.4593,1218.56,3
157,2,3.5621,1305.12,4
163,1,0.7977,832.49,1
165,1,1.2289,441.54,2
179,1,0.5286,2449.99,1
179,2,0.9525,7271.44,1
186,1,2.2718,634.57,3
186,2,4.0451,998.07,5
188,1,2.7341,3097.01,3
190,1,2.6935,1228.63,3
199,1,3.6566,4264.5,4
200,1,3.2098,1187.74,4
200,2,4.4307,1464.21,5
200,3,5.9551,419.5,6
200,4,5.9959,2249.72,6
201,1,2.2477,4264.77,3
216,1,3.8807,412.1,4
217,1,3.7782,268.44,4
226,1,6.3468,74.25,7
242,1,0.0413,707.46,1
242,2,0.0537,2388.75,1
248,1,1.1579,1163.23,2
249,1,4.414,1446.71,5
257,1,2.1544,5025.33,3
259,1,0.9992,428.97,1
271,1,0.5203,861.41,1
271,2,2.3328,1010.52,3
271,3,2.4968,2295.38,3
272,1,2.0145,726.16,3
273,1,0.0108,1271.9,1
276,1,0.0436,827.39,1
276,2,0.8935,1124.4,1
281,1,0.8172,1030.21,1
281,2,1.8163,1162.01,2
287,1,0.6199,2840.95,1
287,2,1.0849,4938.2,2
287,3,1.6605,2904.05,2
290,1,3.0891,291.77,4
291,1,1.0354,2929.13,2
295,1,0.8938,3239.62,1
304,1,6.2714,1216.44,7
308,1,1.7713,3463.6,2
311,1,3.6558,2692.52,4
311,2,4.534,3477.95,5
312,1,2.4032,170.49,3
320,1,3.3192,621.46,4
328,1,4.0671,451.25,5
329,1,0.9834,385.49,1
335,1,0.8643,2263.04,1
343,1,2.325,2242.68,3
344,1,4.9746,265.3,5
349,1,2.1172,929.57,3
349,2,3.8058,396.14,4
352,1,0.115,924.61,1
353,1,0.8663,819.65,1
353,2,4.7482,647.21,5
353,3,4.7966,2058.48,5
360,1,1.8176,993.16,2
360,2,6.3025,483.33,7
364,1,3.4324,1245.95,4
368,1,2.0036,3145.85,3
369,1,1.1941,104.57,2
371,1,2.1264,485.94,3
374,1,6.5378,475.8,7
381,1,1.4229,181.56,2
391,1,0.9946,3282.08,1
391,2,4.4272,1803.51,5
393,1,1.6712,623,2
399,1,0.367,1741.15,1
407,1,1.0003,1362.28,2
413,1,2.0242,6184.9,3
416,1,0.0805,5254.49,1
417,1,7.001,2292.27,8
424,1,1.2602,1459.75,2
435,1,0.4015,626.2,1
441,1,1.3554,799.65,2
445,1,4.0875,9154.32,5
446,1,0.2388,2751.95,1
459,1,0.3967,5048.11,1
461,1,5.7411,2827.15,6
462,1,0.5837,1215.38,1
468,1,1.9303,405.9,2
468,2,6.8508,3101.92,7
472,1,0.0798,321.21,1
472,2,4.1035,458.76,5
472,3,5.9025,833.37,6
473,1,0.1516,619.94,1
484,1,0.7388,2420.7,1
484,2,6.542,818.59,7
491,1,1.5092,1906.72,2
491,2,2.4612,3689.97,3
491,3,3.7251,765.51,4
493,1,0.1811,3261.83,1
505,1,0.6415,1776.55,1
517,1,3.7335,4038.13,4
521,1,5.219,3659.77,6
535,1,1.3488,1358.65,2
535,2,3.0339,1339.17,4
536,1,8.2388,2566.43,9
537,1,2.9833,276.63,3
542,1,0.5973,1394.28,1
542,2,0.5977,735.96,1
550,1,0.2764,2254.03,1
552,1,1.0601,4401.61,2
561,1,3.1736,252.59,4
566,1,0.9405,2087.62,1
567,1,0.5411,624.43,1
571,1,1.2154,1407.06,2
573,1,1.3072,3871.56,2
587,1,2.5213,571.48,3
591,1,3.2371,544.51,4
591,2,4.746,1115.26,5
591,3,5.7828,494.32,6
591,4,6.5221,4938.25,7
591,5,7.21,1522.8,8
591,6,7.9784,4434.92,8
600,1,2.2005,503.95,3
600,2,3.0923,4351.02,4
600,3,3.9606,3771.03,4
600,4,3.9787,1517.77,4
600,5,6.6834,3980.17,7
607,1,2.1331,333.8,3
613,1,2.0033,155.67,3
619,1,8.2838,161.61,9
620,1,6.895,483.36,7
622,1,0.0618,206.15,1
625,1,1.4822,1127.29,2
627,1,4.6264,966.09,5
629,1,3.1653,262.45,4
631,1,1.6205,4141.24,2
631,2,1.8631,430,2
631,3,5.5557,1222.34,6
633,1,1.7161,3093.3,2
633,2,4.2324,1181.35,5
639,1,0.2441,149.6,1
642,1,1.562,3790.22,2
642,2,4.8548,4171.27,5
642,3,4.9188,2825.97,5
642,4,5.2104,3344.87,6
643,1,1.419,3828.21,2
643,2,2.0795,1096.72,3
643,3,5.2727,1031.44,6
643,4,7.2849,7069.79,8
646,1,0.6865,775.95,1
647,1,2.2298,2881.38,3
658,1,1.1016,120.45,2
660,1,4.4718,1014.58,5
663,1,0.4693,1158.63,1
664,1,0.2053,180.45,1
677,1,0.7726,2462.68,1
677,2,2.94,2113.78,3
679,1,1.4974,801.69,2
679,2,2.3263,1521.36,3
679,3,2.9581,484.84,3
688,1,2.6571,2459.54,3
689,1,2.995,1779.44,3
692,1,1.5069,244.63,2
697,1,3.0981,164.07,4
700,1,2.0996,1205.93,3
705,1,1.477,2802.77,2
706,1,1.4126,11963.43,2
712,1,5.9406,3211.83,6
713,1,0.5322,1635.22,1
714,1,1.2505,3009.17,2
719,1,2.2806,769.23,3
721,1,5.0125,1002.57,6
721,2,5.1085,3543.49,6
725,1,3.0808,897.5,4
726,1,2.418,7.46,3
727,1,1.1662,2268.19,2
727,2,2.058,1082.53,3
727,3,2.4588,1066.1,3
727,4,2.5872,1878.76,3
734,1,6.3097,2151.19,7
739,1,1.4713,649.84,2
739,2,4.8951,3089.76,5
739,3,5.8656,2200.73,6
739,4,5.8894,224.86,6
740,1,2.6596,1380.61,3
742,1,4.8524,118.22,5
745,1,1.6214,1116.71,2
745,2,5.4204,1511.9,6
746,1,5.1788,804.3,6
746,2,6.1709,2986.83,7
747,1,2.6275,1982.01,3
747,2,4.1253,1947.91,5
747,3,4.4799,1797.56,5
748,1,0.6177,416.35,1
751,1,4.7678,585.72,5
757,1,0.06,1371.22,1
758,1,1.9739,1224.58,2
760,1,0.062,335.57,1
768,1,1.6563,3132.92,2
768,2,1.972,2861.33,2
768,3,3.9456,803.41,4
771,1,1.0666,3316.66,2
776,1,4.4326,1205.6,5
776,2,5.7245,3000.18,6
