"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,54,12,1
1,2,1,2,1,0,55,13,1
1,3,2,3,1,0,56,14,1
1,4,3,4,1,0,57,15,1
1,5,4,4.851,0.851,0,58,16,1
2,1,0,1,1,1,57,10,1
2,2,1,2,1,0,58,11,1
2,3,2,3,1,0,59,12,1
2,4,3,3.67,0.67,0,60,13,1
3,1,0,1,1,0,50,0,1
3,2,1,2,1,1,51,1,1
3,3,2,3,1,0,52,2,1
3,4,3,4,1,0,53,3,1
3,5,4,4.188,0.188,0,54,4,1
4,1,0,1,1,0,65,11,1
4,2,1,2,1,0,66,12,1
4,3,2,3,1,0,67,13,1
4,4,3,4,1,0,68,14,1
4,5,4,5,1,0,69,15,1
4,6,5,5.798,0.798,0,70,16,1
5,1,0,1,1,0,46,9,1
5,2,1,2,1,0,47,10,1
5,3,2,3,1,0,48,11,1
5,4,3,4,1,0,49,12,1
5,5,4,5,1,0,50,13,1
5,6,5,6,1,0,51,14,1
5,7,6,6.747,0.747,0,52,15,1
6,1,0,1,1,0,31,19,1
6,2,1,2,1,0,32,20,1
6,3,2,3,1,0,33,21,1
6,4,3,4,1,0,34,22,1
6,5,4,5,1,0,35,23,1
6,6,5,6,1,0,36,24,1
6,7,6,7,1,0,37,25,1
6,8,7,7.189,0.189,0,38,26,1
7,1,0,1,1,0,28,1,1
7,2,1,2,1,0,29,2,1
7,3,2,2.189,0.189,0,30,3,1
8,1,0,1,1,0,72,0,1
8,2,1,2,1,0,73,1,1
8,3,2,3,1,0,74,2,1
8,4,3,4,1,0,75,3,1
8,5,4,5,1,0,76,4,1
8,6,5,6,1,0,77,5,1
8,7,6,7,1,0,78,6,1
8,8,7,8,1,0,79,7,1
8,9,8,9,1,0,80,8,1
8,10,9,9.141,0.141,0,81,9,1
9,1,0,1,1,1,64,3,1
9,2,1,2,1,0,65,4,1
9,3,2,3,1,0,66,5,1
9,4,3,4,1,0,67,6,1
9,5,4,5,1,0,68,7,1
9,6,5,5.073,0.073,0,69,8,1
10,1,0,1,1,0,70,12,1
10,2,1,2,1,0,71,13,1
10,3,2,3,1,0,72,14,1
10,4,3,4,1,0,73,15,1
10,5,4,5,1,1,74,16,1
10,6,5,5.173,0.173,0,75,17,1
11,1,0,0.834,0.834,0,40,7,1
12,1,0,1,1,0,78,9,1
12,2,1,2,1,0,79,10,1
12,3,2,2.516,0.516,0,80,11,1
13,1,0,1,1,0,61,13,1
13,2,1,2,1,1,62,14,1
13,3,2,3,1,0,63,15,1
13,4,3,4,1,0,64,16,1
13,5,4,5,1,1,65,17,1
13,6,5,6,1,1,66,18,1
13,7,6,7,1,0,67,19,1
13,8,7,7.009,0.009,0,68,20,1
14,1,0,1,1,0,30,10,1
14,2,1,2,1,0,31,11,1
14,3,2,2.749,0.749,0,32,12,1
15,1,0,1,1,0,59,0,1
15,2,1,2,1,0,60,1,1
15,3,2,3,1,0,61,2,1
15,4,3,3.528,0.528,0,62,3,1
16,1,0,1,1,0,33,14,1
16,2,1,2,1,0,34,15,1
16,3,2,3,1,0,35,16,1
16,4,3,4,1,0,36,17,1
16,5,4,5,1,0,37,18,1
16,6,5,6,1,0,38,19,1
16,7,6,7,1,0,39,20,1
16,8,7,8,1,0,40,21,1
16,9,8,9,1,0,41,22,1
16,10,9,9.509,0.509,0,42,23,1
17,1,0,1,1,0,25,6,1
17,2,1,2,1,1,26,7,1
17,3,2,3,1,0,27,8,1
17,4,3,4,1,0,28,9,1
17,5,4,5,1,0,29,10,1
17,6,5,6,1,0,30,11,1
17,7,6,7,1,0,31,12,1
17,8,7,8,1,0,32,13,1
17,9,8,9,1,0,33,14,1
17,10,9,9.256,0.256,0,34,15,1
18,1,0,1,1,0,54,10,1
18,2,1,2,1,0,55,11,1
18,3,2,3,1,0,56,12,1
18,4,3,4,1,0,57,13,1
18,5,4,5,1,0,58,14,1
18,6,5,5.217,0.217,0,59,15,1
19,1,0,1,1,0,52,8,1
19,2,1,2,1,0,53,9,1
19,3,2,3,1,0,54,10,1
19,4,3,4,1,0,55,11,1
19,5,4,4.629,0.629,0,56,12,1
20,1,0,1,1,0,36,9,1
20,2,1,2,1,0,37,10,1
20,3,2,3,1,0,38,11,1
20,4,3,4,1,0,39,12,1
20,5,4,5,1,0,40,13,1
20,6,5,6,1,0,41,14,1
20,7,6,6.806,0.806,0,42,15,1
21,1,0,1,1,0,47,11,1
21,2,1,2,1,0,48,12,1
21,3,2,3,1,0,49,13,1
21,4,3,4,1,0,50,14,1
21,5,4,5,1,0,51,15,1
21,6,5,6,1,0,52,16,1
21,7,6,7,1,0,53,17,1
21,8,7,8,1,0,54,18,1
21,9,8,8.866,0.866,0,55,19,1
22,1,0,1,1,0,52,10,1
22,2,1,2,1,0,53,11,1
22,3,2,3,1,0,54,12,1
22,4,3,4,1,0,55,13,1
22,5,4,5,1,0,56,14,1
22,6,5,6,1,0,57,15,1
22,7,6,7,1,0,58,16,1
22,8,7,8,1,0,59,17,1
22,9,8,8.215,0.215,0,60,18,1
23,1,0,1,1,0,40,8,1
23,2,1,2,1,0,41,9,1
23,3,2,3,1,0,42,10,1
23,4,3,4,1,0,43,11,1
23,5,4,5,1,0,44,12,1
23,6,5,6,1,0,45,13,1
23,7,6,7,1,0,46,14,1
23,8,7,7.901,0.901,0,47,15,1
24,1,0,1,1,1,62,12,1
24,2,1,1.835,0.835,0,63,13,1
25,1,0,1,1,0,72,9,1
25,2,1,2,1,0,73,10,1
25,3,2,2.885,0.885,0,74,11,1
26,1,0,1,1,0,50,6,1
26,2,1,2,1,0,51,7,1
26,3,2,3,1,1,52,8,1
26,4,3,3.81,0.81,0,53,9,1
27,1,0,1,1,0,48,17,1
27,2,1,2,1,0,49,18,1
27,3,2,3,1,1,50,19,1
27,4,3,3.088,0.088,0,51,20,1
28,1,0,1,1,0,58,12,1
28,2,1,2,1,0,59,13,1
28,3,2,3,1,0,60,14,1
28,4,3,4,1,0,61,15,1
28,5,4,5,1,0,62,16,1
28,6,5,6,1,0,63,17,1
28,7,6,7,1,1,64,18,1
28,8,7,7.234,0.234,0,65,19,1
29,1,0,1,1,0,66,3,1
29,2,1,2,1,0,67,4,1
29,3,2,3,1,0,68,5,1
29,4,3,3.696,0.696,0,69,6,1
30,1,0,1,1,0,37,10,1
30,2,1,1.796,0.796,0,38,11,1
31,1,0,1,1,0,31,2,1
31,2,1,2,1,0,32,3,1
31,3,2,2.693,0.693,0,33,4,1
32,1,0,1,1,0,40,16,1
32,2,1,2,1,0,41,17,1
32,3,2,3,1,0,42,18,1
32,4,3,4,1,0,43,19,1
32,5,4,5,1,0,44,20,1
32,6,5,6,1,0,45,21,1
32,7,6,6.28,0.28,0,46,22,1
33,1,0,1,1,0,25,3,1
33,2,1,2,1,0,26,4,1
33,3,2,3,1,0,27,5,1
33,4,3,3.49,0.49,0,28,6,1
34,1,0,1,1,0,32,3,1
34,2,1,2,1,0,33,4,1
34,3,2,3,1,0,34,5,1
34,4,3,4,1,0,35,6,1
34,5,4,5,1,0,36,7,1
34,6,5,5.129,0.129,0,37,8,1
35,1,0,1,1,0,26,6,1
35,2,1,2,1,0,27,7,1
35,3,2,3,1,0,28,8,1
