"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",7.308,0.7308,46,"35-65",15,55,800,0,30997,27,"rural",9181,"comercial","turismo","diesel","H","negro","casado","mensual",0,1,"basico","telematico",0,2,0,5,7.308,0,7.308,1,"baja",0,NA,0,"2","2"
2,"1","1",9.235,0.9235,43,"35-65",13,134,2100,5,22612,99,"rural",15855,"particular","turismo","gasolina","H","rojo","casado","anual",0,1,"basico","presencial",0,5,0,9,9.235,0,10,0,"fin_estudio",0,NA,0,"1","1"
3,"1","1",4.275,0.4275,43,"35-65",19,184,2821,8,28344,245,"mixta",13087,"particular","turismo","diesel","H","blanco","casado","anual",1,1,"superior","presencial",0,2,0,2,4.275,0,4.275,1,"baja",0,NA,0,"2","2"
4,"1","1",2.595,0.2595,63,"35-65",36,130,2201,14,23951,2808,"urbana",8680,"particular","moto","diesel","H","otro","casado","mensual",0,1,"basico","telematico",0,1,1,3,2.595,0,9.809,0,"fin_estudio",0,NA,0,"3","3"
5,"1","1",1.814,0.1814,44,"35-65",13,121,1752,5,25454,423,"mixta",40351,"particular","turismo","gasolina","H","blanco","soltero","anual",1,3,"medio","telematico",0,2,0,3,1.814,0,1.814,1,"baja",0,NA,0,"1","1"
6,"1","1",7.255,0.7255,33,"25-35",13,150,2349,3,45759,456,"mixta",15149,"particular","moto","gasolina","M","rojo","otro","mensual",0,1,"superior","presencial",2,4,0,13,6.055,1,10,0,"fin_estudio",2647.98,1323.99,1,"4","4"
7,"1","1",1.81,0.181,47,"35-65",21,100,1311,5,14460,138,"rural",10714,"particular","furgoneta","diesel","H","rojo","casado","anual",0,1,"superior","presencial",0,0,0,5,1.81,0,6.912,0,"fin_estudio",0,NA,0,"1","1"
8,"1","1",0.649,0.0649,28,"25-35",7,104,1273,1,38870,163,"mixta",6423,"particular","turismo","diesel","M","otro","casado","mensual",0,2,"basico","presencial",0,0,0,1,0.649,0,0.649,1,"baja",0,NA,0,"2","2"
9,"1","1",8.886,0.8886,63,"35-65",25,134,2208,9,38254,308,"mixta",6454,"particular","turismo","gasolina","H","gris","soltero","mensual",0,4,"basico","presencial",0,3,0,5,8.886,0,10,0,"fin_estudio",0,NA,0,"1","1"
10,"1","1",7.83,0.783,36,"35-65",14,131,1872,10,31097,3662,"urbana",12117,"particular","furgoneta","gasolina","M","rojo","soltero","anual",0,1,"superior","telefonico",2,2,0,8,2.928,1,7.83,1,"baja",15147.64,7573.82,1,"4","5"
11,"1","1",4.341,0.4341,53,"35-65",24,63,910,8,29941,1965,"urbana",8385,"comercial","furgoneta","diesel","M","gris","casado","mensual",0,2,"medio","presencial",1,3,0,6,1.111,1,4.341,1,"baja",2248.48,2248.48,1,"3","3"
12,"1","1",4.202,0.4202,43,"35-65",21,68,1060,8,9083,4606,"urbana",10320,"particular","turismo","gasolina","M","negro","casado","mensual",0,1,"superior","telefonico",0,1,0,1,4.202,0,4.202,1,"baja",0,NA,0,"2","2"
13,"1","1",4.491,0.4491,38,"35-65",14,125,2079,11,33767,300,"mixta",13180,"particular","turismo","diesel","M","otro","casado","mensual",1,1,"basico","presencial",0,5,0,4,4.491,0,8.314,0,"fin_estudio",0,NA,0,"2","1"
14,"1","1",1.261,0.1261,52,"35-65",14,145,2589,10,29083,64,"rural",6983,"particular","turismo","diesel","H","negro","soltero","anual",0,2,"superior","telefonico",0,1,0,2,1.261,0,9.251,0,"fin_estudio",0,NA,0,"3","3"
15,"1","1",6.079,0.6079,34,"25-35",7,195,3490,8,41569,1252,"urbana",8034,"comercial","turismo","diesel","H","rojo","casado","anual",1,1,"basico","telefonico",1,4,0,6,6.024,1,10,0,"fin_estudio",4518.35,4518.35,1,"2","3"
16,"1","1",2.708,0.2708,27,"25-35",6,114,1851,10,24711,105,"rural",17683,"particular","turismo","diesel","M","gris","soltero","mensual",0,1,"basico","presencial",0,0,0,4,2.708,0,2.708,1,"baja",0,NA,0,"3","3"
17,"1","1",2.293,0.2293,23,"18-25",4,124,1578,15,20050,204,"mixta",9051,"particular","turismo","diesel","H","negro","soltero","anual",0,2,"medio","presencial",0,1,0,4,2.293,0,2.293,1,"baja",0,NA,0,"2","2"
18,"1","1",3.087,0.3087,48,"35-65",14,55,800,1,15100,79,"rural",7630,"particular","turismo","diesel","M","rojo","casado","mensual",0,1,"basico","telematico",0,1,0,2,3.087,0,6.762,0,"fin_estudio",0,NA,0,"1","1"
19,"1","1",4.411,0.4411,35,"25-35",15,55,967,21,12381,777,"mixta",12820,"particular","turismo","gasolina","H","negro","casado","anual",0,2,"medio","telematico",0,1,1,6,4.411,0,4.411,1,"baja",0,NA,0,"3","3"
20,"1","1",4.595,0.4595,44,"35-65",11,55,848,8,17718,1275,"urbana",9578,"particular","turismo","diesel","M","negro","otro","mensual",0,2,"basico","telefonico",0,1,0,6,4.595,0,10,0,"fin_estudio",0,NA,0,"3","3"
