"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",3.155,0.3155,22,"18-25",2,165,2781,6,36175,47,"rural",13409,"particular","turismo","diesel","H","rojo","casado","mensual",0,1,"medio","telefonico",2,4,0,3,0.744,1,3.155,1,"baja",10812.01,5406,1,"5","5"
2,"1","1",9.711,0.9711,20,"18-25",1,97,1359,8,29392,113,"rural",18880,"particular","furgoneta","diesel","H","blanco","casado","anual",0,1,"superior","presencial",2,8,0,5,6.473,1,10,0,"fin_estudio",12584.11,6292.06,1,"4","4"
3,"1","1",1.956,0.1956,58,"35-65",39,143,2361,10,36724,833,"mixta",30217,"particular","turismo","diesel","M","rojo","soltero","anual",1,1,"basico","telefonico",0,0,0,1,1.956,0,1.956,1,"baja",0,NA,0,"1","1"
4,"1","1",2.319,0.2319,40,"35-65",16,139,1702,6,35779,231,"mixta",8525,"particular","turismo","diesel","M","otro","casado","mensual",1,1,"basico","presencial",0,0,2,0,2.319,0,8.08,0,"fin_estudio",0,NA,0,"3","2"
5,"1","1",5.239,0.5239,52,"35-65",32,122,1901,2,30319,1091,"urbana",12831,"particular","furgoneta","gasolina","H","blanco","otro","mensual",1,1,"basico","telematico",0,3,0,3,5.239,0,7.154,0,"fin_estudio",0,NA,0,"1","1"
6,"1","1",1.448,0.1448,47,"35-65",24,132,1781,0,33616,825,"mixta",14166,"particular","moto","diesel","H","otro","otro","mensual",0,1,"medio","presencial",1,0,0,1,0.254,1,1.448,1,"baja",6254.31,6254.31,1,"4","4"
7,"1","1",8.15,0.815,52,"35-65",20,96,1488,5,15434,807,"mixta",9223,"particular","furgoneta","gasolina","M","negro","casado","mensual",1,1,"basico","telefonico",1,2,0,4,7.48,1,10,0,"fin_estudio",3692.36,3692.36,1,"4","3"
8,"1","1",4.835,0.4835,48,"35-65",19,81,1354,0,32216,696,"mixta",13001,"particular","turismo","diesel","M","negro","soltero","anual",1,1,"basico","telefonico",0,0,0,2,4.835,0,4.835,1,"baja",0,NA,0,"1","1"
9,"1","1",2.397,0.2397,44,"35-65",15,146,1803,3,39558,41,"rural",16381,"particular","furgoneta","diesel","H","otro","soltero","mensual",0,1,"superior","telefonico",0,0,0,1,2.397,0,5.664,0,"fin_estudio",0,NA,0,"2","2"
10,"1","1",8.2,0.82,36,"35-65",7,91,1112,0,17605,1328,"urbana",13546,"particular","moto","diesel","H","negro","casado","mensual",0,2,"superior","telefonico",0,2,0,3,8.2,0,10,0,"fin_estudio",0,NA,0,"1","1"
