"id_poliza","k","t_k","coste_k","anio"
1,1,0.7436,3579.22,1
1,2,2.2902,7232.79,3
2,1,6.4732,3182.71,7
6,1,1.3154,9230.59,2
7,1,1.4303,2242.14,2
14,1,6.1882,4642.66,7
20,1,1.7116,7480.92,2
25,1,1.5917,1281.04,2
33,1,2.4308,3827.05,3
33,2,3.5655,1864.12,4
38,1,1.6493,5269.59,2
38,2,2.984,1572.99,3
38,3,3.5631,2889.71,4
38,4,4.89,2930.08,5
43,1,0.2107,5352.08,1
45,1,1.5126,725.14,2
45,2,3.0514,1841.47,4
45,3,3.3576,4284.57,4
45,4,5.2617,1574.63,6
48,1,0.5999,3256.99,1
52,1,1.5796,1936.28,2
56,1,2.5909,780.75,3
64,1,9.0584,636.97,10
66,1,1.3572,1173,2
71,1,2.0408,486.67,3
71,2,5.505,522.11,6
72,1,2.0998,5065.23,3
74,1,2.7231,2638,3
75,1,1.0661,2012.78,2
75,2,4.9453,264.78,5
76,1,1.4825,3181.84,2
86,1,2.7865,4001.67,3
92,1,1.4122,4149.74,2
92,2,1.4472,7681.38,2
95,1,0.4534,1711.37,1
95,2,3.9841,5127.18,4
97,1,1.2124,710.06,2
97,2,2.2503,2734.45,3
97,3,4.1832,1211.94,5
104,1,0.6494,515.84,1
105,1,5.4128,3920.04,6
106,1,1.3703,3989.1,2
110,1,8.3936,682.33,9
114,1,0.2478,2101.6,1
114,2,3.9036,5174.1,4
121,1,2.2819,2327.66,3
121,2,5.6728,1889.85,6
121,3,6.9987,2234.74,7
122,1,4.3903,6078.69,5
125,1,5.1094,1522.44,6
125,2,5.76,6800.52,6
126,1,0.9131,922,1
127,1,0.8282,6060.32,1
131,1,2.557,772.73,3
131,2,3.0208,2230.58,4
133,1,6.1448,3733.1,7
135,1,3.8452,420.52,4
137,1,0.8799,2821.41,1
138,1,0.9277,1684.57,1
142,1,4.7256,5758.27,5
145,1,1.6422,554.55,2
145,2,3.5935,1185.57,4
145,3,6.4529,443.61,7
147,1,3.8712,12872.37,4
154,1,2.0286,9305.78,3
164,1,4.3872,1579.26,5
170,1,6.7603,4741.24,7
177,1,0.7945,1608.18,1
181,1,0.077,8890.05,1
186,1,3.986,1238.75,4
187,1,1.3773,5176.34,2
192,1,0.2351,1680.61,1
192,2,2.4911,2834.17,3
192,3,2.9692,3242.47,3
192,4,4.8266,194.23,5
192,5,5.2703,2703.4,6
192,6,5.3913,3665.83,6
197,1,0.2634,1611.15,1
197,2,4.7742,329.87,5
197,3,7.7805,1723.31,8
203,1,0.8096,5803.38,1
205,1,4.1737,1443.9,5
206,1,4.0471,6152.51,5
209,1,0.4568,4745.61,1
209,2,0.7918,1274.34,1
209,3,2.2271,3654.28,3
209,4,4.0994,1267.9,5
209,5,5.0566,857.55,6
209,6,5.3166,3095.21,6
210,1,1.6647,1843.81,2
211,1,2.765,5128.91,3
211,2,5.2131,4950.91,6
215,1,2.8171,3910.98,3
218,1,1.776,2825.22,2
220,1,0.1368,4702.48,1
221,1,0.8337,2142.38,1
233,1,2.2124,2064.16,3
237,1,0.5679,812.79,1
237,2,2.6084,1556.8,3
238,1,2.5224,2927.59,3
240,1,3.2448,4414.82,4
240,2,3.9611,1751.69,4
241,1,2.3259,2460.43,3
243,1,2.1117,783.28,3
243,2,4.1666,1872.02,5
251,1,2.5982,3528.97,3
252,1,2.5852,4062.32,3
253,1,3.2712,8108.39,4
254,1,6.0896,1371.42,7
255,1,3.1775,1447.07,4
255,2,8.0625,6822.56,9
255,3,8.3665,2738.08,9
256,1,0.9949,1201.53,1
256,2,5.3859,2099.52,6
259,1,1.658,5649.27,2
260,1,2.5035,1044.62,3
261,1,0.4491,5146.19,1
263,1,5.7188,3829.76,6
264,1,5.0026,4795.41,6
265,1,2.367,4967.47,3
268,1,1.6175,4899.27,2
269,1,2.5062,3304.46,3
270,1,3.5044,682.46,4
277,1,0.5475,3550.68,1
279,1,3.2511,1413.54,4
279,2,3.9981,3921.17,4
279,3,6.1556,1270.37,7
282,1,1.5472,3258.06,2
288,1,1.0629,2262.4,2
288,2,1.323,4459.02,2
289,1,2.2341,889.8,3
289,2,3.3015,354.64,4
292,1,1.1583,1720.49,2
292,2,1.5916,2239.19,2
294,1,0.5605,2960.95,1
297,1,2.36,2178.68,3
298,1,0.6467,1682.92,1
298,2,1.2361,1705.44,2
301,1,0.0205,3856.05,1
301,2,0.1199,2546.44,1
301,3,4.7989,1688.73,5
304,1,4.3361,667.99,5
307,1,3.2429,4696.3,4
307,2,3.6268,3818.78,4
307,3,4.1077,1687.33,5
308,1,5.0495,1889.85,6
308,2,6.1314,1438.05,7
310,1,0.9661,2522.13,1
310,2,4.8115,7885.97,5
310,3,4.8589,3232.71,5
314,1,0.5221,775.2,1
314,2,5.1119,1843.42,6
315,1,1.7275,4531.69,2
315,2,3.0748,4468.21,4
315,3,3.4142,960.07,4
