"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,1,46,10,1
1,2,1,2,1,0,47,11,1
1,3,2,3,1,0,48,12,1
1,4,3,4,1,1,49,13,1
1,5,4,5,1,0,50,14,1
1,6,5,6,1,0,51,15,1
1,7,6,7,1,0,52,16,1
1,8,7,7.316,0.316,1,53,17,1
2,1,0,1,1,0,55,8,1
2,2,1,2,1,0,56,9,1
2,3,2,2.422,0.422,0,57,10,1
3,1,0,1,1,0,47,11,1
3,2,1,2,1,0,48,12,1
3,3,2,3,1,1,49,13,1
3,4,3,4,1,0,50,14,1
3,5,4,5,1,0,51,15,1
3,6,5,6,1,0,52,16,1
3,7,6,7,1,0,53,17,1
3,8,7,8,1,0,54,18,1
3,9,8,9,1,1,55,19,1
3,10,9,9.315,0.315,1,56,20,1
4,1,0,1,1,0,67,3,1
4,2,1,2,1,0,68,4,1
4,3,2,3,1,0,69,5,1
4,4,3,4,1,0,70,6,1
4,5,4,5,1,0,71,7,1
4,6,5,5.82,0.82,1,72,8,1
5,1,0,1,1,1,18,1,1
5,2,1,2,1,1,19,2,1
5,3,2,2.257,0.257,1,20,3,1
6,1,0,1,1,0,25,0,1
6,2,1,2,1,1,26,1,1
6,3,2,3,1,0,27,2,1
6,4,3,4,1,0,28,3,1
6,5,4,4.31,0.31,0,29,4,1
7,1,0,1,1,1,18,5,1
7,2,1,2,1,1,19,6,1
7,3,2,3,1,1,20,7,1
7,4,3,4,1,0,21,8,1
7,5,4,5,1,1,22,9,1
7,6,5,5.539,0.539,1,23,10,1
8,1,0,1,1,1,31,7,1
8,2,1,2,1,0,32,8,1
8,3,2,3,1,0,33,9,1
8,4,3,4,1,0,34,10,1
8,5,4,5,1,0,35,11,1
8,6,5,6,1,0,36,12,1
8,7,6,7,1,0,37,13,1
8,8,7,8,1,0,38,14,1
8,9,8,9,1,0,39,15,1
8,10,9,9.17,0.17,0,40,16,1
9,1,0,1,1,0,31,12,1
9,2,1,2,1,0,32,13,1
9,3,2,3,1,0,33,14,1
9,4,3,4,1,0,34,15,1
9,5,4,5,1,1,35,16,1
9,6,5,5.522,0.522,0,36,17,1
10,1,0,1,1,0,37,2,1
10,2,1,2,1,0,38,3,1
10,3,2,3,1,0,39,4,1
10,4,3,4,1,0,40,5,1
10,5,4,5,1,0,41,6,1
10,6,5,6,1,0,42,7,1
10,7,6,7,1,0,43,8,1
10,8,7,8,1,0,44,9,1
10,9,8,9,1,0,45,10,1
10,10,9,9.614,0.614,0,46,11,1
11,1,0,1,1,0,52,3,1
11,2,1,1.147,0.147,0,53,4,1
12,1,0,1,1,0,40,12,1
12,2,1,1.218,0.218,0,41,13,1
13,1,0,1,1,0,51,7,1
13,2,1,1.296,0.296,0,52,8,1
14,1,0,1,1,0,61,7,1
14,2,1,2,1,0,62,8,1
14,3,2,3,1,1,63,9,1
14,4,3,3.377,0.377,0,64,10,1
15,1,0,1,1,0,55,9,1
15,2,1,2,1,0,56,10,1
15,3,2,3,1,0,57,11,1
15,4,3,4,1,0,58,12,1
15,5,4,4.731,0.731,0,59,13,1
16,1,0,1,1,0,48,9,1
16,2,1,1.972,0.972,0,49,10,1
17,1,0,1,1,0,52,11,1
17,2,1,2,1,0,53,12,1
17,3,2,3,1,0,54,13,1
17,4,3,4,1,0,55,14,1
17,5,4,5,1,0,56,15,1
17,6,5,5.662,0.662,0,57,16,1
18,1,0,1,1,0,40,9,1
18,2,1,1.235,0.235,0,41,10,1
19,1,0,1,1,0,40,9,1
19,2,1,1.973,0.973,0,41,10,1
20,1,0,1,1,0,52,15,1
20,2,1,2,1,0,53,16,1
20,3,2,3,1,1,54,17,1
20,4,3,4,1,0,55,18,1
20,5,4,5,1,0,56,19,1
20,6,5,6,1,0,57,20,1
20,7,6,7,1,0,58,21,1
20,8,7,7.716,0.716,0,59,22,1
21,1,0,1,1,1,20,14,1
21,2,1,2,1,0,21,15,1
21,3,2,3,1,0,22,16,1
21,4,3,4,1,0,23,17,1
21,5,4,5,1,0,24,18,1
21,6,5,5.25,0.25,0,25,19,1
22,1,0,1,1,0,50,13,1
22,2,1,2,1,0,51,14,1
22,3,2,3,1,0,52,15,1
22,4,3,4,1,0,53,16,1
22,5,4,5,1,0,54,17,1
22,6,5,6,1,0,55,18,1
22,7,6,7,1,0,56,19,1
22,8,7,8,1,0,57,20,1
22,9,8,8.805,0.805,0,58,21,1
23,1,0,1,1,0,46,8,1
23,2,1,2,1,0,47,9,1
23,3,2,3,1,0,48,10,1
23,4,3,4,1,0,49,11,1
23,5,4,5,1,0,50,12,1
23,6,5,6,1,0,51,13,1
23,7,6,6.444,0.444,0,52,14,1
24,1,0,1,1,0,54,9,1
24,2,1,2,1,0,55,10,1
24,3,2,3,1,0,56,11,1
24,4,3,4,1,1,57,12,1
24,5,4,5,1,0,58,13,1
24,6,5,5.765,0.765,0,59,14,1
25,1,0,1,1,0,53,15,1
25,2,1,2,1,0,54,16,1
25,3,2,3,1,0,55,17,1
25,4,3,3.772,0.772,0,56,18,1
26,1,0,1,1,0,68,3,1
26,2,1,2,1,0,69,4,1
26,3,2,2.787,0.787,0,70,5,1
27,1,0,1,1,0,41,0,1
27,2,1,2,1,0,42,1,1
27,3,2,3,1,0,43,2,1
27,4,3,4,1,0,44,3,1
27,5,4,5,1,0,45,4,1
27,6,5,6,1,0,46,5,1
27,7,6,6.611,0.611,0,47,6,1
28,1,0,1,1,1,18,18,1
28,2,1,2,1,0,19,19,1
28,3,2,3,1,1,20,20,1
28,4,3,3.186,0.186,0,21,21,1
29,1,0,1,1,0,54,10,1
29,2,1,2,1,0,55,11,1
29,3,2,2.687,0.687,0,56,12,1
30,1,0,1,1,0,63,11,1
30,2,1,2,1,0,64,12,1
30,3,2,3,1,0,65,13,1
30,4,3,3.158,0.158,0,66,14,1
31,1,0,1,1,1,34,6,1
31,2,1,2,1,2,35,7,1
31,3,2,2.066,0.066,0,36,8,1
32,1,0,1,1,1,31,13,1
32,2,1,1.297,0.297,0,32,14,1
33,1,0,1,1,1,47,0,1
33,2,1,2,1,0,48,1,1
33,3,2,3,1,0,49,2,1
33,4,3,4,1,1,50,3,1
33,5,4,5,1,0,51,4,1
33,6,5,6,1,1,52,5,1
33,7,6,6.377,0.377,0,53,6,1
34,1,0,1,1,0,44,10,1
34,2,1,2,1,0,45,11,1
34,3,2,3,1,0,46,12,1
34,4,3,4,1,0,47,13,1
34,5,4,5,1,0,48,14,1
34,6,5,5.922,0.922,0,49,15,1
35,1,0,1,1,0,41,1,1
35,2,1,2,1,0,42,2,1
35,3,2,3,1,0,43,3,1
35,4,3,4,1,0,44,4,1
35,5,4,5,1,0,45,5,1
35,6,5,6,1,0,46,6,1
35,7,6,7,1,0,47,7,1
35,8,7,8,1,0,48,8,1
35,9,8,8.091,0.091,0,49,9,1
