"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",7.316,0.7316,46,"35-65",11,73,1296,10,20512,454,"mixta",9423,"comercial","furgoneta","diesel","M","gris","casado","mensual",1,1,"medio","telematico",3,4,0,2,0.817,1,7.316,1,"baja",5234.14,1744.71,1,"2","3"
2,"1","1",2.422,0.2422,55,"35-65",19,115,1604,8,34246,332,"mixta",7819,"particular","turismo","diesel","M","gris","soltero","mensual",0,3,"medio","telematico",0,0,0,1,2.422,0,4.387,0,"fin_estudio",0,NA,0,"4","4"
3,"1","1",9.315,0.9315,47,"35-65",19,189,2559,11,18072,366,"mixta",4447,"particular","turismo","gasolina","M","negro","casado","anual",0,2,"medio","telefonico",3,1,0,0,2.771,1,9.315,1,"baja",2766.11,922.04,1,"4","5"
4,"1","1",5.82,0.582,67,"65+",22,121,1834,3,35856,1472,"urbana",13419,"particular","furgoneta","diesel","H","negro","otro","anual",0,1,"medio","telematico",1,2,0,1,5.597,1,7.86,0,"fin_estudio",1990.15,1990.15,1,"2","3"
5,"1","1",2.257,0.2257,18,"18-25",0,136,2261,1,23126,4234,"urbana",15802,"particular","turismo","diesel","M","otro","casado","anual",0,1,"superior","presencial",3,2,0,1,0.467,1,8.157,0,"fin_estudio",4960.56,1653.52,1,"5","5"
6,"1","1",4.31,0.431,25,"18-25",7,142,2353,0,14603,226,"mixta",9577,"particular","turismo","diesel","H","blanco","soltero","anual",0,2,"basico","presencial",1,2,0,1,1.634,1,10,0,"fin_estudio",1709.48,1709.48,1,"3","3"
7,"1","1",5.539,0.5539,18,"18-25",0,189,3380,5,34948,104,"rural",6866,"particular","turismo","diesel","H","gris","casado","anual",1,1,"basico","presencial",5,0,1,3,0.71,1,5.539,1,"baja",15619.62,3123.92,1,"5","5"
8,"1","1",9.17,0.917,31,"25-35",9,151,2390,7,19497,124,"rural",11645,"particular","turismo","diesel","H","blanco","soltero","anual",1,1,"medio","presencial",1,4,0,4,0.311,1,10,0,"fin_estudio",1527.97,1527.97,1,"2","2"
9,"1","1",5.522,0.5522,31,"25-35",10,154,2059,12,23651,436,"mixta",49153,"particular","moto","gasolina","H","blanco","casado","mensual",0,1,"basico","telefonico",1,4,0,0,4.925,1,8.483,0,"fin_estudio",1453.96,1453.96,1,"2","2"
10,"1","1",9.614,0.9614,37,"35-65",18,55,980,2,38274,2398,"urbana",9754,"particular","turismo","gasolina","H","gris","soltero","anual",1,1,"superior","presencial",0,2,0,1,9.614,0,10,0,"fin_estudio",0,NA,0,"1","1"
