"id_poliza","k","t_k","coste_k","anio"
1,1,0.8171,175.99,1
1,2,3.5098,3350.06,4
1,3,7.2689,1708.09,8
3,1,2.7707,1980.56,3
3,2,8.1209,221.17,9
3,3,9.2637,564.38,10
4,1,5.5971,1990.15,6
5,1,0.4671,1600.78,1
5,2,1.5079,435.83,2
5,3,2.0666,2923.95,3
6,1,1.634,1709.48,2
7,1,0.7103,3607.83,1
7,2,1.3738,2222.65,2
7,3,2.2706,2370.42,3
7,4,4.955,4414.51,5
7,5,5.252,3004.21,6
8,1,0.3108,1527.97,1
9,1,4.9247,1453.96,5
14,1,2.4687,2583.96,3
20,1,2.7394,602.58,3
21,1,0.9609,3683.35,1
24,1,3.9247,930.38,4
28,1,0.4362,2225.2,1
28,2,2.4698,5118.78,3
31,1,0.3404,1661.45,1
31,2,1.6746,381.59,2
31,3,1.9839,916.55,2
32,1,0.3712,1582.25,1
33,1,0.0431,4802.76,1
33,2,3.115,2483.94,4
33,3,5.8159,4143.96,6
46,1,2.7455,2239.61,3
46,2,3.7718,1158.23,4
47,1,2.2045,1457.38,3
47,2,4.2672,1744.31,5
53,1,1.8611,2009.76,2
55,1,1.2708,3711.29,2
56,1,5.2625,1247.09,6
58,1,1.5027,1496.43,2
58,2,1.5937,1169.63,2
58,3,1.9038,339.34,2
65,1,2.3748,285.26,3
65,2,4.4501,2540.48,5
68,1,0.1967,2046.83,1
69,1,0.6715,641.95,1
69,2,3.6675,599.82,4
70,1,0.0689,1354.13,1
71,1,3.2216,2537.97,4
77,1,0.3864,1436.91,1
80,1,4.3102,773.56,5
82,1,3.7454,2223.7,4
84,1,2.2071,1533.01,3
92,1,0.0391,161.09,1
113,1,2.5055,1925.9,3
113,2,3.2177,1440.61,4
113,3,4.7772,1741.55,5
115,1,2.3313,3506.37,3
116,1,3.2828,914.55,4
120,1,1.9522,1380.29,2
130,1,1.0446,1004.84,2
131,1,4.028,1079.88,5
135,1,1.7657,1354.09,2
137,1,1.0682,537.53,2
139,1,0.4581,325.79,1
142,1,3.6064,2188.88,4
149,1,4.7801,650.36,5
149,2,6.192,1041.23,7
151,1,1.1074,1364.85,2
153,1,0.0953,222.29,1
153,2,1.0109,1449.06,2
153,3,1.6062,96.62,2
157,1,3.8605,1516.35,4
159,1,1.3697,668.87,2
159,2,1.654,1261.18,2
159,3,1.9125,603.63,2
159,4,2.8991,960.45,3
162,1,1.1062,1419.03,2
163,1,3.8212,1988.23,4
167,1,2.9265,340.31,3
168,1,2.0721,487.4,3
168,2,3.412,3743.28,4
168,3,3.5726,1105.03,4
172,1,0.8828,1587.36,1
190,1,0.7306,3280.45,1
191,1,1.7897,151.3,2
191,2,3.1732,295.9,4
191,3,3.819,776.23,4
193,1,2.8255,1411.01,3
209,1,1.9918,2122.7,2
216,1,0.5811,2421.42,1
225,1,2.4514,718.06,3
226,1,2.8414,4893.37,3
226,2,7.9354,1444.55,8
227,1,0.515,1210.99,1
232,1,1.5383,1198.18,2
232,2,7.2807,1800.29,8
235,1,5.794,250.36,6
238,1,1.7749,298.69,2
241,1,6.2097,1707.93,7
243,1,0.2009,438.36,1
244,1,1.6184,2614.97,2
249,1,2.7964,3012.86,3
250,1,0.7348,2738.16,1
253,1,4.208,2105.09,5
259,1,2.7902,2540.13,3
259,2,6.691,172.52,7
259,3,6.8498,1228.62,7
259,4,6.8896,2033.43,7
259,5,6.892,5494.75,7
270,1,7.1325,2534.04,8
271,1,1.7748,1756.91,2
273,1,0.0716,2131.13,1
279,1,4.1609,656.37,5
289,1,2.0927,6371.58,3
299,1,0.9543,3573.23,1
299,2,1.5585,4444.8,2
299,3,2.91,1067.29,3
299,4,3.8111,459.21,4
299,5,4.6966,2404.16,5
300,1,1.6344,775.08,2
300,2,2.666,1772.76,3
302,1,4.6264,1292.19,5
302,2,5.7602,1936.51,6
303,1,0.5749,657.37,1
305,1,6.5809,90.35,7
307,1,2.3502,1940.77,3
316,1,1.0173,520.02,2
317,1,5.052,1808.25,6
317,2,7.1076,1905.14,8
322,1,4.7784,3715.69,5
323,1,0.3836,2043.82,1
330,1,1.7528,326.74,2
331,1,1.3555,950.92,2
341,1,0.8232,3667.08,1
342,1,4.1734,2114.95,5
