"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",2.247,0.2247,63,"35-65",22,125,1641,9,42323,260,"mixta",20420,"comercial","turismo","diesel","M","blanco","soltero","mensual",0,1,"basico","telefonico",0,2,1,0,2.247,0,2.247,1,"baja",0,NA,0,"1","1"
2,"1","1",2.552,0.2552,32,"25-35",14,74,1309,7,13078,607,"mixta",16874,"particular","turismo","gasolina","M","negro","otro","anual",0,1,"medio","telefonico",0,2,2,2,2.552,0,2.552,1,"baja",0,NA,0,"4","4"
3,"1","1",0.566,0.0566,67,"65+",39,119,1602,9,23291,91,"rural",10406,"particular","turismo","diesel","H","blanco","casado","mensual",0,1,"superior","presencial",0,0,0,2,0.566,0,0.566,1,"baja",0,NA,0,"3","3"
4,"1","1",3.99,0.399,21,"18-25",2,73,893,6,18830,550,"mixta",38365,"particular","turismo","diesel","M","gris","soltero","anual",0,1,"superior","presencial",3,2,1,3,0.654,1,3.99,1,"baja",3115.21,1038.4,1,"3","4"
5,"1","1",3.557,0.3557,45,"35-65",22,104,1333,3,30585,213,"mixta",13807,"comercial","turismo","diesel","H","otro","casado","anual",0,2,"basico","presencial",2,2,2,1,0.377,1,10,0,"fin_estudio",4822.39,2411.19,1,"5","5"
6,"1","1",1.619,0.1619,38,"35-65",15,170,2706,6,30867,270,"mixta",14633,"comercial","turismo","diesel","M","blanco","soltero","anual",1,1,"superior","presencial",0,0,1,0,1.619,0,3.479,0,"fin_estudio",0,NA,0,"1","1"
7,"1","1",3.151,0.3151,49,"35-65",12,110,1722,10,32278,270,"mixta",5605,"particular","turismo","diesel","H","blanco","soltero","anual",1,1,"superior","telematico",0,4,0,0,3.151,0,3.262,0,"fin_estudio",0,NA,0,"1","1"
8,"1","1",2.7,0.27,53,"35-65",29,108,1400,11,31266,552,"mixta",9426,"particular","furgoneta","gasolina","M","gris","soltero","mensual",0,1,"superior","presencial",0,1,0,1,2.7,0,2.7,1,"baja",0,NA,0,"2","2"
9,"1","1",6.526,0.6526,39,"35-65",16,81,1126,10,9153,486,"mixta",26170,"particular","turismo","gasolina","M","blanco","casado","anual",1,1,"basico","telematico",1,4,0,1,0.542,1,6.526,1,"baja",533.35,533.35,1,"3","3"
10,"1","1",1.616,0.1616,44,"35-65",24,141,2309,0,35072,298,"mixta",6637,"particular","furgoneta","gasolina","H","gris","soltero","anual",0,2,"medio","presencial",0,1,0,0,1.616,0,1.616,1,"baja",0,NA,0,"4","3"
11,"1","1",2.504,0.2504,57,"35-65",32,166,2763,10,24119,660,"mixta",16220,"particular","turismo","gasolina","M","otro","casado","anual",1,1,"basico","presencial",0,1,0,1,2.504,0,2.504,1,"baja",0,NA,0,"2","1"
12,"1","1",2.018,0.2018,30,"25-35",6,142,2436,6,14205,275,"mixta",8013,"particular","furgoneta","gasolina","M","rojo","casado","anual",0,1,"basico","presencial",0,0,0,0,2.018,0,6.557,0,"fin_estudio",0,NA,0,"1","1"
13,"1","1",5.939,0.5939,33,"25-35",10,141,1817,4,22085,9,"rural",9152,"particular","turismo","gasolina","M","blanco","soltero","anual",0,1,"medio","telefonico",0,2,0,3,5.939,0,7.404,0,"fin_estudio",0,NA,0,"1","1"
14,"1","1",1.44,0.144,67,"65+",34,91,1135,7,25447,2051,"urbana",24230,"particular","turismo","gasolina","H","blanco","soltero","mensual",1,1,"medio","presencial",0,0,0,1,1.44,0,4.17,0,"fin_estudio",0,NA,0,"2","2"
15,"1","1",6.302,0.6302,44,"35-65",24,145,2283,10,33213,2245,"urbana",5743,"particular","turismo","diesel","M","otro","casado","anual",0,2,"basico","presencial",0,1,0,0,6.302,0,9.265,0,"fin_estudio",0,NA,0,"1","1"
16,"1","1",5.922,0.5922,38,"35-65",17,114,1657,8,44114,318,"mixta",7600,"particular","turismo","gasolina","M","rojo","soltero","anual",0,1,"medio","presencial",0,2,2,2,5.922,0,5.922,1,"baja",0,NA,0,"1","1"
17,"1","1",4.243,0.4243,51,"35-65",26,97,1340,9,25151,73,"rural",13207,"particular","furgoneta","gasolina","H","otro","soltero","mensual",1,1,"medio","presencial",0,2,0,1,4.243,0,4.243,1,"baja",0,NA,0,"1","1"
18,"1","1",4.634,0.4634,26,"25-35",5,61,853,19,23701,228,"mixta",9073,"particular","turismo","gasolina","H","negro","soltero","anual",0,1,"basico","presencial",0,3,1,0,4.634,0,10,0,"fin_estudio",0,NA,0,"1","1"
19,"1","1",4.874,0.4874,45,"35-65",21,71,903,4,18188,89,"rural",15931,"particular","moto","gasolina","H","negro","soltero","anual",1,1,"medio","presencial",0,1,0,1,4.874,0,10,0,"fin_estudio",0,NA,0,"1","1"
20,"1","1",3.84,0.384,52,"35-65",19,104,1727,9,25072,873,"mixta",26958,"particular","turismo","diesel","M","blanco","casado","anual",0,1,"medio","presencial",0,2,0,1,3.84,0,10,0,"fin_estudio",0,NA,0,"1","1"
21,"1","1",5.124,0.5124,61,"35-65",32,67,1017,10,24841,75,"rural",11985,"particular","furgoneta","diesel","M","gris","casado","mensual",0,2,"basico","presencial",0,1,0,1,5.124,0,7.315,0,"fin_estudio",0,NA,0,"1","1"
22,"1","1",3.188,0.3188,50,"35-65",26,99,1451,2,23621,819,"mixta",11030,"particular","turismo","diesel","M","blanco","casado","anual",0,1,"medio","presencial",0,0,0,0,3.188,0,10,0,"fin_estudio",0,NA,0,"1","1"
23,"1","1",5.425,0.5425,75,"65+",54,161,2590,7,27988,304,"mixta",15586,"particular","furgoneta","diesel","M","rojo","casado","anual",0,2,"basico","presencial",1,0,0,3,0.481,1,5.8,0,"fin_estudio",4328.06,4328.06,1,"2","1"
24,"1","1",3.117,0.3117,61,"35-65",18,132,2099,7,30969,98,"rural",11359,"particular","turismo","diesel","H","rojo","soltero","mensual",1,1,"superior","presencial",0,4,0,0,3.117,0,3.346,0,"fin_estudio",0,NA,0,"3","2"
25,"1","1",3.315,0.3315,66,"65+",30,164,2214,7,22754,768,"mixta",14140,"particular","turismo","gasolina","H","negro","soltero","mensual",0,1,"superior","telefonico",0,4,0,1,3.315,0,10,0,"fin_estudio",0,NA,0,"1","1"
26,"1","1",4.628,0.4628,45,"35-65",14,158,2114,16,33489,180,"mixta",5793,"particular","turismo","gasolina","H","gris","casado","anual",0,1,"basico","presencial",0,1,0,0,4.628,0,10,0,"fin_estudio",0,NA,0,"5","4"
27,"1","1",5.164,0.5164,52,"35-65",17,119,1987,9,20500,149,"rural",10187,"particular","turismo","diesel","M","blanco","soltero","mensual",0,1,"basico","presencial",0,0,0,0,5.164,0,10,0,"fin_estudio",0,NA,0,"1","1"
28,"1","1",1.288,0.1288,18,"18-25",0,80,1381,11,35637,360,"mixta",15291,"particular","furgoneta","diesel","M","gris","casado","anual",1,1,"basico","presencial",0,1,0,1,1.288,0,3.966,0,"fin_estudio",0,NA,0,"2","2"
29,"1","1",6.712,0.6712,27,"25-35",4,125,1506,9,21235,769,"mixta",17854,"comercial","furgoneta","gasolina","H","negro","casado","anual",1,1,"basico","presencial",2,4,0,1,5.769,1,6.712,1,"baja",3822.33,1911.16,1,"5","5"
30,"1","1",8.429,0.8429,18,"18-25",0,64,922,3,28118,496,"mixta",9354,"particular","turismo","gasolina","H","blanco","casado","anual",0,1,"basico","presencial",3,2,0,1,1.443,1,10,0,"fin_estudio",8455.62,2818.54,1,"3","2"
31,"1","1",4.448,0.4448,36,"35-65",16,163,2649,8,38692,272,"mixta",10802,"particular","furgoneta","diesel","M","gris","soltero","anual",0,1,"medio","presencial",1,2,0,1,2.693,1,10,0,"fin_estudio",2435.51,2435.51,1,"2","2"
32,"1","1",9.524,0.9524,60,"35-65",28,102,1519,11,30076,110,"rural",9924,"particular","turismo","diesel","H","rojo","otro","mensual",0,1,"basico","presencial",0,2,0,4,9.524,0,10,0,"fin_estudio",0,NA,0,"1","1"
33,"1","1",7.733,0.7733,53,"35-65",33,105,1580,1,23157,430,"mixta",1785,"particular","turismo","gasolina","H","gris","casado","anual",0,1,"basico","telematico",1,0,0,2,2.043,1,10,0,"fin_estudio",1902.13,1902.13,1,"1","1"
34,"1","1",1.073,0.1073,79,"65+",36,126,2225,1,36315,190,"mixta",9786,"particular","turismo","gasolina","M","otro","casado","anual",1,1,"superior","presencial",0,0,0,2,1.073,0,1.073,1,"baja",0,NA,0,"4","4"
35,"1","1",8.461,0.8461,35,"25-35",8,133,2252,0,38783,325,"mixta",10736,"particular","turismo","gasolina","H","gris","casado","anual",1,1,"superior","telefonico",3,5,0,3,0.754,1,8.884,0,"fin_estudio",4773.87,1591.29,1,"5","4"
36,"1","1",2.581,0.2581,54,"35-65",19,90,1309,9,22317,344,"mixta",18969,"particular","furgoneta","diesel","M","blanco","casado","mensual",0,2,"superior","presencial",0,2,0,0,2.581,0,10,0,"fin_estudio",0,NA,0,"2","2"
37,"1","1",7.007,0.7007,22,"18-25",2,100,1254,7,15905,59,"rural",5420,"particular","turismo","diesel","H","blanco","soltero","mensual",0,1,"superior","presencial",2,5,0,2,1.098,1,7.007,1,"baja",7641.88,3820.94,1,"2","1"
38,"1","1",1.141,0.1141,28,"25-35",6,127,1709,10,14191,105,"rural",5674,"particular","turismo","gasolina","H","gris","otro","anual",1,1,"basico","telefonico",0,0,0,0,1.141,0,1.716,0,"fin_estudio",0,NA,0,"4","3"
39,"1","1",3.06,0.306,52,"35-65",33,134,1814,2,34322,335,"mixta",14239,"particular","moto","gasolina","H","gris","casado","anual",0,1,"superior","telematico",2,2,0,0,1.872,1,10,0,"fin_estudio",8729.48,4364.74,1,"4","3"
40,"1","1",5.377,0.5377,34,"25-35",10,137,1811,4,25654,149,"rural",27725,"comercial","turismo","gasolina","M","rojo","casado","anual",1,2,"basico","presencial",0,6,1,4,5.377,0,5.377,1,"baja",0,NA,0,"1","1"
41,"1","1",3.735,0.3735,57,"35-65",16,140,1999,9,24505,45,"rural",11717,"particular","turismo","diesel","H","negro","soltero","anual",1,1,"medio","telefonico",0,2,2,3,3.735,0,10,0,"fin_estudio",0,NA,0,"1","1"
42,"1","1",3.493,0.3493,54,"35-65",28,88,1360,9,19928,159,"mixta",7176,"particular","turismo","diesel","H","negro","casado","mensual",1,1,"medio","presencial",0,1,0,0,3.493,0,3.493,1,"baja",0,NA,0,"2","1"
