"id_poliza","k","t_k","coste_k","anio"
3,1,0.798,2069.9,1
3,2,1.1978,2938.37,2
5,1,1.053,884.23,2
5,2,1.1927,549.77,2
5,3,1.4225,1595.88,2
10,1,1.0222,437.41,2
12,1,2.1191,3064.85,3
14,1,2.6538,2602.56,3
14,2,4.4523,547.91,5
18,1,0.6685,904.32,1
18,2,0.9814,3489.07,1
18,3,2.0105,1043.72,3
18,4,4.5471,1738.01,5
18,5,4.8543,995.03,5
20,1,6.0743,4609.26,7
23,1,1.1318,1235.63,2
28,1,5.191,1319.94,6
31,1,3.4202,3443.9,4
34,1,1.1722,742.57,2
34,2,2.467,707.68,3
45,1,0.1497,9860.72,1
46,1,3.9497,1020.98,4
46,2,5.868,1597.85,6
46,3,7.2766,1275.26,8
46,4,7.681,665.71,8
49,1,1.4379,2344.26,2
52,1,0.0331,1991.26,1
62,1,5.2978,2580.78,6
62,2,7.8375,680.67,8
64,1,2.6063,2038.02,3
66,1,3.0785,259.55,4
66,2,5.8287,1120.09,6
69,1,2.0442,195.81,3
71,1,4.9482,3091.31,5
72,1,0.6138,811.65,1
72,2,5.4469,5670.85,6
72,3,5.8192,2922.99,6
78,1,5.9481,981.18,6
82,1,3.4164,2130.36,4
83,1,1.2289,1897.64,2
84,1,1.2029,2798.45,2
85,1,0.1501,2449.19,1
89,1,1.3205,406.52,2
94,1,1.4533,1693.83,2
96,1,0.9367,398.61,1
96,2,6.1002,395.02,7
97,1,0.7918,726.55,1
100,1,1.6061,1250.14,2
102,1,1.9345,2152.39,2
112,1,0.9802,1294.02,1
113,1,7.8571,1238.71,8
114,1,0.9817,1845.21,1
114,2,1.7714,1645.36,2
115,1,0.1009,457.25,1
115,2,4.3854,157.19,5
122,1,1.5854,375.73,2
122,2,2.709,1280.62,3
124,1,1.6328,182.69,2
124,2,2.1952,881.65,3
127,1,1.009,632.96,2
127,2,3.0027,4135.92,4
130,1,0.9167,2015.28,1
131,1,0.0385,84.03,1
132,1,1.2103,8896.84,2
132,2,3.5332,4654.09,4
132,3,4.3171,5439.5,5
134,1,4.973,1545.6,5
134,2,5.8116,1379.14,6
144,1,0.0496,994.76,1
160,1,0.9008,5986.78,1
161,1,2.3229,976.99,3
164,1,0.91,985.78,1
164,2,0.9684,115.31,1
164,3,4.0541,2148.93,5
168,1,0.3749,1630.28,1
168,2,3.8778,715.55,4
168,3,5.83,2858.18,6
169,1,0.6545,2439.09,1
169,2,5.7771,4045.98,6
169,3,6.3245,595.17,7
176,1,0.2211,9111.14,1
177,1,0.9361,2311.53,1
177,2,1.7087,1101,2
