"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,0,51,10,1
1,2,1,1.503,0.503,0,52,11,1
2,1,0,1,1,0,54,4,1
2,2,1,1.044,0.044,0,55,5,1
3,1,0,1,1,0,76,6,1
3,2,1,2,1,0,77,7,1
3,3,2,3,1,0,78,8,1
3,4,3,4,1,0,79,9,1
3,5,4,5,1,0,80,10,1
3,6,5,6,1,0,81,11,1
3,7,6,7,1,0,82,12,1
3,8,7,7.926,0.926,0,83,13,1
4,1,0,1,1,0,26,5,1
4,2,1,2,1,0,27,6,1
4,3,2,3,1,0,28,7,1
4,4,3,4,1,0,29,8,1
4,5,4,5,1,0,30,9,1
4,6,5,6,1,0,31,10,1
4,7,6,6.603,0.603,0,32,11,1
5,1,0,1,1,0,46,7,1
5,2,1,1.34,0.34,0,47,8,1
6,1,0,1,1,0,48,8,1
6,2,1,2,1,0,49,9,1
6,3,2,3,1,1,50,10,1
6,4,3,3.123,0.123,0,51,11,1
7,1,0,1,1,0,50,9,1
7,2,1,2,1,0,51,10,1
7,3,2,3,1,0,52,11,1
7,4,3,3.715,0.715,0,53,12,1
8,1,0,1,1,0,44,10,1
8,2,1,2,1,0,45,11,1
8,3,2,3,1,0,46,12,1
8,4,3,4,1,0,47,13,1
8,5,4,5,1,0,48,14,1
8,6,5,6,1,0,49,15,1
8,7,6,7,1,2,50,16,1
8,8,7,8,1,0,51,17,1
8,9,8,9,1,1,52,18,1
8,10,9,9.961,0.961,0,53,19,1
9,1,0,1,1,0,42,10,1
9,2,1,2,1,1,43,11,1
9,3,2,3,1,0,44,12,1
9,4,3,4,1,0,45,13,1
9,5,4,5,1,0,46,14,1
9,6,5,5.733,0.733,0,47,15,1
10,1,0,1,1,0,45,12,1
10,2,1,1.603,0.603,0,46,13,1
11,1,0,1,1,0,57,13,1
11,2,1,2,1,0,58,14,1
11,3,2,3,1,0,59,15,1
11,4,3,4,1,1,60,16,1
11,5,4,5,1,0,61,17,1
11,6,5,6,1,0,62,18,1
11,7,6,7,1,0,63,19,1
11,8,7,8,1,0,64,20,1
11,9,8,8.441,0.441,0,65,21,1
12,1,0,0.927,0.927,0,47,3,1
13,1,0,1,1,0,26,13,1
13,2,1,2,1,0,27,14,1
13,3,2,3,1,0,28,15,1
13,4,3,4,1,0,29,16,1
13,5,4,5,1,1,30,17,1
13,6,5,6,1,0,31,18,1
13,7,6,7,1,0,32,19,1
13,8,7,7.261,0.261,0,33,20,1
14,1,0,0.1,0.1,0,67,8,1
15,1,0,1,1,0,39,5,1
15,2,1,1.692,0.692,1,40,6,1
16,1,0,1,1,0,42,17,1
16,2,1,2,1,0,43,18,1
16,3,2,2.316,0.316,0,44,19,1
17,1,0,1,1,1,48,2,1
17,2,1,2,1,0,49,3,1
17,3,2,3,1,0,50,4,1
17,4,3,4,1,0,51,5,1
17,5,4,5,1,0,52,6,1
17,6,5,6,1,0,53,7,1
17,7,6,6.231,0.231,0,54,8,1
18,1,0,1,1,0,52,11,1
18,2,1,1.082,0.082,0,53,12,1
19,1,0,0.299,0.299,0,47,9,1
20,1,0,1,1,0,43,6,1
20,2,1,2,1,0,44,7,1
20,3,2,3,1,0,45,8,1
20,4,3,3.158,0.158,0,46,9,1
21,1,0,1,1,0,31,9,1
21,2,1,1.666,0.666,0,32,10,1
22,1,0,1,1,0,66,0,1
22,2,1,1.98,0.98,0,67,1,1
23,1,0,1,1,0,45,13,1
23,2,1,2,1,0,46,14,1
23,3,2,3,1,0,47,15,1
23,4,3,4,1,0,48,16,1
23,5,4,5,1,0,49,17,1
23,6,5,6,1,0,50,18,1
23,7,6,7,1,0,51,19,1
23,8,7,8,1,0,52,20,1
23,9,8,8.62,0.62,0,53,21,1
24,1,0,1,1,0,29,11,1
24,2,1,2,1,0,30,12,1
24,3,2,3,1,0,31,13,1
24,4,3,4,1,0,32,14,1
24,5,4,5,1,0,33,15,1
24,6,5,5.033,0.033,0,34,16,1
25,1,0,1,1,0,44,2,1
25,2,1,2,1,0,45,3,1
25,3,2,3,1,0,46,4,1
25,4,3,4,1,1,47,5,1
25,5,4,5,1,0,48,6,1
25,6,5,6,1,0,49,7,1
25,7,6,6.313,0.313,0,50,8,1
26,1,0,1,1,0,63,9,1
26,2,1,1.536,0.536,0,64,10,1
27,1,0,1,1,0,46,9,1
27,2,1,1.894,0.894,0,47,10,1
28,1,0,1,1,0,39,3,1
28,2,1,2,1,1,40,4,1
28,3,2,2.008,0.008,0,41,5,1
29,1,0,0.464,0.464,0,64,15,1
30,1,0,1,1,0,51,7,1
30,2,1,1.151,0.151,0,52,8,1
31,1,0,1,1,0,56,4,1
31,2,1,2,1,0,57,5,1
31,3,2,3,1,0,58,6,1
31,4,3,4,1,0,59,7,1
31,5,4,5,1,0,60,8,1
31,6,5,5.504,0.504,0,61,9,1
32,1,0,1,1,0,60,11,1
32,2,1,2,1,0,61,12,1
32,3,2,3,1,0,62,13,1
32,4,3,4,1,0,63,14,1
32,5,4,5,1,0,64,15,1
32,6,5,5.537,0.537,0,65,16,1
33,1,0,1,1,0,32,9,1
33,2,1,2,1,1,33,10,1
33,3,2,3,1,1,34,11,1
33,4,3,4,1,0,35,12,1
33,5,4,5,1,1,36,13,1
33,6,5,6,1,0,37,14,1
33,7,6,6.887,0.887,0,38,15,1
34,1,0,1,1,0,18,16,1
34,2,1,1.017,0.017,0,19,17,1
35,1,0,1,1,0,46,8,1
35,2,1,1.506,0.506,0,47,9,1
36,1,0,1,1,0,54,9,1
36,2,1,2,1,0,55,10,1
36,3,2,3,1,0,56,11,1
36,4,3,4,1,0,57,12,1
36,5,4,5,1,1,58,13,1
36,6,5,5.187,0.187,0,59,14,1
37,1,0,1,1,0,51,12,1
37,2,1,2,1,0,52,13,1
37,3,2,2.594,0.594,0,53,14,1
38,1,0,1,1,0,67,9,1
38,2,1,2,1,0,68,10,1
38,3,2,2.288,0.288,0,69,11,1
39,1,0,1,1,0,32,5,1
39,2,1,2,1,0,33,6,1
39,3,2,3,1,0,34,7,1
39,4,3,3.852,0.852,0,35,8,1
40,1,0,1,1,0,57,4,1
40,2,1,2,1,0,58,5,1
40,3,2,3,1,0,59,6,1
40,4,3,3.511,0.511,0,60,7,1
41,1,0,1,1,0,42,10,1
41,2,1,2,1,0,43,11,1
41,3,2,3,1,0,44,12,1
41,4,3,4,1,0,45,13,1
41,5,4,5,1,0,46,14,1
41,6,5,6,1,0,47,15,1
41,7,6,6.108,0.108,0,48,16,1
42,1,0,1,1,0,28,11,1
42,2,1,2,1,0,29,12,1
42,3,2,3,1,0,30,13,1
42,4,3,3.188,0.188,0,31,14,1
43,1,0,1,1,0,25,11,1
43,2,1,2,1,0,26,12,1
43,3,2,3,1,0,27,13,1
43,4,3,4,1,0,28,14,1
43,5,4,4.21,0.21,0,29,15,1
44,1,0,1,1,0,28,6,1
44,2,1,1.888,0.888,0,29,7,1
45,1,0,1,1,0,42,2,1
45,2,1,2,1,0,43,3,1
45,3,2,3,1,0,44,4,1
45,4,3,3.82,0.82,0,45,5,1
46,1,0,1,1,0,51,4,1
46,2,1,2,1,0,52,5,1
46,3,2,3,1,0,53,6,1
46,4,3,3.785,0.785,0,54,7,1
47,1,0,1,1,0,45,7,1
47,2,1,1.595,0.595,0,46,8,1
48,1,0,1,1,0,67,9,1
48,2,1,2,1,0,68,10,1
48,3,2,2.829,0.829,0,69,11,1
49,1,0,1,1,0,18,0,1
49,2,1,1.857,0.857,1,19,1,1
50,1,0,1,1,0,63,7,1
50,2,1,2,1,1,64,8,1
50,3,2,3,1,1,65,9,1
50,4,3,3.36,0.36,1,66,10,1
51,1,0,1,1,0,21,2,1
51,2,1,2,1,0,22,3,1
51,3,2,3,1,0,23,4,1
51,4,3,4,1,1,24,5,1
51,5,4,5,1,0,25,6,1
51,6,5,6,1,0,26,7,1
51,7,6,7,1,0,27,8,1
51,8,7,7.681,0.681,0,28,9,1
52,1,0,1,1,0,52,6,1
52,2,1,2,1,0,53,7,1
52,3,2,3,1,0,54,8,1
52,4,3,4,1,0,55,9,1
52,5,4,4.445,0.445,0,56,10,1
53,1,0,1,1,0,62,8,1
53,2,1,1.991,0.991,0,63,9,1
54,1,0,1,1,0,62,6,1
54,2,1,2,1,0,63,7,1
54,3,2,3,1,0,64,8,1
54,4,3,4,1,0,65,9,1
54,5,4,4.448,0.448,0,66,10,1
55,1,0,1,1,0,50,5,1
55,2,1,1.377,0.377,0,51,6,1
56,1,0,1,1,0,69,6,1
56,2,1,1.217,0.217,0,70,7,1
