"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",1.503,0.1503,51,"35-65",18,100,1482,10,21312,221,"mixta",5411,"particular","turismo","diesel","H","otro","soltero","anual",0,1,"basico","presencial",0,0,0,0,1.503,0,10,0,"fin_estudio",0,NA,0,"3","2"
2,"1","1",1.044,0.1044,54,"35-65",25,101,1662,4,25009,152,"mixta",14689,"particular","turismo","gasolina","M","blanco","soltero","anual",0,2,"medio","presencial",0,1,0,0,1.044,0,5.739,0,"fin_estudio",0,NA,0,"2","2"
3,"1","1",7.926,0.7926,76,"65+",33,68,892,6,17461,151,"mixta",15238,"particular","turismo","gasolina","H","rojo","casado","mensual",0,1,"medio","presencial",0,2,0,4,7.926,0,10,0,"fin_estudio",0,NA,0,"1","1"
4,"1","1",6.603,0.6603,26,"25-35",5,152,2715,5,11322,600,"mixta",10857,"particular","turismo","gasolina","H","rojo","soltero","anual",1,2,"basico","presencial",0,2,0,3,6.603,0,6.603,1,"baja",0,NA,0,"1","1"
5,"1","1",1.34,0.134,46,"35-65",20,55,906,7,35993,24,"rural",11817,"particular","turismo","gasolina","H","rojo","soltero","mensual",0,1,"superior","presencial",0,0,0,0,1.34,0,10,0,"fin_estudio",0,NA,0,"1","1"
6,"1","1",3.123,0.3123,48,"35-65",11,151,2591,8,24804,151,"mixta",23775,"particular","turismo","diesel","M","rojo","soltero","anual",1,1,"medio","presencial",1,1,0,2,2.622,1,3.123,1,"baja",912.32,912.32,1,"2","2"
7,"1","1",3.715,0.3715,50,"35-65",14,95,1239,9,18956,192,"mixta",5621,"particular","furgoneta","gasolina","M","rojo","casado","mensual",0,1,"medio","presencial",0,0,0,2,3.715,0,4.974,0,"fin_estudio",0,NA,0,"1","1"
8,"1","1",9.961,0.9961,44,"35-65",14,162,2459,10,15835,100,"rural",17598,"comercial","turismo","gasolina","H","rojo","casado","anual",1,1,"medio","presencial",2,2,0,5,6.539,1,10,0,"fin_estudio",2770.16,1385.08,1,"2","2"
9,"1","1",5.733,0.5733,42,"35-65",20,64,1127,10,29780,2464,"urbana",18842,"particular","furgoneta","gasolina","H","blanco","otro","anual",0,2,"superior","telefonico",1,2,0,3,1.853,1,10,0,"fin_estudio",531.3,531.3,1,"3","3"
10,"1","1",1.603,0.1603,45,"35-65",24,175,2690,12,28360,109,"rural",14727,"particular","turismo","diesel","M","negro","soltero","mensual",0,1,"basico","presencial",0,0,0,0,1.603,0,10,0,"fin_estudio",0,NA,0,"3","2"
11,"1","1",8.441,0.8441,57,"35-65",14,169,2293,13,17905,291,"mixta",5677,"particular","furgoneta","diesel","M","gris","casado","anual",1,3,"superior","telematico",1,1,0,3,3.525,1,10,0,"fin_estudio",1093.61,1093.61,1,"2","2"
12,"1","1",0.927,0.0927,47,"35-65",23,156,2019,3,15959,1103,"urbana",13893,"particular","turismo","diesel","H","gris","casado","mensual",0,2,"basico","presencial",0,0,0,0,0.927,0,0.927,1,"baja",0,NA,0,"4","4"
13,"1","1",7.261,0.7261,26,"25-35",3,144,2555,13,32164,90,"rural",20973,"particular","turismo","diesel","H","blanco","soltero","mensual",0,1,"medio","telefonico",1,6,0,1,4.192,1,10,0,"fin_estudio",5455.09,5455.09,1,"3","2"
14,"1","1",0.1,0.01,67,"65+",30,106,1330,8,18489,119,"rural",7015,"comercial","turismo","gasolina","H","gris","soltero","mensual",1,1,"superior","presencial",0,0,0,0,0.1,0,0.028,1,"baja",0,NA,0,"1","1"
15,"1","1",1.692,0.1692,39,"35-65",14,82,1316,5,27487,60,"rural",10689,"particular","moto","diesel","H","otro","casado","anual",0,1,"superior","telefonico",1,2,1,2,1.471,1,6.085,0,"fin_estudio",4178.77,4178.77,1,"2","3"
16,"1","1",2.316,0.2316,42,"35-65",15,104,1310,17,21851,717,"mixta",6421,"particular","turismo","diesel","H","blanco","casado","mensual",0,1,"basico","presencial",0,1,0,1,2.316,0,4.729,0,"fin_estudio",0,NA,0,"3","3"
17,"1","1",6.231,0.6231,48,"35-65",17,65,950,2,25951,105,"rural",23128,"particular","turismo","gasolina","M","negro","otro","anual",0,2,"superior","presencial",1,1,0,0,0.284,1,6.231,1,"baja",1137.98,1137.98,1,"1","1"
18,"1","1",1.082,0.1082,52,"35-65",23,75,1027,11,36202,952,"mixta",21963,"comercial","turismo","diesel","M","rojo","casado","mensual",0,1,"medio","presencial",0,0,0,0,1.082,0,1.082,1,"baja",0,NA,0,"4","4"
19,"1","1",0.299,0.0299,47,"35-65",16,149,2293,9,21098,637,"mixta",11293,"particular","turismo","gasolina","H","otro","soltero","mensual",0,1,"basico","telefonico",0,0,0,0,0.299,0,0.299,1,"baja",0,NA,0,"5","5"
20,"1","1",3.158,0.3158,43,"35-65",18,110,1366,6,22406,240,"mixta",29779,"particular","furgoneta","diesel","H","negro","casado","anual",0,1,"superior","telematico",0,4,0,0,3.158,0,3.158,1,"baja",0,NA,0,"1","1"
21,"1","1",1.666,0.1666,31,"25-35",13,204,3116,9,41983,338,"mixta",9176,"comercial","turismo","gasolina","M","gris","otro","mensual",0,2,"superior","presencial",0,1,0,0,1.666,0,8.443,0,"fin_estudio",0,NA,0,"1","1"
22,"1","1",1.98,0.198,66,"65+",36,101,1268,0,33048,3279,"urbana",9584,"comercial","furgoneta","gasolina","M","otro","soltero","anual",0,1,"superior","presencial",0,2,0,1,1.98,0,7.078,0,"fin_estudio",0,NA,0,"3","3"
23,"1","1",8.62,0.862,45,"35-65",17,145,1899,13,33147,1810,"urbana",7952,"particular","turismo","diesel","M","gris","casado","anual",1,1,"basico","telematico",0,2,0,3,8.62,0,10,0,"fin_estudio",0,NA,0,"1","1"
24,"1","1",5.033,0.5033,29,"25-35",4,55,898,11,16492,234,"mixta",12762,"particular","turismo","diesel","H","otro","soltero","anual",0,1,"basico","telematico",0,2,0,0,5.033,0,5.033,1,"baja",0,NA,0,"1","1"
25,"1","1",6.313,0.6313,44,"35-65",22,73,1048,2,31991,167,"mixta",17550,"particular","turismo","diesel","H","gris","casado","mensual",0,1,"superior","telefonico",1,1,1,4,3.309,1,9.269,0,"fin_estudio",3894.91,3894.91,1,"2","2"
26,"1","1",1.536,0.1536,63,"35-65",22,138,1699,9,33496,906,"mixta",15535,"particular","turismo","gasolina","M","gris","soltero","anual",0,1,"medio","presencial",0,0,1,1,1.536,0,10,0,"fin_estudio",0,NA,0,"4","3"
27,"1","1",1.894,0.1894,46,"35-65",25,58,1018,9,27708,76,"rural",16787,"particular","turismo","diesel","H","negro","casado","mensual",1,1,"basico","telematico",0,0,0,0,1.894,0,4.581,0,"fin_estudio",0,NA,0,"4","4"
