"id_poliza","k","t_k","coste_k","anio"
6,1,2.6216,912.32,3
8,1,6.5392,2298.99,7
8,2,6.5739,471.17,7
9,1,1.8526,531.3,2
11,1,3.5249,1093.61,4
13,1,4.1917,5455.09,5
15,1,1.4711,4178.77,2
17,1,0.2842,1137.98,1
25,1,3.3087,3894.91,4
28,1,1.5019,1007.2,2
33,1,1.4507,3500.95,2
33,2,2.5795,592.96,3
33,3,4.3816,2090.97,5
36,1,1.2862,4023.48,2
36,2,4.1343,3583.26,5
45,1,3.6381,860.21,4
49,1,1.0824,1347.15,2
50,1,0.6946,2319.73,1
50,2,1.6894,1677.1,2
50,3,2.7348,1681.35,3
51,1,1.3652,2520.39,2
57,1,0.3623,1155.05,1
57,2,0.7318,649.4,1
57,3,1.0635,2906.95,2
57,4,1.4244,3935.78,2
57,5,2.3596,3417.53,3
57,6,3.1284,2431.32,4
57,7,3.7883,2750.92,4
63,1,1.6318,137.84,2
68,1,0.3336,1547.73,1
68,2,3.4756,921.69,4
68,3,7.0122,1185.67,8
76,1,4.7893,2125.98,5
78,1,1.713,1248.19,2
79,1,4.2558,503.44,5
79,2,4.3626,2354.87,5
79,3,5.7575,590.13,6
80,1,2.6084,714.56,3
80,2,3.7581,984.83,4
84,1,1.1108,707.72,2
85,1,1.2151,2984.66,2
85,2,4.2604,69.29,5
85,3,4.5623,1359.82,5
91,1,2.2044,1191.53,3
91,2,2.8784,2474.16,3
91,3,3.8779,1414.16,4
91,4,5.9007,1549.71,6
95,1,7.1135,1465.44,8
95,2,7.3665,1329.88,8
99,1,4.804,353.11,5
102,1,6.7601,585.83,7
103,1,2.5354,1380.58,3
104,1,0.9263,2999.82,1
111,1,0.5601,2350.26,1
116,1,5.6125,807.79,6
116,2,5.9417,486.97,6
117,1,2.9519,3313.8,3
120,1,0.5757,2920.26,1
128,1,1.8038,954.56,2
134,1,2.5586,2188.83,3
134,2,6.3082,1928.76,7
139,1,4.8863,310.94,5
143,1,2.066,474.86,3
145,1,4.202,2676.77,5
147,1,1.7587,447.05,2
149,1,0.5377,1800.2,1
160,1,1.173,1963.96,2
163,1,1.0746,599,2
164,1,1.3635,10.62,2
166,1,2.0116,1944.72,3
166,2,2.7651,838.14,3
166,3,3.1053,880.77,4
167,1,1.7147,56.65,2
171,1,3.8501,1032.45,4
171,2,5.5612,1312.95,6
171,3,7.0887,646.29,8
171,4,7.6073,1089.04,8
180,1,1.7924,712.18,2
181,1,1.823,346.28,2
181,2,1.9219,363.58,2
181,3,2.7529,2795.49,3
187,1,4.1009,587.22,5
188,1,0.9109,1490.94,1
188,2,7.5478,940.41,8
190,1,0.0252,340.8,1
190,2,0.9025,833.39,1
190,3,1.3302,422.92,2
190,4,2.4183,544.66,3
190,5,3.0595,807.05,4
194,1,0.5657,429.09,1
194,2,0.7105,1619.41,1
203,1,0.2781,963.07,1
203,2,0.8904,1856.81,1
203,3,2.3849,877.07,3
203,4,2.3947,283.01,3
204,1,0.8951,1403.22,1
215,1,1.1639,1383.43,2
215,2,2.5615,4065.81,3
222,1,3.4057,275.54,4
231,1,2.6937,2477.02,3
231,2,2.8243,1078.26,3
231,3,2.8372,1499.29,3
237,1,0.6526,2806.42,1
244,1,1.9775,578.31,2
249,1,0.8798,2800.7,1
249,2,2.2662,1893.2,3
254,1,7.1869,648.97,8
255,1,1.4187,886.36,2
258,1,2.4242,140.73,3
261,1,1.0031,693.64,2
263,1,0.7788,2686.97,1
265,1,2.0931,1371.88,3
271,1,2.0106,835.8,3
274,1,6.4666,682.87,7
278,1,0.9139,3036.86,1
279,1,1.4872,8550.1,2
282,1,1.9846,10126.06,2
282,2,2.757,3382.39,3
282,3,3.6148,3483.77,4
283,1,2.8088,2066.04,3
284,1,0.3372,2359.89,1
284,2,1.9873,1023.19,2
284,3,2.784,791.17,3
284,4,2.8374,3562.26,3
284,5,6.2711,1085.62,7
284,6,6.4765,6523.71,7
284,7,6.5387,11188.64,7
289,1,2.1506,422.78,3
291,1,0.2601,2474.95,1
291,2,0.8006,2582.48,1
293,1,0.0617,779.2,1
294,1,0.4218,2361.08,1
294,2,4.532,1269.29,5
294,3,4.5631,1670.61,5
297,1,0.643,377.77,1
297,2,4.0173,1573.47,5
298,1,0.1709,1297.7,1
302,1,1.323,1543.46,2
302,2,4.464,601.1,5
302,3,4.8899,120.65,5
302,4,6.5612,2574.82,7
302,5,7.3328,1425.32,8
303,1,0.4257,2981.06,1
303,2,1.1162,94.09,2
305,1,2.6742,1142.46,3
