"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",7.687,0.7687,49,"35-65",27,134,1938,6,21031,598,"mixta",17184,"particular","turismo","diesel","M","negro","casado","mensual",0,1,"basico","presencial",0,2,0,2,7.687,0,10,0,"fin_estudio",0,NA,0,"1","1"
2,"1","1",1.151,0.1151,42,"35-65",11,86,1293,6,23467,136,"rural",13157,"particular","turismo","diesel","M","blanco","soltero","mensual",0,1,"medio","presencial",0,0,0,0,1.151,0,6.755,0,"fin_estudio",0,NA,0,"3","3"
3,"1","1",6.442,0.6442,39,"35-65",8,152,2536,7,27576,242,"mixta",13124,"comercial","turismo","diesel","M","rojo","casado","anual",0,1,"basico","presencial",1,2,0,0,0.736,1,10,0,"fin_estudio",1373.53,1373.53,1,"2","1"
4,"1","1",0.952,0.0952,18,"18-25",0,127,2114,11,32999,210,"mixta",15741,"particular","moto","diesel","H","rojo","otro","anual",1,2,"basico","presencial",0,1,0,0,0.952,0,0.952,1,"baja",0,NA,0,"4","4"
5,"1","1",2.796,0.2796,37,"35-65",19,108,1897,6,27915,247,"mixta",8739,"particular","moto","diesel","M","otro","casado","mensual",0,2,"medio","telematico",0,1,1,2,2.796,0,2.796,1,"baja",0,NA,0,"3","3"
6,"1","1",0.843,0.0843,19,"18-25",1,145,2324,13,40575,766,"mixta",12259,"particular","furgoneta","gasolina","M","gris","casado","mensual",0,1,"superior","presencial",0,0,0,0,0.843,0,0.843,1,"baja",0,NA,0,"5","5"
7,"1","1",3.639,0.3639,76,"65+",57,121,1502,7,24534,302,"mixta",13706,"particular","turismo","diesel","M","rojo","otro","anual",1,1,"basico","telefonico",0,1,0,3,3.639,0,3.639,1,"baja",0,NA,0,"3","2"
8,"1","1",4.43,0.443,53,"35-65",14,93,1399,12,17925,372,"mixta",14416,"particular","turismo","gasolina","H","rojo","soltero","anual",1,1,"superior","presencial",2,1,0,0,0.731,1,4.914,0,"fin_estudio",2825.31,1412.66,1,"4","4"
9,"1","1",3.897,0.3897,36,"35-65",8,105,1567,12,38948,648,"mixta",9402,"particular","turismo","gasolina","H","blanco","soltero","mensual",1,1,"superior","presencial",0,1,0,1,3.897,0,7.577,0,"fin_estudio",0,NA,0,"1","1"
10,"1","1",1.775,0.1775,50,"35-65",22,66,850,6,18688,357,"mixta",6524,"particular","turismo","diesel","M","gris","soltero","mensual",1,2,"medio","telefonico",0,0,0,0,1.775,0,1.775,1,"baja",0,NA,0,"4","4"
11,"1","1",2.649,0.2649,23,"18-25",4,117,1504,0,21651,463,"mixta",10568,"particular","turismo","diesel","M","otro","casado","mensual",1,1,"basico","telematico",1,1,0,0,1.101,1,9.437,0,"fin_estudio",3225.82,3225.82,1,"3","3"
12,"1","1",4.187,0.4187,34,"25-35",10,132,1639,10,15298,223,"mixta",16691,"particular","turismo","diesel","M","negro","otro","mensual",0,1,"medio","telefonico",0,2,0,1,4.187,0,4.187,1,"baja",0,NA,0,"4","4"
13,"1","1",1.352,0.1352,40,"35-65",11,94,1635,1,28190,6441,"urbana",13621,"particular","furgoneta","diesel","M","otro","casado","anual",0,2,"medio","presencial",0,0,0,1,1.352,0,10,0,"fin_estudio",0,NA,0,"4","4"
14,"1","1",1.937,0.1937,28,"25-35",8,114,1849,8,24074,866,"mixta",7610,"particular","moto","gasolina","H","rojo","casado","mensual",1,1,"medio","presencial",0,3,0,1,1.937,0,6.926,0,"fin_estudio",0,NA,0,"3","3"
15,"1","1",1.022,0.1022,66,"65+",45,173,3090,0,29663,560,"mixta",14531,"particular","furgoneta","diesel","H","otro","soltero","anual",1,1,"medio","telefonico",0,0,0,1,1.022,0,1.022,1,"baja",0,NA,0,"2","2"
16,"1","1",4.156,0.4156,56,"35-65",34,112,1422,18,24784,482,"mixta",14673,"particular","moto","diesel","M","otro","soltero","mensual",1,1,"superior","telefonico",0,3,0,0,4.156,0,4.156,1,"baja",0,NA,0,"1","1"
17,"1","1",5.116,0.5116,65,"35-65",39,127,1783,15,15044,72,"rural",5143,"particular","turismo","gasolina","M","negro","casado","anual",0,2,"basico","presencial",0,2,3,3,5.116,0,10,0,"fin_estudio",0,NA,0,"1","1"
18,"1","1",9.061,0.9061,60,"35-65",36,77,1319,13,28798,79,"rural",14463,"particular","turismo","diesel","H","blanco","otro","anual",0,1,"medio","presencial",1,1,0,3,3.978,1,10,0,"fin_estudio",3765.19,3765.19,1,"1","1"
