"id_poliza","anio","tstart","tstop","expo_anual","n_partes_anual","edad_t","antig_veh_t","en_riesgo"
1,1,0,1,1,1,46,4,1
1,2,1,2,1,0,47,5,1
1,3,2,3,1,1,48,6,1
1,4,3,3.142,0.142,1,49,7,1
2,1,0,1,1,0,66,3,1
2,2,1,2,1,0,67,4,1
2,3,2,3,1,0,68,5,1
2,4,3,4,1,0,69,6,1
2,5,4,4.747,0.747,0,70,7,1
3,1,0,1,1,0,34,12,1
3,2,1,2,1,0,35,13,1
3,3,2,3,1,0,36,14,1
3,4,3,4,1,0,37,15,1
3,5,4,5,1,0,38,16,1
3,6,5,6,1,0,39,17,1
3,7,6,6.062,0.062,0,40,18,1
4,1,0,1,1,0,25,2,1
4,2,1,1.532,0.532,0,26,3,1
5,1,0,1,1,0,65,11,1
5,2,1,2,1,0,66,12,1
5,3,2,3,1,0,67,13,1
5,4,3,3.677,0.677,0,68,14,1
6,1,0,1,1,0,41,7,1
6,2,1,2,1,0,42,8,1
6,3,2,3,1,0,43,9,1
6,4,3,4,1,0,44,10,1
6,5,4,5,1,0,45,11,1
6,6,5,6,1,0,46,12,1
6,7,6,7,1,0,47,13,1
6,8,7,7.49,0.49,0,48,14,1
7,1,0,1,1,1,49,1,1
7,2,1,2,1,0,50,2,1
7,3,2,3,1,1,51,3,1
7,4,3,4,1,1,52,4,1
7,5,4,5,1,2,53,5,1
7,6,5,6,1,1,54,6,1
7,7,6,6.17,0.17,1,55,7,1
8,1,0,1,1,0,18,10,1
8,2,1,1.878,0.878,0,19,11,1
9,1,0,1,1,0,60,0,1
9,2,1,1.227,0.227,0,61,1,1
10,1,0,1,1,0,48,7,1
10,2,1,2,1,0,49,8,1
10,3,2,3,1,0,50,9,1
10,4,3,3.702,0.702,0,51,10,1
11,1,0,1,1,0,44,0,1
11,2,1,2,1,0,45,1,1
11,3,2,3,1,0,46,2,1
11,4,3,3.648,0.648,0,47,3,1
12,1,0,1,1,0,25,13,1
12,2,1,2,1,0,26,14,1
12,3,2,3,1,0,27,15,1
12,4,3,4,1,0,28,16,1
12,5,4,4.393,0.393,1,29,17,1
13,1,0,1,1,0,37,8,1
13,2,1,2,1,1,38,9,1
13,3,2,2.353,0.353,0,39,10,1
14,1,0,1,1,0,53,14,1
14,2,1,2,1,0,54,15,1
14,3,2,3,1,0,55,16,1
14,4,3,4,1,0,56,17,1
14,5,4,4.194,0.194,0,57,18,1
15,1,0,1,1,0,29,18,1
15,2,1,1.177,0.177,0,30,19,1
16,1,0,1,1,0,34,5,1
16,2,1,2,1,0,35,6,1
16,3,2,3,1,0,36,7,1
16,4,3,4,1,1,37,8,1
16,5,4,5,1,0,38,9,1
16,6,5,5.693,0.693,0,39,10,1
17,1,0,1,1,0,59,11,1
17,2,1,2,1,0,60,12,1
17,3,2,3,1,0,61,13,1
17,4,3,4,1,0,62,14,1
17,5,4,5,1,0,63,15,1
17,6,5,6,1,0,64,16,1
17,7,6,7,1,0,65,17,1
17,8,7,7.821,0.821,0,66,18,1
18,1,0,1,1,0,61,16,1
18,2,1,2,1,0,62,17,1
18,3,2,3,1,1,63,18,1
18,4,3,4,1,0,64,19,1
18,5,4,5,1,0,65,20,1
18,6,5,6,1,2,66,21,1
18,7,6,7,1,0,67,22,1
18,8,7,7.676,0.676,0,68,23,1
19,1,0,1,1,0,76,13,1
19,2,1,2,1,0,77,14,1
19,3,2,3,1,0,78,15,1
19,4,3,4,1,0,79,16,1
19,5,4,5,1,0,80,17,1
19,6,5,6,1,0,81,18,1
19,7,6,7,1,0,82,19,1
19,8,7,8,1,0,83,20,1
19,9,8,9,1,0,84,21,1
19,10,9,9.282,0.282,0,85,22,1
20,1,0,1,1,0,45,5,1
20,2,1,2,1,0,46,6,1
20,3,2,2.496,0.496,0,47,7,1
21,1,0,1,1,0,62,7,1
21,2,1,1.984,0.984,0,63,8,1
22,1,0,1,1,1,34,7,1
22,2,1,1.126,0.126,0,35,8,1
23,1,0,0.574,0.574,0,48,0,1
24,1,0,1,1,0,56,9,1
24,2,1,2,1,0,57,10,1
24,3,2,3,1,1,58,11,1
24,4,3,4,1,0,59,12,1
24,5,4,5,1,0,60,13,1
24,6,5,5.275,0.275,0,61,14,1
25,1,0,1,1,0,69,1,1
25,2,1,2,1,0,70,2,1
25,3,2,3,1,0,71,3,1
25,4,3,4,1,0,72,4,1
25,5,4,5,1,0,73,5,1
25,6,5,6,1,0,74,6,1
25,7,6,7,1,0,75,7,1
25,8,7,8,1,0,76,8,1
25,9,8,8.617,0.617,0,77,9,1
26,1,0,1,1,0,47,8,1
26,2,1,2,1,1,48,9,1
26,3,2,3,1,0,49,10,1
26,4,3,4,1,0,50,11,1
26,5,4,4.181,0.181,0,51,12,1
27,1,0,1,1,0,34,10,1
27,2,1,2,1,0,35,11,1
27,3,2,3,1,0,36,12,1
27,4,3,4,1,0,37,13,1
27,5,4,5,1,0,38,14,1
27,6,5,6,1,0,39,15,1
27,7,6,7,1,0,40,16,1
27,8,7,8,1,0,41,17,1
27,9,8,9,1,0,42,18,1
27,10,9,9.736,0.736,0,43,19,1
28,1,0,1,1,0,38,4,1
28,2,1,2,1,0,39,5,1
28,3,2,3,1,0,40,6,1
28,4,3,3.27,0.27,0,41,7,1
29,1,0,1,1,0,49,10,1
29,2,1,2,1,0,50,11,1
29,3,2,3,1,0,51,12,1
29,4,3,4,1,0,52,13,1
29,5,4,5,1,0,53,14,1
29,6,5,6,1,0,54,15,1
29,7,6,7,1,0,55,16,1
29,8,7,8,1,0,56,17,1
29,9,8,8.683,0.683,0,57,18,1
30,1,0,0.881,0.881,0,51,10,1
31,1,0,1,1,0,38,0,1
31,2,1,2,1,1,39,1,1
31,3,2,3,1,0,40,2,1
31,4,3,4,1,0,41,3,1
31,5,4,5,1,0,42,4,1
31,6,5,6,1,0,43,5,1
31,7,6,7,1,0,44,6,1
31,8,7,8,1,0,45,7,1
31,9,8,8.898,0.898,0,46,8,1
32,1,0,1,1,0,37,15,1
32,2,1,2,1,0,38,16,1
32,3,2,3,1,0,39,17,1
32,4,3,4,1,0,40,18,1
32,5,4,5,1,0,41,19,1
32,6,5,6,1,0,42,20,1
32,7,6,7,1,0,43,21,1
32,8,7,8,1,0,44,22,1
32,9,8,8.509,0.509,0,45,23,1
33,1,0,1,1,0,41,14,1
33,2,1,2,1,0,42,15,1
33,3,2,2.17,0.17,0,43,16,1
34,1,0,1,1,0,35,12,1
34,2,1,2,1,1,36,13,1
34,3,2,2.014,0.014,0,37,14,1
35,1,0,1,1,0,23,7,1
35,2,1,2,1,0,24,8,1
35,3,2,3,1,0,25,9,1
35,4,3,3.63,0.63,0,26,10,1
36,1,0,1,1,0,49,8,1
36,2,1,2,1,0,50,9,1
36,3,2,3,1,0,51,10,1
36,4,3,4,1,3,52,11,1
36,5,4,4.775,0.775,0,53,12,1
37,1,0,1,1,0,61,3,1
37,2,1,2,1,0,62,4,1
37,3,2,3,1,0,63,5,1
37,4,3,3.053,0.053,0,64,6,1
38,1,0,1,1,0,18,8,1
38,2,1,1.907,0.907,1,19,9,1
39,1,0,1,1,0,40,15,1
39,2,1,2,1,0,41,16,1
39,3,2,3,1,0,42,17,1
39,4,3,4,1,0,43,18,1
39,5,4,5,1,0,44,19,1
39,6,5,6,1,0,45,20,1
39,7,6,7,1,0,46,21,1
39,8,7,7.02,0.02,0,47,22,1
40,1,0,1,1,0,34,0,1
40,2,1,1.73,0.73,0,35,1,1
41,1,0,1,1,0,37,8,1
41,2,1,2,1,0,38,9,1
41,3,2,3,1,0,39,10,1
41,4,3,4,1,0,40,11,1
41,5,4,5,1,0,41,12,1
41,6,5,6,1,0,42,13,1
41,7,6,7,1,0,43,14,1
41,8,7,8,1,0,44,15,1
41,9,8,9,1,0,45,16,1
41,10,9,9.65,0.65,0,46,17,1
42,1,0,1,1,0,52,10,1
42,2,1,2,1,0,53,11,1
42,3,2,2.597,0.597,0,54,12,1
43,1,0,1,1,1,52,3,1
43,2,1,2,1,0,53,4,1
43,3,2,3,1,0,54,5,1
43,4,3,4,1,0,55,6,1
43,5,4,4.265,0.265,0,56,7,1
44,1,0,1,1,0,39,9,1
44,2,1,1.371,0.371,0,40,10,1
45,1,0,1,1,0,26,5,1
45,2,1,1.833,0.833,0,27,6,1
46,1,0,1,1,0,64,0,1
46,2,1,2,1,0,65,1,1
46,3,2,3,1,0,66,2,1
