"id_poliza","k","t_k","coste_k","anio"
1,1,0.9579,2183.13,1
1,2,2.9978,3672.65,3
1,3,3.0292,1846.93,4
7,1,0.0472,731.72,1
7,2,2.1437,6635.35,3
7,3,3.7583,2904.46,4
7,4,4.1681,385.99,5
7,5,4.2183,925.92,5
7,6,5.5982,763.68,6
7,7,6.1466,6584.61,7
12,1,4.2952,1511.08,5
13,1,1.3344,894.86,2
16,1,3.361,1483.99,4
18,1,2.4466,2081.46,3
18,2,5.5975,1400.4,6
18,3,5.8695,5330.86,6
22,1,0.7658,4208.28,1
24,1,2.365,3519.9,3
26,1,1.392,1933.24,2
31,1,1.382,125.49,2
34,1,1.2094,2034.94,2
36,1,3.138,480.19,4
36,2,3.4443,420.69,4
36,3,3.7202,961.45,4
38,1,1.675,3479.31,2
43,1,0.2321,881.59,1
47,1,0.6355,5048.9,1
47,2,2.2055,1275.93,3
47,3,2.268,7074.75,3
51,1,2.0675,4463.5,3
52,1,2.1413,2619.29,3
53,1,1.3474,1031.96,2
53,2,2.2331,1933.45,3
53,3,2.7248,1335.59,3
55,1,3.0309,366.38,4
55,2,6.0605,483.16,7
57,1,0.8743,684.91,1
64,1,2.4825,162.18,3
66,1,1.7796,256.92,2
66,2,2.0165,402.19,3
66,3,3.1395,981.76,4
72,1,1.1678,385.22,2
79,1,1.3761,617.71,2
81,1,0.0827,254.72,1
81,2,0.3264,4912.23,1
81,3,0.4181,2365.1,1
81,4,0.7475,942.43,1
81,5,1.2215,1561.42,2
81,6,1.6359,6688.52,2
81,7,4.1755,4275.91,5
85,1,0.7021,849,1
87,1,0.2085,323.16,1
87,2,0.6928,600.95,1
96,1,5.5643,1593,6
96,2,6.8253,2711.16,7
96,3,7.3057,2223.85,8
100,1,2.7645,1298.51,3
106,1,0.1825,1034.75,1
106,2,5.8606,199.45,6
107,1,1.1154,1324.92,2
107,2,4.8483,1091.71,5
107,3,6.2097,700.66,7
109,1,1.1762,3539.07,2
110,1,2.018,223.55,3
116,1,0.4184,1354.42,1
118,1,3.769,1317.73,4
124,1,1.608,4227.67,2
128,1,3.1458,2606.39,4
132,1,4.9724,1498.65,5
133,1,0.3459,6881.39,1
133,2,1.9189,5455.33,2
135,1,0.0022,454.69,1
143,1,3.6196,4491.5,4
144,1,6.3276,168.57,7
144,2,6.8655,986.66,7
149,1,0.6561,2183.94,1
152,1,0.7466,2683.95,1
152,2,1.1114,1673.08,2
153,1,3.0107,2599.66,4
153,2,4.1675,2615.73,5
153,3,4.3604,2638.92,5
153,4,4.7446,997.94,5
153,5,5.2818,3122.86,6
153,6,7.2971,5337.13,8
153,7,8.119,3531.32,9
158,1,1.5648,596.3,2
158,2,1.7534,7528.74,2
159,1,0.1931,4444.37,1
159,2,1.1455,1380.63,2
166,1,5.6367,1307.18,6
178,1,0.5558,5079.92,1
178,2,1.1137,2414.92,2
183,1,4.6065,346.29,5
183,2,7.3215,905.13,8
189,1,0.4416,1474.6,1
189,2,3.4431,712.64,4
190,1,0.7197,1206.09,1
193,1,0.4993,895.14,1
193,2,2.2871,1770.85,3
193,3,2.5889,3658.67,3
195,1,2.3403,2278.56,3
195,2,2.5422,3756.58,3
196,1,2.7239,1321.31,3
196,2,8.5858,4195.09,9
200,1,0.2505,802.21,1
200,2,0.485,1032.73,1
200,3,3.1886,1152.37,4
205,1,0.3798,3475.35,1
211,1,0.1483,707.33,1
217,1,4.533,51.29,5
224,1,0.7592,588.41,1
224,2,1.3766,757.28,2
224,3,1.5516,2396.13,2
226,1,3.8844,1039.08,4
230,1,1.0022,2051.82,2
231,1,2.6651,1426.21,3
232,1,0.1358,2876.63,1
233,1,3.1814,5603.55,4
233,2,4.2383,1212.26,5
236,1,2.6171,1201.98,3
237,1,3.531,3426.28,4
237,2,5.8085,4351.89,6
240,1,0.0408,2475.68,1
240,2,1.2418,1674.61,2
240,3,2.0538,1229.24,3
254,1,0.6435,1246.04,1
261,1,2.5561,1602.13,3
265,1,2.2159,889.64,3
265,2,3.1469,863.24,4
267,1,0.1022,213.81,1
268,1,1.6038,1545.26,2
269,1,2.5754,2000.13,3
269,2,4.6743,7923.36,5
271,1,0.8485,3623.92,1
271,2,1.632,615.38,2
271,3,2.0408,4392.73,3
271,4,2.4657,1297.56,3
271,5,2.9648,307.74,3
271,6,4.2567,4653.68,5
271,7,4.4042,760.75,5
271,8,5.2172,980.58,6
273,1,0.8458,7442.67,1
274,1,1.096,4224.36,2
274,2,5.4629,2375.22,6
275,1,0.4265,582.53,1
275,2,1.3596,2825.85,2
285,1,2.3582,2277.94,3
287,1,0.3591,1389.38,1
288,1,0.8933,659.47,1
296,1,0.4275,2538.1,1
297,1,0.1875,685.24,1
307,1,0.2509,732.51,1
307,2,1.1875,4052.42,2
307,3,1.1932,265.31,2
307,4,1.1949,855.21,2
311,1,1.5735,1316.16,2
313,1,0.258,1435.45,1
317,1,1.0014,3336.51,2
317,2,1.2098,3451.45,2
321,1,1.3632,411.23,2
321,2,3.4409,2793.98,4
323,1,0.3552,2125.31,1
323,2,2.6179,1611.25,3
323,3,7.2032,1405.04,8
324,1,2.9394,1453.86,3
324,2,3.6268,559.42,4
324,3,3.7142,3696.98,4
324,4,3.8609,1384.92,4
324,5,9.0012,503.61,10
326,1,0.7589,6199.85,1
327,1,0.3935,541,1
329,1,1.7741,351.21,2
335,1,0.3215,755.72,1
335,2,2.0632,1474.49,3
337,1,0.4641,1382.99,1
346,1,3.345,2169,4
346,2,5.303,2866.56,6
346,3,5.5652,4529.78,6
348,1,3.5709,1312.64,4
348,2,3.9174,547.66,4
350,1,1.9281,3646.29,2
352,1,0.2672,311.79,1
352,2,2.0267,626.3,3
352,3,2.3919,456.97,3
352,4,2.6927,396.53,3
352,5,2.8621,1873.37,3
352,6,3.0564,3030.77,4
352,7,3.0926,1427.88,4
352,8,3.8835,2056.32,4
352,9,3.9396,95.97,4
352,10,4.0165,2482.61,5
358,1,1.563,437.88,2
358,2,3.0139,1561.51,4
358,3,3.7767,12256.55,4
363,1,0.3134,2429.01,1
364,1,1.513,1179.15,2
364,2,2.3577,209.25,3
367,1,2.6559,1480.47,3
367,2,4.5435,62.1,5
369,1,3.1451,5665.15,4
369,2,3.3081,525.3,4
369,3,3.4791,2716.08,4
369,4,4.1444,1936.4,5
369,5,5.9793,1493.81,6
371,1,3.17,544.3,4
372,1,1.0215,1689.07,2
372,2,2.2668,366.29,3
373,1,1.5555,2227.03,2
379,1,1.1064,796.21,2
380,1,1.3811,3877.92,2
385,1,1.3753,3005.15,2
385,2,2.3202,1245.53,3
386,1,0.1209,586.32,1
386,2,0.263,792.23,1
390,1,0.3419,2824.8,1
393,1,0.4556,4126.65,1
393,2,1.9344,1152.55,2
395,1,4.4796,2160.08,5
397,1,4.3779,1419.08,5
398,1,0.0978,444.09,1
404,1,1.6537,1012.8,2
406,1,7.4021,652.23,8
407,1,1.2728,3101.19,2
411,1,1.0681,1661.2,2
411,2,1.5207,1646.69,2
412,1,0.4732,565.46,1
416,1,3.8644,218.22,4
416,2,6.3225,525.77,7
418,1,2.5124,6358.45,3
418,2,3.6237,4532.77,4
419,1,3.6308,1310.36,4
423,1,1.871,1626.11,2
428,1,3.0201,537.03,4
428,2,4.0679,980.98,5
428,3,5.4022,1140.65,6
430,1,5.0669,1812.98,6
430,2,5.81,4433.14,6
431,1,0.7821,2428.03,1
434,1,5.5691,559.05,6
440,1,4.8182,2053.5,5
445,1,1.5053,1896.56,2
445,2,2.0623,430.67,3
445,3,2.7907,1412.14,3
445,4,2.8217,2923.44,3
445,5,6.1339,3374.41,7
445,6,6.7845,1349.56,7
446,1,0.6696,2519.2,1
446,2,2.8502,720.35,3
450,1,0.7517,278.46,1
450,2,1.4404,2823.62,2
450,3,1.4726,1009.84,2
451,1,0.7188,2276.62,1
464,1,0.3618,2741.96,1
464,2,2.9844,871.58,3
478,1,4.2217,2058.41,5
480,1,0.8951,1154.38,1
488,1,2.7696,3528.75,3
488,2,4.7259,5935.46,5
489,1,0.8816,2008.71,1
489,2,1.1017,2227.52,2
490,1,4.6804,500.93,5
491,1,2.6872,1150,3
497,1,1.3602,2470.4,2
498,1,0.2377,301.64,1
499,1,1.6492,950.69,2
503,1,4.6937,860.01,5
503,2,4.9997,2976.65,5
503,3,6.9865,3914.3,7
508,1,0.3743,1553.37,1
512,1,1.5628,4460.29,2
512,2,4.3442,4316.09,5
512,3,4.3844,2931.8,5
514,1,0.8926,2193.77,1
514,2,1.634,3623.91,2
515,1,1.001,2387.2,2
515,2,2.1633,1298.69,3
515,3,3.606,461.47,4
521,1,0.8918,1260.35,1
525,1,0.4309,1589.11,1
531,1,1.2982,3046.17,2
531,2,1.8201,9220.56,2
531,3,2.0396,699.6,3
531,4,4.7481,2385.23,5
532,1,0.8041,1320.24,1
537,1,3e-04,256.73,1
540,1,1.4072,6524.43,2
543,1,0.3953,7084.86,1
543,2,1.5699,2012.8,2
543,3,8.212,2247.01,9
547,1,5.0513,1982.8,6
547,2,5.1766,2688.11,6
548,1,0.2068,918.49,1
549,1,0.818,8924.89,1
554,1,2.5229,336.64,3
555,1,1.3708,1967.35,2
560,1,0.5826,891.25,1
560,2,1.1898,2732.99,2
560,3,2.289,228.78,3
560,4,2.8569,1298.76,3
560,5,3.7634,1143.81,4
560,6,3.8386,4948.01,4
560,7,4.3105,1510.44,5
562,1,0.6766,1361.77,1
562,2,0.7259,2762.42,1
562,3,2.6788,1169.35,3
562,4,4.2228,1087.95,5
565,1,1.0152,340.99,2
567,1,2.1704,656.28,3
568,1,0.5584,3186.89,1
568,2,0.9873,1418.18,1
568,3,1.6685,648.79,2
569,1,1.1087,362.05,2
571,1,0.9879,5310.11,1
575,1,6.5162,889.7,7
575,2,7.4583,1397.26,8
576,1,1.7144,257.29,2
578,1,2.8831,3495.02,3
583,1,0.2528,1328.74,1
586,1,4.0894,365.09,5
586,2,4.3174,822.37,5
589,1,8.2597,669.54,9
591,1,0.1966,738.75,1
591,2,2.9465,693.93,3
593,1,2.6735,540.52,3
595,1,0.1074,6453.7,1
595,2,3.5631,2611.86,4
599,1,1.6724,1020.65,2
599,2,1.7659,2048.71,2
602,1,3.3606,4441.3,4
604,1,1.1503,952.49,2
605,1,3.6315,1435.44,4
605,2,6.874,7078.61,7
605,3,7.5911,4501.2,8
609,1,0.4892,3803.21,1
609,2,1.0336,1305.45,2
609,3,1.6825,3667.98,2
609,4,4.8716,1440.82,5
609,5,5.0274,1589.05,6
611,1,0.0637,3674.61,1
611,2,1.2098,469.4,2
613,1,0.2889,2361.22,1
616,1,0.4968,499.31,1
617,1,0.8007,3033.59,1
618,1,0.6986,14.16,1
618,2,1.7253,2324.1,2
619,1,1.1292,1307.8,2
621,1,3.9539,7910.52,4
621,2,7.6428,974.01,8
621,3,8.9328,4684.3,9
622,1,2.2983,5209.32,3
625,1,0.581,2371.9,1
625,2,0.96,898.94,1
625,3,1.1002,5444.89,2
625,4,1.7671,7859.04,2
627,1,1.9493,486.32,2
628,1,0.4216,1502.34,1
634,1,1.5302,2213.43,2
637,1,5.0862,2622.31,6
637,2,5.7075,6803.26,6
640,1,1.1389,680.53,2
644,1,2.4834,497.18,3
645,1,3.1909,5068.75,4
653,1,2.2974,2069.92,3
