"id_poliza","id_agencia","id_region","antiguedad","exposicion","edad_conductor","edad_tramo","antiguedad_carnet","potencia_cv","cilindrada","antiguedad_vehiculo","valor_vehiculo","densidad","zona_circulacion","km_anuales","uso","tipo_vehiculo","combustible","sexo","color_vehiculo","estado_civil","forma_pago","financiado","n_conductores","nivel_estudios","medio_contacto","n_siniestros","n_asistencia","n_fraude","n_gestiones","t_primer_sin","evento","t_baja","baja","motivo_fin","coste_total","coste_medio","tuvo_siniestro","bonus_malus_prev","bonus_malus_act"
1,"1","1",3.142,0.3142,46,"35-65",23,82,1030,4,30675,710,"mixta",25109,"particular","turismo","gasolina","H","gris","casado","anual",0,2,"medio","telematico",3,0,0,0,0.958,1,3.142,1,"baja",7702.71,2567.57,1,"4","5"
2,"1","1",4.747,0.4747,66,"65+",40,110,1393,3,28619,19,"rural",9691,"particular","turismo","gasolina","M","gris","casado","mensual",0,1,"basico","telematico",0,1,0,0,4.747,0,5.345,0,"fin_estudio",0,NA,0,"1","1"
3,"1","1",6.062,0.6062,34,"25-35",8,99,1718,12,13128,299,"mixta",19985,"particular","turismo","gasolina","H","gris","casado","mensual",0,1,"basico","presencial",0,3,2,2,6.062,0,10,0,"fin_estudio",0,NA,0,"2","1"
4,"1","1",1.532,0.1532,25,"18-25",3,76,966,2,8206,148,"rural",11721,"particular","turismo","diesel","M","negro","soltero","anual",0,1,"superior","presencial",0,0,0,0,1.532,0,4.061,0,"fin_estudio",0,NA,0,"1","1"
5,"1","1",3.677,0.3677,65,"35-65",27,114,1651,11,19618,90,"rural",12317,"particular","turismo","diesel","H","blanco","soltero","anual",1,1,"basico","presencial",0,1,1,0,3.677,0,5.818,0,"fin_estudio",0,NA,0,"1","1"
6,"1","1",7.49,0.749,41,"35-65",9,72,1241,7,16536,152,"mixta",16637,"particular","moto","diesel","H","otro","casado","mensual",1,1,"superior","presencial",0,6,0,3,7.49,0,7.49,1,"baja",0,NA,0,"1","1"
7,"1","1",6.17,0.617,49,"35-65",22,106,1735,1,26548,2096,"urbana",29014,"particular","turismo","diesel","H","blanco","soltero","anual",0,1,"superior","telefonico",7,4,0,1,0.047,1,7.597,0,"fin_estudio",18931.73,2704.53,1,"5","5"
8,"1","1",1.878,0.1878,18,"18-25",0,60,892,10,21044,232,"mixta",10918,"particular","moto","gasolina","H","negro","casado","mensual",1,1,"basico","presencial",0,0,0,0,1.878,0,1.878,1,"baja",0,NA,0,"2","1"
9,"1","1",1.227,0.1227,60,"35-65",31,106,1763,0,22336,353,"mixta",5251,"particular","moto","diesel","H","otro","casado","anual",0,2,"medio","presencial",0,0,0,0,1.227,0,1.227,1,"baja",0,NA,0,"3","2"
10,"1","1",3.702,0.3702,48,"35-65",11,147,2098,7,21897,266,"mixta",5239,"particular","turismo","diesel","H","blanco","otro","anual",0,1,"medio","presencial",0,0,0,0,3.702,0,9.604,0,"fin_estudio",0,NA,0,"2","1"
11,"1","1",3.648,0.3648,44,"35-65",21,103,1586,0,25233,1408,"urbana",6605,"particular","turismo","gasolina","M","gris","soltero","anual",1,2,"basico","telematico",0,1,0,0,3.648,0,3.648,1,"baja",0,NA,0,"1","1"
12,"1","1",4.393,0.4393,25,"18-25",6,55,800,13,11404,82,"rural",12359,"particular","moto","gasolina","H","otro","soltero","anual",1,1,"medio","presencial",1,1,2,0,4.295,1,10,0,"fin_estudio",1511.08,1511.08,1,"2","3"
13,"1","1",2.353,0.2353,37,"35-65",15,117,1580,8,25487,227,"mixta",18909,"comercial","turismo","diesel","H","negro","soltero","anual",0,1,"medio","presencial",1,1,0,0,1.334,1,3.409,0,"fin_estudio",894.86,894.86,1,"3","3"
14,"1","1",4.194,0.4194,53,"35-65",25,145,1993,14,21659,9,"rural",13225,"particular","turismo","diesel","H","blanco","soltero","anual",0,1,"basico","presencial",0,1,0,0,4.194,0,10,0,"fin_estudio",0,NA,0,"1","1"
15,"1","1",1.177,0.1177,29,"25-35",6,124,2005,18,28140,180,"mixta",15522,"particular","moto","diesel","M","blanco","casado","anual",0,1,"basico","presencial",0,0,0,0,1.177,0,10,0,"fin_estudio",0,NA,0,"1","1"
16,"1","1",5.693,0.5693,34,"25-35",10,145,2591,5,30139,24,"rural",12912,"particular","turismo","diesel","M","rojo","casado","mensual",0,1,"basico","presencial",1,1,0,0,3.361,1,10,0,"fin_estudio",1483.99,1483.99,1,"3","3"
17,"1","1",7.821,0.7821,59,"35-65",37,119,1461,11,26315,447,"mixta",19543,"particular","turismo","diesel","M","otro","casado","mensual",0,1,"medio","telematico",0,4,0,0,7.821,0,10,0,"fin_estudio",0,NA,0,"1","1"
18,"1","1",7.676,0.7676,61,"35-65",26,159,2359,16,37928,333,"mixta",11351,"particular","turismo","diesel","H","gris","casado","mensual",1,2,"basico","presencial",3,5,1,1,2.447,1,10,0,"fin_estudio",8812.72,2937.57,1,"2","2"
19,"1","1",9.282,0.9282,76,"65+",39,75,1211,13,25083,394,"mixta",11477,"particular","turismo","diesel","M","rojo","soltero","anual",0,2,"medio","presencial",0,4,0,1,9.282,0,9.619,0,"fin_estudio",0,NA,0,"1","1"
