"id_poliza","k","t_k","coste_k","anio"
2,1,0.2114,5645.51,1
2,2,0.7168,1588.9,1
2,3,5.4925,2579.93,6
2,4,6.0322,4638.32,7
4,1,2.3379,4213.74,3
7,1,0.5823,1501.29,1
7,2,1.4505,8669.31,2
7,3,2.7496,2772.76,3
7,4,2.8526,680.91,3
7,5,5.2219,498.77,6
7,6,6.3974,846.38,7
7,7,6.8988,4969.83,7
8,1,2.5118,1526.27,3
10,1,1.2628,10263.33,2
11,1,0.7731,4011.57,1
11,2,2.9484,253,3
11,3,3.4573,5729.49,4
14,1,0.1246,824.66,1
15,1,0.1228,8662.17,1
15,2,2.2447,2928.94,3
16,1,2.1034,829.45,3
16,2,3.5313,628.79,4
17,1,1.0737,1053.23,2
19,1,2.4098,5143.55,3
20,1,1.7356,878.85,2
20,2,4.0212,231.05,5
20,3,4.4077,544.03,5
20,4,4.4559,551.9,5
23,1,3.2803,813.08,4
24,1,4.7442,5470.96,5
25,1,1.5444,3694.77,2
26,1,2.6633,3245.9,3
27,1,0.0797,635.08,1
30,1,0.8134,3796.85,1
30,2,1.7862,7363.91,2
36,1,0.7453,3056.07,1
37,1,3.5773,3231.79,4
42,1,0.1217,1933.93,1
42,2,1.6407,2151.54,2
46,1,1.2854,3430.83,2
48,1,0.3831,7269.49,1
53,1,4.9925,390.72,5
58,1,0.7001,1561.54,1
59,1,0.2914,1863.88,1
64,1,0.0193,1139.04,1
65,1,1.5898,2501.47,2
66,1,1.3505,249.25,2
68,1,6.0178,498.39,7
69,1,1.2101,3155.87,2
69,2,1.6782,5082.69,2
78,1,0.74,2584.52,1
80,1,6.537,2327,7
81,1,2.2731,1120.84,3
81,2,3.3972,485.44,4
84,1,0.1109,1520.5,1
89,1,2.7108,4578.76,3
90,1,0.0383,1433.07,1
92,1,3.2361,148.28,4
92,2,6.134,376.5,7
93,1,0.2785,568.78,1
94,1,2.1168,6589.14,3
94,2,2.7136,3212.01,3
94,3,3.2702,1790.83,4
96,1,0.2808,151.28,1
96,2,0.8364,800.03,1
99,1,2.1192,1125.63,3
101,1,4.2703,403.99,5
103,1,0.7228,1642.1,1
103,2,3.2794,745.55,4
103,3,3.464,973.65,4
106,1,1.6355,614.6,2
106,2,3.0955,6187.67,4
107,1,0.5626,3662.43,1
107,2,0.8606,4196.45,1
109,1,0.0026,1033.33,1
109,2,0.9688,3774.12,1
109,3,1.5025,3328.51,2
112,1,1.6964,859.94,2
112,2,2.3569,635.9,3
112,3,3.2635,1485.78,4
113,1,0.972,2910.66,1
113,2,1.2627,4627.93,2
113,3,1.3776,6327.26,2
113,4,3.515,2009.63,4
115,1,1.3637,2763.27,2
115,2,3.5312,1725.65,4
115,3,5.8436,949.03,6
119,1,3.4895,412.94,4
119,2,3.5693,3664.18,4
126,1,1.2526,4631.31,2
126,2,1.5627,4145.51,2
126,3,4.5674,312.36,5
126,4,6.7338,1083.59,7
127,1,2.6462,1377.52,3
132,1,1.7159,3659.12,2
134,1,2.165,4535.18,3
136,1,3.7616,3969.24,4
141,1,0.1386,1009.35,1
141,2,0.9651,913.38,1
141,3,1.2871,2220.88,2
141,4,1.7834,1204.46,2
141,5,1.9866,4400.23,2
142,1,1.1642,3934.54,2
147,1,2.1576,2814.6,3
147,2,2.9435,543.03,3
147,3,3.2441,393.65,4
150,1,3.9063,241.34,4
156,1,3.3416,2213.08,4
156,2,3.88,975.34,4
163,1,0.3809,2946.68,1
163,2,2.4828,609.16,3
163,3,6.6703,1876.04,7
166,1,4.05,852.07,5
168,1,2.6211,1677.96,3
169,1,1.7187,3009.13,2
170,1,0.1721,6786.63,1
170,2,2.0585,2110.15,3
172,1,0.4445,2007.6,1
174,1,1.5085,479.27,2
175,1,5.3316,1947.81,6
180,1,1.4396,1947.75,2
180,2,3.6512,7362.62,4
188,1,1.4449,669.51,2
191,1,0.6147,1791.47,1
191,2,1.0001,384.45,2
191,3,2.1217,373.35,3
191,4,5.0116,80.59,6
191,5,5.9238,1635.33,6
191,6,6.1125,963.94,7
191,7,6.3712,886.07,7
191,8,6.6239,3706.81,7
202,1,0.1738,240.69,1
215,1,3.3439,613.55,4
217,1,0.3471,1572.43,1
217,2,2.6403,4280.99,3
222,1,1.7795,2993.03,2
222,2,3.0016,970.34,4
225,1,0.5812,550.83,1
231,1,1.2226,3828.33,2
232,1,2.9493,5119.22,3
235,1,0.862,341.49,1
235,2,0.94,2615.76,1
238,1,3.014,2096.92,4
244,1,1.2845,332.3,2
245,1,6.8223,2600.68,7
245,2,7.3502,5717.75,8
245,3,8.6191,1928.33,9
245,4,9.1929,730.42,10
246,1,5.2584,1482.59,6
248,1,3.9187,343.86,4
251,1,3.6688,52.09,4
251,2,4.8384,1424.92,5
255,1,0.2681,573.09,1
255,2,1.774,6361.56,2
256,1,0.7223,56.7,1
256,2,0.8531,1260.04,1
256,3,1.9267,825.08,2
259,1,0.1035,1122.06,1
263,1,0.0173,2323.15,1
263,2,1.6199,1613.78,2
266,1,0.9046,1072.8,1
268,1,0.8245,916.83,1
269,1,4.1079,1736.85,5
269,2,4.5657,5615.31,5
269,3,9.0154,3072.14,10
269,4,9.2817,740.37,10
275,1,1.6284,659.56,2
275,2,3.5819,1848.39,4
278,1,3.455,96.15,4
280,1,0.8051,1959.16,1
280,2,3.1075,1079.75,4
287,1,7.8566,3747.22,8
289,1,0.9056,3669.59,1
290,1,0.5076,2858.9,1
290,2,2.4746,6296.26,3
290,3,2.5714,3811.78,3
290,4,4.3778,1220.89,5
293,1,3.6617,753.25,4
298,1,2.2802,1587.88,3
306,1,6.181,3248.39,7
309,1,1.4914,451.11,2
312,1,3.865,976.95,4
314,1,5.3436,2125.51,6
315,1,2.6721,2877.53,3
322,1,9.6321,3405.74,10
326,1,3.566,494.21,4
326,2,4.2992,360.17,5
326,3,4.5507,434.29,5
